INFLATION EXPECTATIONS; YEAR-ON-YEAR CHANGE IN HICP,,,,,,,,,,,,,,,,,,,,,
TARGET_PERIOD,FCT_SOURCE,POINT,TN1_0,FN1_0TN0_6,FN0_5TN0_1,F0_0T0_4,F0_5T0_9,F1_0T1_4,F1_5T1_9,F2_0T2_4,F2_5T2_9,F3_0T3_4,F3_5T3_9,F4_0,,,,,,,
2017,88,1.8,1,2,4,7,11,15,17,15,12,8,6,2,,,,,,,
2017,89,1.5,.5,1,2,5,15,22.5,27.5,18,5,2.5,1,,,,,,,,
2017,91,1.6,0,0,0,2.5,5,40,45,5,2.5,0,0,0,,,,,,,
2017,93,1.5,,,,,,45,55,,,,,,,,,,,,
2017,94,1.7745,.5,1,1.5,3,6,16,36,18,10,5,2,1,,,,,,,
2017,95,1.4667963757,2.3511117253,6.272347743,7.2097378083,8.6184384318,9.571213253,14.6158704371,14.9738890917,11.5911645702,9.4618086879,8.1951774547,4.0807427083,3.0584980887,,,,,,,
2017,96,1.6,,,,2,10,25,40,20,3,,,,,,,,,,
2017,97,1.6,,,,,,,,,,,,,,,,,,,
2017,98,1.66,,,,,,20,60,20,,,,,,,,,,,
2017,99,1.6,,,,,,30,70,,,,,,,,,,,,
2017,101,1.7,,,,,,25,75,,,,,,,,,,,,
2017,102,1.6,,,,5,15,35,40,5,,,,,,,,,,,
2017,103,1.7,,,,,5,35,50,10,,,,,,,,,,,
2017,108,1.7138388854,,,.02,4.25,11.58,18.91,25.21,20.68,13.24,5.82,.29,,,,,,,,
2017,110,1.5,0,0,0,2.5,7.5,32.5,35,20,2.5,0,0,0,,,,,,,
2017,111,1.6,,,,,,,,,,,,,,,,,,,
2017,112,1.5,,,,,10,20,40,20,10,,,,,,,,,,
2017,114,1.6,,,,5,10,20,45,15,5,,,,,,,,,,
2017,115,1.7,.2907675077,.6491308872,2.3566980075,5.9080318927,11.4737456289,17.2636208192,20.125585169,18.1787850365,12.7225575985,6.8985010255,2.8977969896,1.2347794377,,,,,,,
2017,116,1.5,0,0,0,2.5,10,30,40,15,2.5,0,0,0,,,,,,,
2018,1,1.5,,,,5,15,20,40,15,5,,,,,,,,,,
2018,3,1.3,,,,,5,70,20,5,,,,,,,,,,,
2018,4,1.5,0,0,0,0,10,30,30,20,10,,,,,,,,,,
2018,5,1.825,,,,,5,20,35,25,15,,,,,,,,,,
2018,6,1.7,,,,,10,25,55,10,,,,,,,,,,,
2018,7,1.3,,,,,,,,,,,,,,,,,,,
2018,14,1.5,0,0,1,3,16,28,29,16,6,1,0,0,,,,,,,
2018,15,1.625,,,,5,10,20,35,20,10,,,,,,,,,,
2018,16,1.3,1,2,7,13,16,17,15,13,9,4,2,1,,,,,,,
2018,20,1.5,,,,,15,35,45,5,,,,,,,,,,,
2018,22,1.5,,,,5,15,30,40,10,,,,,,,,,,,
2018,23,1.4,,,1,6,17,25,22,18,10,1,,,,,,,,,
2018,24,1.5,,,,10,15,20,24,17,11,3,,,,,,,,,
2018,29,1.5,,,,,,40,50,10,,,,,,,,,,,
2018,31,1.9,,,,5,15,25,35,15,5,,,,,,,,,,
2018,32,1.4,.0007744996,.0212409994,.4201325249,3.7999143851,16.179330573,32.3663233021,30.5233995987,13.5666907588,2.8329465992,.2764540087,.0125282248,.0002645257,,,,,,,
2018,35,,,,,,,,,,,,,,,,,,,,
2018,37,1.7,,,,,,12,68,20,,,,,,,,,,,
2018,38,1.6,,,,,,20,60,20,,,,,,,,,,,
2018,39,1.5,,,,5,15,33,37,10,,,,,,,,,,,
2018,41,1.3,,,,,10,60,30,,,,,,,,,,,,
2018,42,1.6,,,,,10,25,45,15,5,,,,,,,,,,
2018,47,1.5,,,,5,10,25,35,20,5,,,,,,,,,,
2018,48,1.4,,,,,,,,,,,,,,,,,,,
2018,49,1.1,,,,,,,,,,,,,,,,,,,
2018,52,1.31,0,0,0,4,19,38,29,8,2,0,0,0,,,,,,,
2018,54,1.5,,,,,10,30,50,10,,,,,,,,,,,
2018,56,1.2,,,,,5,50,40,5,,,,,,,,,,,
2018,61,,,,,,,,,,,,,,,,,,,,
2018,67,,,,,,,,,,,,,,,,,,,,
2018,68,,,,,,,,,,,,,,,,,,,,
2018,70,1,,,,,,70,30,,,,,,,,,,,,
2018,80,1.3,0,0,.6993006993,4.662004662,23.31002331,39.8601398602,25.4079254079,5.5944055944,.2331002331,.2331002331,0,0,,,,,,,
2018,82,1.4,,,,,,,,,,,,,,,,,,,
2018,84,1.6,1,1,1,2,14,22,25,20,11,1,1,1,,,,,,,
2018,85,1.5701316685,.0185303472,.1719514051,1.1074092613,4.6380289847,12.6433156422,22.4480858062,25.9694653761,19.5775126609,9.6155721858,3.0754082781,.6400590515,.0946610009,,,,,,,
2018,88,1.35,4,5,8,10,12,14,12,11,9,8,4,3,,,,,,,
2018,89,1.6,,,1,5,10,25,30,20.5,5,2.5,1,,,,,,,,
2018,91,1.4,0,0,2.5,10,17.5,35,22.5,10,2.5,0,0,0,,,,,,,
2018,93,1.6,,,,,,25,65,10,,,,,,,,,,,
2018,94,1.758,,1,2,3,6,15,38,20,8,4,2,1,,,,,,,
2018,95,1.543761731,.4207350102,1.0033942997,4.2575805462,5.9152629183,11.129713437,18.5975175634,27.7629126319,16.7080151274,9.3270271716,3.1363037596,1.6111999088,.1303376259,,,,,,,
2018,96,1.5,,,,2,10,30,45,10,3,,,,,,,,,,
2018,97,1.3,,,,,,,,,,,,,,,,,,,
2018,98,1.6,,,,,5,35,35,20,5,,,,,,,,,,
2018,99,1.6,,,,,,30,70,,,,,,,,,,,,
2018,101,1.4,,,,,15,45,35,5,,,,,,,,,,,
2018,102,1.5,,,,5,10,40,40,5,,,,,,,,,,,
2018,103,1.7,,,,5,10,25,35,20,5,,,,,,,,,,
2018,108,1.6825130453,,,.05,4.6,12.01,19.43,25.43,20.29,12.78,5.26,.15,,,,,,,,
2018,110,1.4,0,0,0,5,17.5,40,27.5,10,0,0,0,0,,,,,,,
2018,111,,,,,,,,,,,,,,,,,,,,
2018,112,1.7,,,,,10,20,40,20,10,,,,,,,,,,
2018,114,1.5,,,2,8,13,20,40,10,5,2,,,,,,,,,
2018,115,1.7,.2907675077,.6491308872,2.3566980075,5.9080318927,11.4737456289,17.2636208192,20.125585169,18.1787850365,12.7225575985,6.8985010255,2.8977969896,1.2347794377,,,,,,,
2018,116,1.2,0,0,5,10,20,30,20,10,5,0,0,0,,,,,,,
2018Mar,1,1.5,,,,5,15,20,35,20,5,,,,,,,,,,
2018Mar,3,,,,,,,,,,,,,,,,,,,,
2018Mar,4,1.6,0,0,0,0,10,30,50,10,,,,,,,,,,,
2018Mar,5,1.825,,,,,5,20,35,25,15,,,,,,,,,,
2018Mar,6,1.6,,,,,10,30,50,10,,,,,,,,,,,
2018Mar,7,,,,,,,,,,,,,,,,,,,,
2018Mar,14,1.5,0,0,2,5,16,27,27,14,7,2,0,0,,,,,,,
2018Mar,15,1.625,,,,5,10,20,35,20,10,,,,,,,,,,
2018Mar,16,1.2,1,2,6,9,13,21,18,14,9,4,2,1,,,,,,,
2018Mar,20,1.4,,,,5,20,35,30,10,,,,,,,,,,,
2018Mar,22,1.6,,,,5,15,30,40,10,,,,,,,,,,,
2018Mar,23,1.1,,,1,10,25,29,23,10,2,,,,,,,,,,
2018Mar,24,1.3566642612,,,3,7,20,24,21,15,10,,,,,,,,,,
2018Mar,29,1.5,,,,,10,60,30,,,,,,,,,,,,
2018Mar,31,1.6,,,,2.5,12.5,20,40,20,5,,,,,,,,,,
2018Mar,32,1.3,,,,,,,,,,,,,,,,,,,
2018Mar,35,,,,,,,,,,,,,,,,,,,,
2018Mar,37,1.8,,,,,,10,66,23,1,,,,,,,,,,
2018Mar,38,1.8,,,,,,20,60,20,,,,,,,,,,,
2018Mar,39,1.6,,,,5,15,35,40,5,,,,,,,,,,,
2018Mar,41,,,,,,,,,,,,,,,,,,,,
2018Mar,42,,,,,,,,,,,,,,,,,,,,
2018Mar,47,1.7,,,,,,,,,,,,,,,,,,,
2018Mar,48,1.4,,,,,,,,,,,,,,,,,,,
2018Mar,49,1.1,,,,,,,,,,,,,,,,,,,
2018Mar,52,1.3,0,0,0,4,19,38,29,8,2,0,0,0,,,,,,,
2018Mar,54,1.5,,,,,10,45,45,,,,,,,,,,,,
2018Mar,56,1.32,,,,,5,60,30,5,,,,,,,,,,,
2018Mar,61,,,,,,,,,,,,,,,,,,,,
2018Mar,67,,,,,,,,,,,,,,,,,,,,
2018Mar,68,,,,,,,,,,,,,,,,,,,,
2018Mar,70,,,,,,,,,,,,,,,,,,,,
2018Mar,80,,,,,,,,,,,,,,,,,,,,
2018Mar,82,1.2,,,,,,,,,,,,,,,,,,,
2018Mar,84,,,,,,,,,,,,,,,,,,,,
2018Mar,85,1.6402322633,.0129272835,.1279484749,.8753307719,3.8937968082,11.272708272,21.2539675152,26.1095983835,20.9012792342,10.9015640065,3.7029822369,.8185676332,.12932938,,,,,,,
2018Mar,88,1.5,4,5,7,9,11,15,13,11,10,8,4,3,,,,,,,
2018Mar,89,1.4679812703,,1,2.5,5,15,20,28,20,5,2.5,1,,,,,,,,
2018Mar,91,1.2,0,0,5,15,20,30,25,5,0,0,0,0,,,,,,,
2018Mar,93,1.5,,,,,2,40,51,7,,,,,,,,,,,
2018Mar,94,1.659,,.5,1,3,10,20,36,18,7,3,1,.5,,,,,,,
2018Mar,95,1.3351733111,1.8216460916,3.4254348513,9.3435721394,7.2460609346,8.4413248402,12.9967926758,27.039301441,18.6447290691,8.0813722742,2.8078391339,.1114279474,.0404986015,,,,,,,
2018Mar,96,1.4,,,,2,15,45,28,7,3,,,,,,,,,,
2018Mar,97,1.4,,,,,,,,,,,,,,,,,,,
2018Mar,98,1.5,,,,5,10,35,35,15,,,,,,,,,,,
2018Mar,99,1.5,,,,,,,,,,,,,,,,,,,
2018Mar,101,1.3,,,,,,,,,,,,,,,,,,,
2018Mar,102,1.4,,,,5,10,40,40,5,,,,,,,,,,,
2018Mar,103,1.8,,,,5,10,25,35,20,5,,,,,,,,,,
2018Mar,108,1.6134597636,,,.25,5.62,13.01,20.4,25.35,19.24,11.79,4.33,.01,,,,,,,,
2018Mar,110,,0,0,0,5,17.5,40,27.5,10,0,0,0,0,,,,,,,
2018Mar,111,,,,,,,,,,,,,,,,,,,,
2018Mar,112,1.5,,,,5,10,20,30,20,10,5,,,,,,,,,
2018Mar,114,1.5,,,2,8,13,20,40,10,5,2,,,,,,,,,
2018Mar,115,1.9,.1526918979,.380134976,1.519116694,4.2178897192,9.0719888099,15.1167876571,19.5163268967,19.5224538556,15.1310301243,9.0862401407,4.2271702907,2.0581689379,,,,,,,
2018Mar,116,1.2,0,0,5,10,20,30,20,10,5,0,0,0,,,,,,,
2019,1,1.7,,,3,7,15,20,35,15,4,1,,,,,,,,,
2019,3,,,,,,,,,,,,,,,,,,,,
2019,4,1.7,0,0,5,5,10,20,30,15,10,5,,,,,,,,,
2019,5,1.7,,,,2.5,10,20,35,20,10,2.5,,,,,,,,,
2019,6,1.9,,,,,5,15,50,30,,,,,,,,,,,
2019,7,1.4,,,,,,,,,,,,,,,,,,,
2019,14,1.6,0,0,2,7,15,21,23,16,11,4,1,0,,,,,,,
2019,15,1.75,,,,5,10,15,30,25,10,5,,,,,,,,,
2019,16,1.4,1,2,9,14,15,16,14,12,10,4,2,1,,,,,,,
2019,20,1.7,,,,5,15,28,37,10,5,,,,,,,,,,
2019,22,1.7,,,,5,10,30,40,15,,,,,,,,,,,
2019,23,1.5,1,2,3,8,16,19,22,15,10,3,1,,,,,,,,
2019,24,1.7,,,5,6,13,17,20,16.5,12,8.5,2,,,,,,,,
2019,29,1.5,,,,,,40,50,10,,,,,,,,,,,
2019,31,2,,,,,5,15,25,35,15,5,,,,,,,,,
2019,32,1.5,,,,,,,,,,,,,,,,,,,
2019,35,,,,,,,,,,,,,,,,,,,,
2019,37,2.1,,,,,,2,32,49,15,2,,,,,,,,,
2019,38,1.6,,,,,,20,60,20,,,,,,,,,,,
2019,39,1.7,,,,5,10,33,37,15,,,,,,,,,,,
2019,41,1.5,,,,,10,40,50,,,,,,,,,,,,
2019,42,,,,,,,,,,,,,,,,,,,,
2019,47,1.7,,,,,,,,,,,,,,,,,,,
2019,48,,,,,,,,,,,,,,,,,,,,
2019,49,1.4,,,,,,,,,,,,,,,,,,,
2019,52,,,,,,,,,,,,,,,,,,,,
2019,54,1.8,,,,,10,20,60,10,,,,,,,,,,,
2019,56,,,,,,,,,,,,,,,,,,,,
2019,61,,,,,,,,,,,,,,,,,,,,
2019,67,,,,,,,,,,,,,,,,,,,,
2019,68,,,,,,,,,,,,,,,,,,,,
2019,70,,,,,,,,,,,,,,,,,,,,
2019,80,1.5,0,0,0,5.1282051282,18.648018648,28.2051282051,30.3030303031,14.2191142191,3.0303030303,.4662004662,0,0,,,,,,,
2019,82,,,,,,,,,,,,,,,,,,,,
2019,84,1.8,3,2,4,7,12,17,22,16,11,4,1,1,,,,,,,
2019,85,1.7413323848,.0414771976,.2524244491,1.2206134325,4.2133277833,10.3856827979,18.2865915256,23.0038269217,20.6762091925,13.2779014083,6.0913146981,1.995748236,.5548823574,,,,,,,
2019,88,1.77,2,5,6,8,10,11,13,12,11,10,7,5,,,,,,,
2019,89,1.8,,,0,2.5,10,15,30,25,10,5,2.5,,,,,,,,
2019,91,1.4,0,2.5,5,10,17.5,27.5,25,10,2.5,0,0,0,,,,,,,
2019,93,1.8,,,,,,10,67,17.5,5.5,,,,,,,,,,
2019,94,1.663,.5,1,2,3,5,20,40,16,8,3,1,.5,,,,,,,
2019,95,1.6665343202,.6229740014,1.171165618,3.4315069462,7.8302896966,11.8235688777,14.0297099573,20.7594072962,17.4266302017,13.4848822591,5.8008212804,2.3002078941,1.3188359713,,,,,,,
2019,96,1.9,,,,2,3,10,40,30,10,5,,,,,,,,,
2019,97,1.6,,,,,,,,,,,,,,,,,,,
2019,98,1.7,,,,,5,30,35,25,5,,,,,,,,,,
2019,99,1.7,,,,,,30,70,,,,,,,,,,,,
2019,101,1.5,,,,5,10,35,40,10,,,,,,,,,,,
2019,102,1.5,,,,5,10,35,40,10,,,,,,,,,,,
2019,103,1.8,,,,5,10,25,30,20,10,,,,,,,,,,
2019,108,1.5933917616,,,.29,5.84,13.34,20.83,25.48,19.01,11.41,3.8,,,,,,,,,
2019,110,,,,,,,,,,,,,,,,,,,,
2019,111,,,,,,,,,,,,,,,,,,,,
2019,112,1.8,,,,5,10,20,30,20,10,5,,,,,,,,,
2019,114,1.7,,,2,8,12,18,35,15,8,2,,,,,,,,,
2019,115,,,,,,,,,,,,,,,,,,,,
2019,116,,,,,,,,,,,,,,,,,,,,
2019Mar,1,1.7,,,2,8,15,20,35,15,4,1,,,,,,,,,
2019Mar,3,,,,,,,,,,,,,,,,,,,,
2019Mar,4,1.6,0,0,0,0,10,20,30,30,10,,,,,,,,,,
2019Mar,5,1.7,,,,2.5,10,20,35,20,10,2.5,,,,,,,,,
2019Mar,6,1.7,,,,,10,25,55,10,,,,,,,,,,,
2019Mar,7,,,,,,,,,,,,,,,,,,,,
2019Mar,14,1.6,0,1,2,8,15,20,22,17,9,5,1,0,,,,,,,
2019Mar,15,1.75,,,,5,10,15,30,25,10,5,,,,,,,,,
2019Mar,16,1.3,1,2,7,13,16,17,15,13,9,4,2,1,,,,,,,
2019Mar,20,1.6,,,,5,20,25,35,10,5,,,,,,,,,,
2019Mar,22,1.7,,,,5,10,30,40,15,,,,,,,,,,,
2019Mar,23,1.8,,1,2,6,15,20,25,20,10,1,,,,,,,,,
2019Mar,24,1.761483236,,,2,7,10,17,20,18,15,8,3,,,,,,,,
2019Mar,29,1.6,,,,,,40,50,10,,,,,,,,,,,
2019Mar,31,1.7,,,,5,15,25,35,15,5,,,,,,,,,,
2019Mar,32,1.5,,,,,,,,,,,,,,,,,,,
2019Mar,35,,,,,,,,,,,,,,,,,,,,
2019Mar,37,1.9,,,,,,3,49,32,16,,,,,,,,,,
2019Mar,38,1.6,,,,,,20,60,20,,,,,,,,,,,
2019Mar,39,1.9,,,,,10,33,42,15,,,,,,,,,,,
2019Mar,41,,,,,,,,,,,,,,,,,,,,
2019Mar,42,,,,,,,,,,,,,,,,,,,,
2019Mar,47,,,,,,,,,,,,,,,,,,,,
2019Mar,48,,,,,,,,,,,,,,,,,,,,
2019Mar,49,1.3,,,,,,,,,,,,,,,,,,,
2019Mar,52,,,,,,,,,,,,,,,,,,,,
2019Mar,54,1.7,,,,,10,20,60,10,,,,,,,,,,,
2019Mar,56,,,,,,,,,,,,,,,,,,,,
2019Mar,61,,,,,,,,,,,,,,,,,,,,
2019Mar,67,,,,,,,,,,,,,,,,,,,,
2019Mar,68,,,,,,,,,,,,,,,,,,,,
2019Mar,70,,,,,,,,,,,,,,,,,,,,
2019Mar,80,,,,,,,,,,,,,,,,,,,,
2019Mar,82,,,,,,,,,,,,,,,,,,,,
2019Mar,84,,,,,,,,,,,,,,,,,,,,
2019Mar,85,1.6790122808,.1008249739,.4658636423,1.8372002647,5.3601358235,11.5722978752,18.4912064076,21.870627938,19.148081914,12.409186854,5.9521019845,2.1126729535,.6797993688,,,,,,,
2019Mar,88,1.8,2,5,6,8,10,11,13,12,11,10,7,5,,,,,,,
2019Mar,89,1.8434618204,,,2.5,5,7.5,10,30,30,10,2.5,2.5,,,,,,,,
2019Mar,91,1.1,0,0,2.5,10,25,30,25,5,2.5,0,0,0,,,,,,,
2019Mar,93,1.7,,,,,1.5,25.5,55,15,3,,,,,,,,,,
2019Mar,94,1.519,,.5,2,5,11,26,35,10,6,3,1,.5,,,,,,,
2019Mar,95,1.4371025255,1.6824741042,3.1596156694,5.2967953512,8.9975611186,13.6758640475,17.5146659826,16.6864992358,14.2064650238,9.7024604169,5.3156061161,2.3361394585,1.4258534754,,,,,,,
2019Mar,96,1.6,,,,3,5,17,48,22,3,2,,,,,,,,,
2019Mar,97,,,,,,,,,,,,,,,,,,,,
2019Mar,98,1.6,,,,,10,30,30,20,10,,,,,,,,,,
2019Mar,99,,,,,,,,,,,,,,,,,,,,
2019Mar,101,1.4,,,,,,,,,,,,,,,,,,,
2019Mar,102,1.5,,,,5,10,35,45,5,,,,,,,,,,,
2019Mar,103,,,,,,,,,,,,,,,,,,,,
2019Mar,108,1.6796033807,,,.04,4.52,12.05,19.57,25.63,20.34,12.7,5.05,.1,,,,,,,,
2019Mar,110,,0,0,0,5,17.5,40,27.5,10,0,0,0,0,,,,,,,
2019Mar,111,,,,,,,,,,,,,,,,,,,,
2019Mar,112,1.8,,,,5,10,20,30,20,10,5,,,,,,,,,
2019Mar,114,1.7,,,2,8,12,18,35,15,8,2,,,,,,,,,
2019Mar,115,,,,,,,,,,,,,,,,,,,,
2019Mar,116,,,,,,,,,,,,,,,,,,,,
2021,1,1.9,,1,4,7,15,18,35,10,5,4,1,,,,,,,,
2021,3,,,,,,,,,,,,,,,,,,,,
2021,4,1.8,0,0,5,10,15,20,25,20,5,,,,,,,,,,
2021,5,1.7,,,,2.5,10,20,35,20,10,2.5,,,,,,,,,
2021,6,2,,,,,,5,40,50,5,,,,,,,,,,
2021,7,1.6,,,,,,,,,,,,,,,,,,,
2021,14,1.7,1,2,4,8,12,18,15,16,13,7,2,2,,,,,,,
2021,15,1.9,,,,,5,15,30,25,20,5,,,,,,,,,
2021,16,1.7,5,5,6,7,13,14,16,12,9,7,5,1,,,,,,,
2021,20,1.9,,,5,8,14,18,30,20,5,,,,,,,,,,
2021,22,1.7,,,,,5,20,60,15,,,,,,,,,,,
2021,23,2,,1,2,4,10,15,20,17,14,11,5,1,,,,,,,
2021,24,1.9,,1,3.5,8,11,13,14,14.2,14,12.1,7,2.2,,,,,,,
2021,29,1.7,,,,,,40,50,10,,,,,,,,,,,
2021,31,1.9,,,,,10,30,40,15,5,,,,,,,,,,
2021,32,,,,,,,,,,,,,,,,,,,,
2021,35,,,,,,,,,,,,,,,,,,,,
2021,37,2.2,,,,,,1,29,45,23,2,,,,,,,,,
2021,38,,,,,,,,,,,,,,,,,,,,
2021,39,1.8,,,,5,10,25,40,15,5,,,,,,,,,,
2021,41,,,,,,,,,,,,,,,,,,,,
2021,42,1.8,,,,,5,25,50,15,5,,,,,,,,,,
2021,47,1.7,,,,,,,,,,,,,,,,,,,
2021,48,,,,,,,,,,,,,,,,,,,,
2021,49,,,,,,,,,,,,,,,,,,,,
2021,52,,,,,,,,,,,,,,,,,,,,
2021,54,2,,,,,,5,40,50,5,,,,,,,,,,
2021,56,1.5,,,,,5,45,45,5,,,,,,,,,,,
2021,61,,,,,,,,,,,,,,,,,,,,
2021,67,,,,,,,,,,,,,,,,,,,,
2021,68,,,,,,,,,,,,,,,,,,,,
2021,70,1.8,,,,,,45,55,,,,,,,,,,,,
2021,80,1.5,0,.6993006993,2.331002331,12.3543123543,17.4825174825,21.2121212121,24.7086247087,14.4522144522,5.3613053613,.6993006993,.6993006993,0,,,,,,,
2021,82,,,,,,,,,,,,,,,,,,,,
2021,84,1.8,3,2,3,6,10,15,21,19,13,5,2,1,,,,,,,
2021,85,1.95,.0166461886,.1183436145,.6587863526,2.6173861765,7.4248907767,15.0436405639,21.7749396845,22.5193747064,16.6401038446,8.7843887907,3.3123122024,1.0891870986,,,,,,,
2021,88,2,3,4,6,7,8,9,10,11,12,11,10,9,,,,,,,
2021,89,1.925,,,0,2.5,7.5,15,30,25,12.5,5,2.5,,,,,,,,
2021,91,1.5,0,2.5,7.5,10,17.5,27.5,20,12.5,2.5,0,0,0,,,,,,,
2021,93,2,,,,,,2.5,33,57,7.5,,,,,,,,,,
2021,94,1.73,.5,1,3,4.5,8,16,32,16,8,6,3,2,,,,,,,
2021,95,1.7496164198,.7214628149,2.2693810374,4.258948538,5.8083272481,9.6458655726,14.2205783533,19.4120676814,16.9372831368,12.6829820205,7.724470895,3.8263601125,2.4922725895,,,,,,,
2021,96,2,,,,2,3,10,30,40,10,5,,,,,,,,,
2021,97,,,,,,,,,,,,,,,,,,,,
2021,98,1.9,,,,,,15,35,35,15,,,,,,,,,,
2021,99,1.8,,,,,,30,70,,,,,,,,,,,,
2021,101,1.7,,,5,8,12,25,35,10,5,,,,,,,,,,
2021,102,1.4,,,,,10,45,35,10,,,,,,,,,,,
2021,103,1.8,,,,5,10,25,30,20,10,,,,,,,,,,
2021,108,1.6672932488,,,.14,5.05,12.27,19.49,25.13,19.89,12.58,5.27,.18,,,,,,,,
2021,110,,0,0,0,2.5,5,7.5,17.5,37.5,20,5,2.5,2.5,,,,,,,
2021,111,,,,,,,,,,,,,,,,,,,,
2021,112,2,,,,,5,10,20,30,25,10,,,,,,,,,
2021,114,1.7,,,5,5,10,15,30,15,10,5,5,,,,,,,,
2021,115,,,,,,,,,,,,,,,,,,,,
2021,116,1.7,0,0,1,4,10,20,30,20,10,4,1,0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
CORE INFLATION EXPECTATIONS; YEAR-ON-YEAR CHANGE IN CORE,,,,,,,,,,,,,,,,,,,,,
TARGET_PERIOD,FCT_SOURCE,POINT,TN1_0,FN1_0TN0_6,FN0_5TN0_1,F0_0T0_4,F0_5T0_9,F1_0T1_4,F1_5T1_9,F2_0T2_4,F2_5T2_9,F3_0T3_4,F3_5T3_9,F4_0,,,,,,,
2017,1,.9,,,,,,,,,,,,,,,,,,,
2017,3,,,,,,,,,,,,,,,,,,,,
2017,4,1.1,,,,0,40,50,10,,,,,,,,,,,,
2017,5,,,,,,,,,,,,,,,,,,,,
2017,6,1.2,,,,,20,60,20,,,,,,,,,,,,
2017,7,,,,,,,,,,,,,,,,,,,,
2017,14,.7,0,0,0,13,83,4,0,0,0,0,0,0,,,,,,,
2017,15,1.15,,,,15,20,35,20,10,,,,,,,,,,,
2017,16,1.1,,,,,,,,,,,,,,,,,,,
2017,20,,,,,,,,,,,,,,,,,,,,
2017,22,1,,,,5,45,45,5,,,,,,,,,,,,
2017,23,.9,,,1,15,35,30,15,4,,,,,,,,,,,
2017,24,1.044,,,5,13,23,35,20,4,,,,,,,,,,,
2017,29,1,,,,,20,60,20,,,,,,,,,,,,
2017,31,,,,,,,,,,,,,,,,,,,,
2017,32,,,,,,,,,,,,,,,,,,,,
2017,35,,,,,,,,,,,,,,,,,,,,
2017,37,1,,,,,30,65,5,,,,,,,,,,,,
2017,38,.9,,,,20,60,20,,,,,,,,,,,,,
2017,39,.9,,,,15,37,33,15,,,,,,,,,,,,
2017,41,,,,,,,,,,,,,,,,,,,,
2017,42,,,,,,,,,,,,,,,,,,,,
2017,47,1,,,5,15,25,40,10,5,,,,,,,,,,,
2017,48,,,,,,,,,,,,,,,,,,,,
2017,49,.9,,,,,,,,,,,,,,,,,,,
2017,52,,,,,,,,,,,,,,,,,,,,
