INFLATION EXPECTATIONS; YEAR-ON-YEAR CHANGE IN HICP,,,,,,,,,,,,,,,,,,,,,
TARGET_PERIOD,FCT_SOURCE,POINT,TN1_0,FN1_0TN0_6,FN0_5TN0_1,F0_0T0_4,F0_5T0_9,F1_0T1_4,F1_5T1_9,F2_0T2_4,F2_5T2_9,F3_0T3_4,F3_5T3_9,F4_0,,,,,,,
2020,37,2.2,,,,,,2,35,39,23,1,,,,,,,,,
2020,38,,,,,,,,,,,,,,,,,,,,
2020,39,1.9,,,,5,20,25,35,15,,,,,,,,,,,
2020,41,,,,,,,,,,,,,,,,,,,,
2020,47,,,,,,,,,,,,,,,,,,,,
2020,48,1.5,,,,,,,,,,,,,,,,,,,
2020,49,1.7,,,,,,,,,,,,,,,,,,,
2020,52,2,0,0,1,5,10,15,18,19,15,10,6,1,,,,,,,
2020,54,2,,,,,,15,40,40,5,,,,,,,,,,
2020,57,2,,,,,,,,,,,,,,,,,,,
2020,61,,,,,,,,,,,,,,,,,,,,
2020,63,1.7,,,,,10,25,40,20,5,,,,,,,,,,
2020,67,,,,,,,,,,,,,,,,,,,,
2020,68,1.9,,,,,,,,,,,,,,,,,,,
2020,70,1.8,,,,,,35,65,,,,,,,,,,,,
2020,73,1.8,,,,5,20,35,35,5,,,,,,,,,,,
2020,80,1.5,.3,.3,4.1,12.4,15.8,24.8,23,12.4,5.2,1.7,0,0,,,,,,,
2020,82,,,,,,,,,,,,,,,,,,,,
2020,84,1.8,3,2,3,6,10,15,21,19,13,5,2,1,,,,,,,
2020,85,1.95,.1,.4,1.5,4,8.6,14.4,18.9,19.4,15.5,9.8,4.8,2.6,,,,,,,
2020,88,1.85,,,2,7.5,11,18,23,18,11,7.5,2,,,,,,,,
2020,89,1.9,,,0,2.5,10,15,25,20,15,7.5,2.5,2.5,,,,,,,
2020,92,,,,,,,,,,,,,,,,,,,,
2020,93,2,,,,,,5,35,52.5,7.5,,,,,,,,,,
2020,94,1.73,.5,1,3,4.5,8,16,32,16,8,6,3,2,,,,,,,
2020,95,1.7685,0,0,0,0,7,17,42.6,22.1,11.3,0,0,0,,,,,,,
2020,96,1.5,,,,,,,,,,,,,,,,,,,
2020,98,2,,,,,,15,35,35,15,,,,,,,,,,
2020,99,1.8,,,,,10,30,60,0,0,0,0,0,,,,,,,
2020,101,1.7,,,5,10,15,20,45,5,,,,,,,,,,,
2020,102,1.6,,,,5,15,40,35,5,,,,,,,,,,,
2020,103,1.8,,,,5,12.5,20,27.5,20,12.5,2.5,,,,,,,,,
2020,105,2,,,,,,,80,20,,,,,,,,,,,
2020,107,,,,,,,,,,,,,,,,,,,,
2020,110,,,,,,,,,,,,,,,,,,,,
2020,112,2,,,,,5,10,20,30,25,10,,,,,,,,,
2020,114,,,1,3,8,10,16,40,10,5,5,2,,,,,,,,
2020,115,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
CORE INFLATION EXPECTATIONS; YEAR-ON-YEAR CHANGE IN CORE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
GROWTH EXPECTATIONS; YEAR-ON-YEAR CHANGE IN REAL GDP,,,,,,,,,,,,,,,,,,,,,
TARGET_PERIOD,FCT_SOURCE,POINT,TN1_0,FN1_0TN0_6,FN0_5TN0_1,F0_0T0_4,F0_5T0_9,F1_0T1_4,F1_5T1_9,F2_0T2_4,F2_5T2_9,F3_0T3_4,F3_5T3_9,F4_0,,,,,,,
2016,4,1.3,,,,5,15,30,20,20,10,,,,,,,,,,
2016,5,1.5,,,,5,10,25,30,25,5,,,,,,,,,,
2016,6,1.3,,,,,10,50,35,5,,,,,,,,,,,
2016,7,1.6,,,,,,,,,,,,,,,,,,,
2016,8,1.7,,,,5,15,33,38,9,,,,,,,,,,,
2016,15,1.5,,,,5,10,30,35,15,5,,,,,,,,,,
2016,16,1.6,0,0,1,5,10,23,30,22,5,3,1,0,,,,,,,
2016,20,1.7,,,,,10,30,40,20,,,,,,,,,,,
2016,23,1.3,,1,5,10,18,25,22,14,5,,,,,,,,,,
2016,24,1.5,,,,3,17.5,23,30,17.5,9,,,,,,,,,,
2016,26,1.5,,,5,10,15,20,20,15,10,5,,,,,,,,,
2016,29,1.4,,,,,10,50,40,,,,,,,,,,,,
2016,31,1.6,,,,5,15,25,40,15,,,,,,,,,,,
2016,32,1.5,0,.1,1,4.9,14.8,26.2,27.7,17.3,6.4,1.4,.2,0,,,,,,,
2016,35,1.5,,,,,,50,50,,,,,,,,,,,,
2016,37,1.5,,,,,3,47,49,1,,,,,,,,,,,
2016,38,1.4,,,,,20,60,20,,,,,,,,,,,,
2016,39,1.5,,,,,20,30,40,10,,,,,,,,,,,
2016,41,1.6,,,,,,30,60,10,,,,,,,,,,,
2016,47,1.5,0,0,0,0,5,35,45,15,0,0,0,0,,,,,,,
2016,48,1.8,,,,,,,80,20,,,,,,,,,,,
2016,49,1.4,,,,,,,,,,,,,,,,,,,
2016,52,1.3,0,0,1,2,16,42,27,8,3,1,0,0,,,,,,,
2016,54,1.5,,,,5,10,40,40,5,,,,,,,,,,,
2016,57,1.7,,,,,,,,,,,,,,,,,,,
2016,61,1.5,,,,,10,35,40,15,,,,,,,,,,,
2016,63,1.3,,,,,20,50,30,,,,,,,,,,,,
2016,67,1.6,,,,,,,,,,,,,,,,,,,
2016,68,1.6,,,,,,,,,,,,,,,,,,,
2016,70,1.9,,,,,,,,,,,,,,,,,,,
2016,73,1.4,5,5,10,10,20,20,20,10,,,,,,,,,,,
2016,80,1.5,0,0,.3,3.4,12.4,36.5,29.6,16.8,1,0,0,0,,,,,,,
2016,82,1.4,2,3,5,10,15,30,15,10,5,3,2,0,,,,,,,
2016,84,1.6,0,0,0,0,7,35,40,18,0,0,0,0,,,,,,,
2016,85,1.572558,0,0,.1,1.5,9.4,26.6,34.9,21,5.8,.7,0,0,,,,,,,
2016,88,1.515,,,,5,13,22,26,18,11,5,,,,,,,,,
2016,89,1.56346,,,2.5,5,7.5,30,27.5,12.5,10,5,,,,,,,,,
2016,92,1.104,.3,1.6,5.8,14.1,22.8,22.5,19,10.2,2.8,.8,.1,0,,,,,,,
2016,93,1.6,,,,,5,22.5,57.5,15,,,,,,,,,,,
2016,94,1.353,1,2,4,6,12,28,27,12,5,2,1,,,,,,,,
2016,95,1.4595,0,0,0,0,16.1,31.4,39.1,11.3,2.1,0,0,0,,,,,,,
2016,96,1.2,,,,10,25,40,20,5,,,,,,,,,,,
2016,98,1.2,,,,,15,55,30,,,,,,,,,,,,
2016,99,1.5,0,0,0,0,6,33,51,10,0,0,0,0,,,,,,,
2016,101,1.5,,,,,,40,60,,,,,,,,,,,,
2016,102,1.3,,,5,5,10,40,30,10,,,,,,,,,,,
2016,103,1.7,,,,5,10,35,40,10,,,,,,,,,,,
2016,105,1.3,,,,,5,80,15,,,,,,,,,,,,
2016,107,1.725,0,0,.1,1.3,7.6,22.7,33.5,24.4,8.8,1.5,.1,0,,,,,,,
2016,110,1.3,0,.3,1.8,7.5,18.5,27.7,25,13.7,4.5,.9,.1,0,,,,,,,
2016,112,1.7,,,,,10,20,35,20,10,5,,,,,,,,,
2016,114,,,,,5,5,30,45,10,5,,,,,,,,,,
