INFLATION EXPECTATIONS; YEAR-ON-YEAR CHANGE IN HICP,,,,,,,,,,,,,,,,,,,,,,,
TARGET_PERIOD,FCT_SOURCE,POINT,TN1_0,FN1_0TN0_6,FN0_5TN0_1,F0_0T0_4,F0_5T0_9,F1_0T1_4,F1_5T1_9,F2_0T2_4,F2_5T2_9,F3_0T3_4,F3_5T3_9,F4_0,,,,,,,,,
2021,85,.7568139762,.0001724973,.0345152991,1.5748457274,17.0091767047,45.3628166815,30.6263315177,5.1789579036,.2111878664,.0019915941,.0000042063,.0000000019,0,,,,,,,,,
2021,88,.9,,,5,10,30,25,20,10,,,,,,,,,,,,,
2021,89,1.01,,2.5,5,10,25,35,15,5,2.5,,,,,,,,,,,,
2021,90,.9,5,7,10,20,25,20,10,2,1,0,0,0,,,,,,,,,
2021,93,.9,,,,17.5,37.5,30,15,,,,,,,,,,,,,,
2021,95,.6601616128,1.6998272643,5.509497736,12.6341002848,20.4975390994,23.5279571176,19.1069694471,10.9780319682,4.4625414788,1.2834091563,.2611398159,.0375929275,.0013937041,,,,,,,,,
2021,96,.9,,3,5,15,30,27,12,8,,,,,,,,,,,,,
2021,97,.7,,,,,,,,,,,,,,,,,,,,,
2021,98,1.4,,,,5,20,55,20,,,,,,,,,,,,,,
2021,99,1.3,,,,0,20,70,10,,,,,,,,,,,,,,
2021,101,.6,,,5,30,45,15,5,,,,,,,,,,,,,,
2021,102,.9,,,,15,60,25,,,,,,,,,,,,,,,
2021,103,.8,,,,,,,,,,,,,,,,,,,,,
2021,105,.9,,,,,90,10,,,,,,,,,,,,,,,
2021,107,.7818601661,.0511853858,.7967733501,5.9467767335,20.8002046769,34.250346676,26.6041350311,9.7379994544,1.6732869255,.1342123949,.0049930682,.0000856279,.0000006757,,,,,,,,,
2021,108,1.84877,,,,.21,7.36,17.88,28.28,26.12,15.42,4.73,,,,,,,,,,,
2021,109,1.1,0,0,0,5,40,45,10,0,0,0,0,0,,,,,,,,,
2021,110,1,0,0,0,0,12.6938,87.3059,.0003,0,0,0,0,0,,,,,,,,,
2021,111,,,,,,,,,,,,,,,,,,,,,,
2021,112,.9,,5,10,20,30,20,10,5,,,,,,,,,,,,,
2021,114,.8,,,,,,,,,,,,,,,,,,,,,
2021,115,1.1,1.3721464127,2.347251123,6.6993642532,12.7935874353,18.6390160927,20.7182879294,17.5708607442,11.3691493548,5.6121077798,2.1131750101,.6068585112,.1581953536,,,,,,,,,
2021,116,.6,,,,20,70,10,,,,,,,,,,,,,,,
2021,117,.6,,,,,,,,,,,,,,,,,,,,,
2021,118,.8,,,,,,,,,,,,,,,,,,,,,
2021,119,,,5,5,10,60,10,5,5,,,,,,,,,,,,,
2021,121,1.04,1,2.5,5,15,25,25,15,7,3,.5,.5,.5,,,,,,,,,
2021,127,1.1,0,2,5,10,17,30,17,11,5,2,1,0,,,,,,,,,
2021,128,1,,,5,15,25,35,15,5,,,,,,,,,,,,,
2021Dec,1,1.5,,1,3,6,10,28,30,15,4,2,1,,,,,,,,,,
2021Dec,2,.8,0,0,0,10,70,20,0,0,0,0,0,0,,,,,,,,,
2021Dec,4,.7,2.5,1,5,25,30,20,10,5,1.5,,,,,,,,,,,,
2021Dec,5,1.2,,,,10,20,35,25,10,,,,,,,,,,,,,
2021Dec,6,.7,,,,30,40,25,5,,,,,,,,,,,,,,
2021Dec,7,,,,,,,,,,,,,,,,,,,,,,
2021Dec,14,.1,2,13,26,32,20,6,1,0,0,0,0,0,,,,,,,,,
2021Dec,15,,,,,,,,,,,,,,,,,,,,,,
2021Dec,16,.7,6,5,8,16,20,17,13,10,4,1,0,0,,,,,,,,,
2021Dec,20,1,,,2,13,25,30,17,10,3,,,,,,,,,,,,
2021Dec,22,1.3,,,,10,20,35,25,10,,,,,,,,,,,,,
2021Dec,23,1.2,,3,8,18,26,23,16,5,1,,,,,,,,,,,,
2021Dec,24,1.1285152896,1,2,4,15,20,22,24,6,3,2,1,,,,,,,,,,
2021Dec,26,1.3,,5,5,10,17,25,15,10,5,5,3,,,,,,,,,,
2021Dec,29,1.3,0,.5,1,4.5,7,65,15,5,1,.5,.5,0,,,,,,,,,
2021Dec,30,1.59,,,,,,,,,,,,,,,,,,,,,
2021Dec,32,2.3,,,,,,,,,,,,,,,,,,,,,
2021Dec,33,,,,,,,,,,,,,,,,,,,,,,
2021Dec,37,1.3,,,,4,22,51,23,,,,,,,,,,,,,,
2021Dec,38,,,,,,,,,,,,,,,,,,,,,,
2021Dec,39,1.9,,,,,10,15,35,30,10,,,,,,,,,,,,
2021Dec,41,,,,,,,,,,,,,,,,,,,,,,
2021Dec,42,,,,,,,,,,,,,,,,,,,,,,
2021Dec,45,,,,,,,,,,,,,,,,,,,,,,
2021Dec,47,1,,,,,,,,,,,,,,,,,,,,,
2021Dec,48,,,,,,,,,,,,,,,,,,,,,,
2021Dec,49,1.4,,,,,,,,,,,,,,,,,,,,,
2021Dec,54,,,,15,50,25,10,,,,,,,,,,,,,,,
2021Dec,56,1.2,,,,10,20,40,20,10,,,,,,,,,,,,,
2021Dec,61,1.6,,,,2.5,15,25,40,15,2.5,,,,,,,,,,,,
2021Dec,63,1.5,,,,,5,35,50,10,,,,,,,,,,,,,
2021Dec,65,,,,,,,,,,,,,,,,,,,,,,
2021Dec,68,1.1,,,,,,,,,,,,,,,,,,,,,
2021Dec,70,1.3,,,,,,,,,,,,,,,,,,,,,
2021Dec,73,1.5,,,,,15,35,40,10,,,,,,,,,,,,,
2021Dec,80,,,,,,,,,,,,,,,,,,,,,,
2021Dec,85,1.3332068027,.0000005166,.000269347,.0370083299,1.3681039491,13.9974058167,40.8412927436,34.6396792505,8.512757968,.5921173311,.0113069501,.0000577201,.0000000773,,,,,,,,,
2021Dec,88,1.1,,,,,,,,,,,,,,,,,,,,,
2021Dec,89,1.623,,,2.5,5,10,25,35,15,5,2.5,,,,,,,,,,,
2021Dec,90,1.1,0,4,8,10,20,25,20,10,2,1,0,0,,,,,,,,,
2021Dec,93,1.6,,,,,5,30,47.5,15,2.5,,,,,,,,,,,,
2021Dec,95,1.1045251185,1.1341038597,3.3174567829,7.5576034208,13.4087811771,18.5276734399,19.9378741792,16.7094899738,10.9062115281,5.5438442266,2.1946966484,.6766504291,.0856143344,,,,,,,,,
2021Dec,96,1.3,,,3,7,20,35,15,10,7,3,,,,,,,,,,,
2021Dec,97,1.2,,,,,,,,,,,,,,,,,,,,,
2021Dec,98,1.5,,,,5,15,35,40,5,,,,,,,,,,,,,
2021Dec,99,1.6,,,,,,,,,,,,,,,,,,,,,
2021Dec,101,.9,,,,,,,,,,,,,,,,,,,,,
2021Dec,102,1.7,,,,,,,,,,,,,,,,,,,,,
2021Dec,103,,,,,,,,,,,,,,,,,,,,,,
2021Dec,105,1.2,,,,,,95,5,,,,,,,,,,,,,,
2021Dec,107,1.4769486808,.0176218817,.1900251393,1.3338697152,5.7806930953,15.4866220531,25.6712433021,26.3432728527,16.7354205115,6.5788504206,1.59891304,.2399540587,.0235139298,,,,,,,,,
2021Dec,108,2.73508,,,,,,3.1,11.04,19.05,26.17,21.65,13.51,5.48,,,,,,,,,
2021Dec,109,1.6,0,0,0,0,5,30,40,25,0,0,0,0,,,,,,,,,
2021Dec,110,1.4,.0675811765,.4500403206,2.2071827093,7.2688209224,16.0838913882,23.9224834831,23.9224834829,16.0838913882,7.2688209224,2.2071827093,.4500403206,.0675811765,,,,,,,,,
2021Dec,111,,,,,,,,,,,,,,,,,,,,,,
2021Dec,112,1,,,5,15,20,25,20,10,5,,,,,,,,,,,,
2021Dec,114,1.2,,,,,,,,,,,,,,,,,,,,,
2021Dec,115,1.5,.3645796174,.8194084302,2.943218108,7.1879407596,13.3910888927,19.0327964057,20.6391182363,17.0760601285,10.7789836099,5.1907138376,1.9066991784,.6693927957,,,,,,,,,
2021Dec,116,1,,,,5,40,50,5,,,,,,,,,,,,,,
2021Dec,117,1.3,,,,,,,,,,,,,,,,,,,,,
2021Dec,118,1.2,,,,,,,,,,,,,,,,,,,,,
2021Dec,119,,,,,5,5,80,5,5,,,,,,,,,,,,,
2021Dec,121,1.49,.5,1,2.5,5,15,25,25,15,7,3,.5,.5,,,,,,,,,
2021Dec,127,1.3,0,2,5,10,17,30,17,11,5,2,1,0,,,,,,,,,
2021Dec,128,1.4,,,2,8,20,25,20,18,5,2,,,,,,,,,,,
2022,1,1.6,,1,3,5,10,19,34,20,5,2,1,,,,,,,,,,
2022,2,1,0,0,0,0,50,50,0,0,0,0,0,0,,,,,,,,,
2022,4,.7,5,5,5,15,20,20,20,5,2.5,2.5,,,,,,,,,,,
2022,5,1.4,,,,5,15,30,30,15,5,,,,,,,,,,,,
2022,6,1,,,,10,35,45,10,,,,,,,,,,,,,,
2022,7,1.407557664,,,,,,,,,,,,,,,,,,,,,
2022,14,.8,1,2,9,22,25,22,13,5,1,0,0,0,,,,,,,,,
2022,15,1.5,,,5,10,15,20,20,15,10,5,,,,,,,,,,,
2022,16,1.2,5,4,6,11,14,20,16,11,6,4,2,1,,,,,,,,,
2022,20,1.1,,,5,10,23,30,17,12,3,,,,,,,,,,,,
2022,22,1.1,,,,10,20,50,20,,,,,,,,,,,,,,
2022,23,1.1,,,5,15,22,26,20,10,2,,,,,,,,,,,,
2022,24,1.0098665938,1,2,5,16,20,25,20,5,3,2,1,,,,,,,,,,
2022,26,1.4,,5,5,10,15,25,15,10,5,5,5,,,,,,,,,,
2022,29,1.2,0,.5,1,4.5,12,60,15,5,1,.5,.5,0,,,,,,,,,
2022,30,1.36,,,,,15,40,35,10,,,,,,,,,,,,,
2022,32,1.4,0,.0046036674,.1779305266,2.6468793364,15.4671127567,35.6159980076,32.5335522199,11.7803484158,1.6785276652,.0930487793,.0019825164,.0000161087,,,,,,,,,
2022,33,1.7,,0,2,7,14,19,20,17,11,7,3,,,,,,,,,,
2022,37,1.7,,,,,4,31,44,21,,,,,,,,,,,,,
2022,38,1.0607816047,,,,,35,65,,,,,,,,,,,,,,,
2022,39,1.6,,,,10,20,30,30,10,,,,,,,,,,,,,
2022,41,1.2,,,,,10,80,10,,,,,,,,,,,,,,
2022,42,,,,,,,,,,,,,,,,,,,,,,
2022,45,1.2,,,5,10,20,30,20,10,5,,,,,,,,,,,,
2022,47,1.1,,,5,5,10,45,20,10,5,,,,,,,,,,,,
2022,48,,,,,,,,,,,,,,,,,,,,,,
2022,49,1.2,,,,,,,,,,,,,,,,,,,,,
2022,54,,,,,40,40,20,,,,,,,,,,,,,,,
2022,56,1,,,,10,40,40,10,,,,,,,,,,,,,,
2022,61,,,,,,,,,,,,,,,,,,,,,,
2022,63,1.3,,,,,30,35,30,5,,,,,,,,,,,,,
2022,65,1.4,,,,5,20,40,30,5,,,,,,,,,,,,,
2022,68,1.3,,,,,,,,,,,,,,,,,,,,,
2022,70,1.2,,,,,,,,,,,,,,,,,,,,,
2022,73,1.2,,,,5,25,45,20,5,,,,,,,,,,,,,
2022,80,1.3,0,0,1.0266940452,7.0841889117,22.9979466119,31.4168377824,23.2032854209,11.0882956879,2.5667351129,.5133470226,.1026694045,0,,,,,,,,,
2022,85,1.3495262001,.0001537361,.0100716059,.2778960234,3.2373712278,16.0677489435,34.2363119973,31.4505269151,12.4497745161,2.1129384651,.152508227,.0046390676,.0000592751,,,,,,,,,
2022,88,1.3,,,,5,15,35,20,15,10,,,,,,,,,,,,
2022,89,1.378,,2.5,5,10,25,30,15,10,2.5,,,,,,,,,,,,
2022,90,1.4,1,2.5,5,10,15,25,20,10,5,4,2.5,0,,,,,,,,,
2022,93,1.4,,,,2.5,7.5,47.5,30,12.5,,,,,,,,,,,,,
2022,95,1.5125547193,.3759637442,1.3589840991,3.8256846114,8.3874574952,14.3211495571,19.0437208801,19.7220526724,15.9066527656,9.9915270081,4.8877761972,1.8621606152,.3168703544,,,,,,,,,
2022,96,1.1,,2,5,10,25,30,15,10,3,,,,,,,,,,,,
2022,97,1,,,,,,,,,,,,,,,,,,,,,
2022,98,1,,,,10,30,35,20,5,,,,,,,,,,,,,
2022,99,1.3,,,,,15,70,15,,,,,,,,,,,,,,
2022,101,.9,,,5,10,35,35,10,5,,,,,,,,,,,,,
2022,102,1.2,,,,,30,60,10,,,,,,,,,,,,,,
2022,103,1.2,,,,,,,,,,,,,,,,,,,,,
2022,105,1.3,,,,,,95,5,,,,,,,,,,,,,,
2022,107,1.6218899254,.0008721752,.0231410743,.3356855237,2.6190276952,11.0254939236,25.1105059352,30.9918945335,20.7383557246,7.5172537549,1.4730632032,.1556026214,.0091038352,,,,,,,,,
2022,108,2.612735,,,,,.04,4.88,13,21.13,26.55,19.74,11.45,3.21,,,,,,,,,
2022,109,1.2,0,0,0,5,20,40,25,5,5,0,0,0,,,,,,,,,
2022,110,1.3,.0051070065,.0997982583,1.0660942408,6.0842109637,18.6077781662,30.5675366295,27.0010906398,12.8213863843,3.2675369387,.4457394379,.0324401702,.0012811641,,,,,,,,,
2022,111,,,,,,,,,,,,,,,,,,,,,,
2022,112,1,,,5,10,20,30,20,10,5,,,,,,,,,,,,
2022,114,1.6,,,,,,,,,,,,,,,,,,,,,
2022,115,1.3,.7334314894,1.4382326254,4.5956801629,9.9055857909,16.2878370865,20.4332146677,19.5576744584,14.2824142675,7.9573081101,3.3819525337,1.0963372639,.3303315436,,,,,,,,,
2022,116,1,,,,,20,60,20,,,,,,,,,,,,,,
2022,117,.6,,,,,,,,,,,,,,,,,,,,,
2022,118,.9,,,,,,,,,,,,,,,,,,,,,
2022,119,,,,5,5,10,60,10,5,5,,,,,,,,,,,,
2022,121,1.01,1,2.5,5,15,25,25,15,7,3,.5,.5,.5,,,,,,,,,
2022,127,1.8,.5,1,5,10,15,17,22,17,7,4,1,.5,,,,,,,,,
2022,128,1.5,,,2,5,15,20,30,20,6,2,,,,,,,,,,,
2022Dec,1,1.6,,1,3,5,10,19,34,20,5,2,1,,,,,,,,,,
2022Dec,2,1.1,0,0,0,0,30,70,0,0,0,0,0,0,,,,,,,,,
2022Dec,4,.9,5,5,5,15,20,20,20,5,2.5,2.5,,,,,,,,,,,
2022Dec,5,1.6,,,,5,10,25,35,20,5,,,,,,,,,,,,
2022Dec,6,1.2,,,,10,10,45,30,5,,,,,,,,,,,,,
2022Dec,7,,,,,,,,,,,,,,,,,,,,,,
2022Dec,14,1.1,0,2,5,11,21,25,18,11,6,1,0,0,,,,,,,,,
2022Dec,15,,,,,,,,,,,,,,,,,,,,,,
2022Dec,16,1,3,3,5,8,16,20,17,13,10,4,1,0,,,,,,,,,
2022Dec,20,1.4,,,,15,18,30,22,12,3,,,,,,,,,,,,
2022Dec,22,1.2,,,,10,20,35,25,10,,,,,,,,,,,,,
2022Dec,23,1.1,,,3,14,22,25,21,13,2,,,,,,,,,,,,
2022Dec,24,1.3322395477,1,2,4,9,16,22,27,12,4,2,1,,,,,,,,,,
2022Dec,26,1.5,,5,5,10,12,20,20,13,5,5,5,,,,,,,,,,
2022Dec,29,1.5,0,.5,.5,1,4.5,40,40,7,5,1,.5,0,,,,,,,,,
2022Dec,30,1.33,,,,,,,,,,,,,,,,,,,,,
2022Dec,32,1.3,,,,,,,,,,,,,,,,,,,,,
2022Dec,33,,,,,,,,,,,,,,,,,,,,,,
2022Dec,37,1.8,,,,,,26,47,27,,,,,,,,,,,,,
2022Dec,38,,,,,,,,,,,,,,,,,,,,,,
2022Dec,39,1.4,,,,10,15,35,30,10,,,,,,,,,,,,,
2022Dec,41,,,,,,,,,,,,,,,,,,,,,,
2022Dec,42,,,,,,,,,,,,,,,,,,,,,,
2022Dec,45,,,,,,,,,,,,,,,,,,,,,,
2022Dec,47,1.2,,,,,,,,,,,,,,,,,,,,,
2022Dec,48,,,,,,,,,,,,,,,,,,,,,,
2022Dec,49,1.3,,,,,,,,,,,,,,,,,,,,,
2022Dec,54,,,,,30,50,20,,,,,,,,,,,,,,,
2022Dec,56,1.1,,,,10,30,40,15,5,,,,,,,,,,,,,
2022Dec,61,,,,,,,,,,,,,,,,,,,,,,
2022Dec,63,1.5,,,,,15,30,45,10,,,,,,,,,,,,,
2022Dec,65,,,,,,,,,,,,,,,,,,,,,,
2022Dec,68,1.5,,,,,,,,,,,,,,,,,,,,,
2022Dec,70,1.2,,,,,,,,,,,,,,,,,,,,,
2022Dec,73,1.3,,,,,20,50,25,5,,,,,,,,,,,,,
2022Dec,80,,,,,,,,,,,,,,,,,,,,,,
2022Dec,85,1.4353507687,.0002015974,.010551317,.2515308988,2.7264230045,13.5298887201,30.9190022743,32.6517450915,15.9383408398,3.5850775777,.3695314631,.0173360592,.0003711566,,,,,,,,,
2022Dec,88,1.4,,,,,,,,,,,,,,,,,,,,,
2022Dec,89,1.512,,,2.5,5,10,25,35,15,5,2.5,,,,,,,,,,,
2022Dec,90,1.5,0,0,3.5,5,10,15,25,20,10,5,4,2.5,,,,,,,,,
2022Dec,93,1.5,,,,,5,35,42.5,15,2.5,,,,,,,,,,,,
2022Dec,95,1.647115994,.2512145725,.9738988466,2.9404192277,6.9140264401,12.6613261908,18.0573384708,20.0564774344,17.3493001019,11.6878771736,6.1321913497,2.5056599818,.4702702101,,,,,,,,,
2022Dec,96,1.4,,,3,7,15,35,23,10,5,2,,,,,,,,,,,
2022Dec,97,1.1,,,,,,,,,,,,,,,,,,,,,
2022Dec,98,1.2,,,,10,20,40,25,5,,,,,,,,,,,,,
2022Dec,99,1.3,,,,,,,,,,,,,,,,,,,,,
2022Dec,101,1,,,,,,,,,,,,,,,,,,,,,
2022Dec,102,1.1,,,,,,,,,,,,,,,,,,,,,
2022Dec,103,,,,,,,,,,,,,,,,,,,,,,
2022Dec,105,1.4,,,,,,95,5,,,,,,,,,,,,,,
2022Dec,107,1.8074411746,.0025527754,.0390453395,.3814114038,2.2926871645,8.4927215531,19.4094002932,27.3899823957,23.8747659343,12.8526466649,4.2705358619,.8749031992,.1193474145,,,,,,,,,
2022Dec,108,2.6,,,,,,5.48,13.22,21.09,26.09,19.37,11.36,3.39,,,,,,,,,
2022Dec,109,1.3,0,0,0,5,20,40,25,5,5,0,0,0,,,,,,,,,
2022Dec,110,,,,,,,,,,,,,,,,,,,,,,
2022Dec,111,,,,,,,,,,,,,,,,,,,,,,
2022Dec,112,1.3,,,5,15,20,25,20,10,5,,,,,,,,,,,,
2022Dec,114,1.9,,,,,,,,,,,,,,,,,,,,,
2022Dec,115,1.5,.3924447896,.8700356175,3.0879931752,7.4461675044,13.6968659616,19.2214703465,20.5804366277,16.8124244147,10.4784857776,4.9822298099,1.8069738146,.6244721607,,,,,,,,,
2022Dec,116,1.2,,,,,20,60,20,,,,,,,,,,,,,,
2022Dec,117,.5,,,,,,,,,,,,,,,,,,,,,
2022Dec,118,1,,,,,,,,,,,,,,,,,,,,,
2022Dec,119,,,,,5,5,80,5,5,,,,,,,,,,,,,
2022Dec,121,1.04,1,2.5,5,15,25,25,15,7,3,.5,.5,.5,,,,,,,,,
2022Dec,127,1.8,.5,1,5,10,15,18,22,16,7,4,1,.5,,,,,,,,,
2022Dec,128,1.8,,,2,4,10,18,22,25,13,5,1,,,,,,,,,,
2023,1,1.6,,1,3,5,10,19,34,20,5,2,1,,,,,,,,,,
2023,2,1.2,0,0,0,0,20,60,20,0,0,0,0,0,,,,,,,,,
2023,4,,,,,,,,,,,,,,,,,,,,,,
2023,5,1.6,,,,5,10,25,35,20,5,,,,,,,,,,,,
2023,6,1.3,,,,10,10,45,30,5,,,,,,,,,,,,,
2023,7,1.4073697504,,,,,,,,,,,,,,,,,,,,,
2023,14,1.3,1,2,6,12,16,19,20,12,7,4,1,0,,,,,,,,,
2023,15,2,,,,5,10,15,20,20,15,10,5,,,,,,,,,,
2023,16,1.3,5,4,6,11,15,20,15,11,6,4,2,1,,,,,,,,,
2023,20,1.4,,,,10,20,30,25,10,5,,,,,,,,,,,,
2023,22,1.3,,,,10,20,35,25,10,,,,,,,,,,,,,
2023,23,1.2,,,2,12,22,25,22,15,2,,,,,,,,,,,,
2023,24,1.2,1,2,5,14,18,20,24,10,3,2,1,,,,,,,,,,
2023,26,1.6,,5,5,10,10,15,25,15,5,5,5,,,,,,,,,,
2023,29,1.5,0,.5,.5,1,4.5,40,40,7,5,1,.5,0,,,,,,,,,
2023,30,,,,,,,,,,,,,,,,,,,,,,
2023,32,,,,,,,,,,,,,,,,,,,,,,
2023,33,1.8,,0,2,6,11,17,20,19,14,8,3,,,,,,,,,,
2023,37,1.9,,,,,2,20,38,35,5,,,,,,,,,,,,
2023,38,1.5128945294,,,,,,30,70,,,,,,,,,,,,,,
2023,39,1.5,,,,10,15,30,35,10,,,,,,,,,,,,,
2023,41,,,,,,,,,,,,,,,,,,,,,,
2023,42,,,,,,,,,,,,,,,,,,,,,,
2023,45,1.3,,,,10,20,30,20,15,5,,,,,,,,,,,,
2023,47,,,,,,,,,,,,,,,,,,,,,,
2023,48,,,,,,,,,,,,,,,,,,,,,,
2023,49,1.4,,,,,,,,,,,,,,,,,,,,,
2023,54,,,,0,20,40,30,10,,,,,,,,,,,,,,
2023,56,1.1,,,,10,30,50,10,,,,,,,,,,,,,,
2023,61,,,,,,,,,,,,,,,,,,,,,,
2023,63,1.6,,,,,10,20,60,10,,,,,,,,,,,,,
2023,65,2,,,,2.5,7.5,15,25,30,15,5,,,,,,,,,,,
2023,68,1.6,,,,,,,,,,,,,,,,,,,,,
2023,70,1.4,,,,,,,,,,,,,,,,,,,,,
2023,73,1.3,,,,,20,50,25,5,,,,,,,,,,,,,
2023,80,1.4,0,.4106776181,1.4373716632,8.1108829569,20.5338809035,26.4887063656,24.7433264887,11.704312115,4.9281314168,1.4373716632,.205338809,0,,,,,,,,,
2023,85,1.625776157,.0002773486,.0101008953,.1908093849,1.8516309744,9.2682854169,24.013828005,32.2829438225,22.5360662982,8.1613227807,1.5294310313,.147782983,.0075210592,,,,,,,,,
2023,88,1.4,,,,5,10,35,25,15,10,,,,,,,,,,,,
2023,89,1.5,,0,2.5,5,10,25,35,15,5,2.5,,,,,,,,,,,
2023,90,1.6,0,0,0,3,10,17,25,20,12,7,5,1,,,,,,,,,
2023,93,,,,,,,,,,,,,,,,,,,,,,
2023,95,1.627939675,.2664157428,1.0225533184,3.0565986721,7.1156938967,12.9009732296,18.2160441541,20.0314342593,17.1552243265,11.4421368109,5.9435271454,2.4044056756,.4449927686,,,,,,,,,
2023,96,1.4,,,3,7,20,35,15,10,7,3,,,,,,,,,,,
2023,97,,,,,,,,,,,,,,,,,,,,,,
2023,98,1.3,,,,5,20,30,30,10,5,,,,,,,,,,,,
2023,99,1.4,,,,,10,70,20,,,,,,,,,,,,,,
2023,101,,,,,,,,,,,,,,,,,,,,,,
2023,102,1.3,,,,,30,55,15,,,,,,,,,,,,,,
2023,103,1.4,,,,,,,,,,,,,,,,,,,,,
2023,105,1.4,,,,,,90,10,,,,,,,,,,,,,,
2023,107,1.8292715721,.000327464,.0097379466,.1611116787,1.4610031528,7.2833529999,20.0117624632,30.3605157459,25.4539276153,11.7888559734,3.0118394674,.423477853,.0340876398,,,,,,,,,
2023,108,2.08845,,,,,,18.79,21.43,26.34,19.3,11.12,3.02,,,,,,,,,,
2023,109,1.5,0,0,0,5,20,25,40,5,5,0,0,0,,,,,,,,,
2023,110,,,,,,,,,,,,,,,,,,,,,,
2023,111,,,,,,,,,,,,,,,,,,,,,,
2023,112,1.4,,,5,15,20,25,20,10,5,,,,,,,,,,,,
2023,114,1.7,,,,,,,,,,,,,,,,,,,,,
2023,115,,,,,,,,,,,,,,,,,,,,,,
2023,116,,,,,,,,,,,,,,,,,,,,,,
2023,117,,,,,,,,,,,,,,,,,,,,,,
2023,118,1.2,,,,,,,,,,,,,,,,,,,,,
2023,119,,,,,5,5,10,60,10,5,5,,,,,,,,,,,
2023,121,1.12,1,2.5,5,15,24,26,15,7,3,.5,.5,.5,,,,,,,,,
2023,127,1.8,5.5407383568,3.2049151374,5.5763395688,8.0579193385,10.4813830916,12.9354022877,12.2726225167,12.2728806689,10.4818240463,8.0584278463,5.5768087842,5.5407383568,,,,,,,,,
2023,128,2,,,1,2,5,15,20,25,20,10,2,,,,,,,,,,
2025,1,1.6,,1,2,4,6,21,35,24,4,2,1,,,,,,,,,,
2025,2,1.2,0,0,0,0,0,100,0,0,0,0,0,0,,,,,,,,,
2025,4,1.6,5,2.5,2.5,10,15,17.5,17.5,10,10,5,2.5,2.5,,,,,,,,,
2025,5,1.7,,,1,2,7,25,30,25,7,2,1,,,,,,,,,,
2025,6,1.5,,,,,15,35,35,15,,,,,,,,,,,,,
2025,7,1.4073558252,,,,,,,,,,,,,,,,,,,,,
2025,14,2.2,1,1,3,5,8,12,13,18,13,11,8,7,,,,,,,,,
