INFLATION EXPECTATIONS; YEAR-ON-YEAR CHANGE IN HICP,,,,,,,,,,,,,,,,,,,,,,,,
TARGET_PERIOD,FCT_SOURCE,POINT,TN4_0,FN4_0TN3_6,FN3_5TN3_1,FN3_0TN2_6,FN2_5TN2_1,FN2_0TN1_6,FN1_5TN1_1,FN1_0TN0_6,FN0_5TN0_1,F0_0T0_4,F0_5T0_9,F1_0T1_4,F1_5T1_9,F2_0T2_4,F2_5T2_9,F3_0T3_4,F3_5T3_9,F4_0,,,,
2021Sep,70,,,,,,,,,,,,,,,,,,,,,,,
2021Sep,80,,,,,,,,,,,,,,,,,,,,,,,
2021Sep,85,.98664,0,0,0,0,0,0,.0006,.04128,1.066,9.733,31.92442,38.03,16.48,2.5787,.143,.003,0,0,,,,
2021Sep,88,.8,,,,,,,,,,,,,,,,,,,,,,
2021Sep,89,1.51,0,0,0,0,0,0,0,0,2.5,5,10,25,35,15,5,2.5,0,0,,,,
2021Sep,90,.6,0,0,0,.5,1.5,2,5,10,15,18,18,13,10,5,2,0,0,0,,,,
2021Sep,93,1.5,,,,,,,,,,2.5,7.5,30,47.5,12.5,,,,,,,,
2021Sep,95,.0701082145,.0067800065,.0372071937,.166070867,.6028784025,1.7800644794,4.2747574444,8.3494324539,13.2639284097,17.1378807993,18.0099207432,15.3934590442,10.7011481012,6.0505417757,2.7824533272,1.0407136426,.3165952119,.0783334352,.0078346624,,,,
2021Sep,96,1.1,,,,,,,,5,7,10,20,25,15,10,5,3,,,,,,
2021Sep,97,1,,,,,,,,,,,,,,,,,,,,,,
2021Sep,98,1.5,,,,,,,,,,5,20,35,35,5,,,,,,,,
2021Sep,99,1.46,,,,,,,,,,,,,,,,,,,,,,
2021Sep,101,.8,,,,,,,,,,,,,,,,,,,,,,
2021Sep,103,,,,,,,,,,,,,,,,,,,,,,,
2021Sep,105,1.1,,,,,,,,,,,,95,5,,,,,,,,,
2021Sep,107,1.6,0,0,0,0,0,0,.001,.028,.349,2.465,9.91,22.739,29.83,22.378,9.596,2.349,.328,.027,,,,
2021Sep,109,1.15,0,0,0,0,0,0,0,0,0,5,25,50,15,5,0,0,0,0,,,,
2021Sep,110,1.1,0,0,0,0,.001,.019,.181,1.114,4.528,12.174,21.673,25.556,19.959,10.325,3.536,.801,.12,.013,,,,
2021Sep,111,,,,,,,,,,,,,,,,,,,,,,,
2021Sep,112,1,,,,,,,,,5,15,20,25,20,10,5,,,,,,,
2021Sep,114,1.3,,,,,,,,,,,,,,,,,,,,,,
2021Sep,115,1.2,0,0,0,.002,.018,.114,.549,1.998,5.488,11.383,17.834,21.1034,18.864,12.735,6.494,2.501,.727,.1896,,,,
2021Sep,116,,,,,,,,,,,,,,,,,,,,,,,
2021Sep,117,1.2,,,,,,,,,,,,,,,,,,,,,,
2021Sep,119,,,,,,,,,,,5,5,80,5,5,,,,,,,,
2021Sep,121,-.28,0,0,0,0,1,5,13,22,25,20,10,3,1,0,0,0,0,0,,,,
2021Sep,127,.5,0,0,0,0,.5,1,5,8,12,20,22,17,8,5,1,.5,0,0,,,,
2021Sep,128,1.2,,,,,,1,1,2,4,6,15,40,15,8,4,2,1,1,,,,
2021Sep,131,1.2,,,,,,,,,5,10,20,35,20,10,,,,,,,,
2022,1,1.5,,,,,,,,1,3,6,10,25,33,15,4,2,1,,,,,
2022,2,1.2,0,0,0,0,0,0,0,0,0,0,10,70,20,0,0,0,0,0,,,,
2022,4,.9,,,,,,,2.5,2.5,10,20,20,20,15,5,2.5,2.5,,,,,,
2022,5,1.6,,,,,,,,,,5,10,25,35,20,5,,,,,,,
2022,6,1,,,,,,,,,,15,30,40,10,5,,,,,,,,
2022,7,1.4,,,,,,,,,,,,,,,,,,,,,,
2022,8,1.3,,,,,,,,,5,11,20,30,20,10,3,1,,,,,,
2022,10,1.3,,,,,,,,,,5,25,55,10,5,,,,,,,,
2022,14,1.5,,,,,,,0,1,3,10,15,22,22,15,8,4,0,0,,,,
2022,15,1.4,,,,,,,,,5,10,15,25,20,15,5,5,,,,,,
2022,16,1.1,,,,,1,1,3,4,6,11,15,20,15,11,6,4,2,1,,,,
2022,20,1.2,,,,,,,,,5,12,20,30,20,10,3,,,,,,,
2022,22,1.2,,,,,,,,,,15,25,40,15,5,,,,,,,,
2022,23,1.2,,,,,,,,,5,15,22,25,21,10,2,,,,,,,
2022,24,.941,,,,,,,1,3,10,20,22,18,12,6,4,3,1,,,,,
2022,26,1.4,,,,,,,,,,10,20,30,30,10,,,,,,,,
2022,29,1.3,0,1,1,1,1,1,1,2,3,10,15,40,15,5,2,1,1,0,,,,
2022,30,1.1,,,,,,,,,,,30,65,5,,,,,,,,,
2022,32,1.3,0,0,0,0,0,0,0,0,.0001089,.1414461014,10.7673071077,59.0329105903,28.9184502892,1.1370000114,.002777,0,0,0,,,,
2022,33,1.5,,,,,,,,,1,9,17,21,22,17,10,3,,,,,,
2022,35,,,,,,,,,,,,,,,,,,,,,,,
2022,36,1,,,,,,,,,10,20,25,25,15,5,,,,,,,,
2022,37,1.7,,,,,,,,,,1,2,24,60,12,1,,,,,,,
2022,38,1.2774,,,,,,,,,,,20,80,,,,,,,,,,
2022,39,1.6,,,,,,,,,,5,15,30,30,15,5,,,,,,,
2022,41,1.5,,,,,,,,,,,,40,50,10,,,,,,,,
2022,42,,,,,,,,,,,,,,,,,,,,,,,
2022,45,1.35,,,,,,,,,,5,20,35,25,10,5,,,,,,,
2022,47,,,,,,,,,,,,,,,,,,,,,,,
2022,48,,,,,,,,,,,,,,,,,,,,,,,
2022,49,1,,,,,,,,,,,,,,,,,,,,,,
2022,52,,,,,,,,,,,,,,,,,,,,,,,
2022,54,,,,,,,,,,,30,50,20,,,,,,,,,,
2022,56,.9,,,,,,,,,5,15,30,30,15,5,,,,,,,,
2022,63,1.4,,,,,,,,,,,10,50,40,,,,,,,,,
2022,65,1.2,,,,,,,,,2.5,5,20,35,25,10,2.5,,,,,,,
2022,68,1.3,,,,,,,,,,,,,,,,,,,,,,
2022,70,1.1,,,,,,,,,,20,30,50,,,,,,,,,,
2022,80,1.2,0,0,0,0,0,0,0,.1026,2.1538,11.3846,25.436,31.3849,16,9.641,2.4615,1.333,.1026,0,,,,
2022,85,1.4345,0,0,0,0,0,0,0,.011,.2527,2.7357,13.5578,30.9429,32.633,15.908,3.5736,.3679,.017,.0004,,,,
2022,88,1,,,,,,,,,,,,,,,,,,,,,,
2022,89,1.38,0,0,0,0,0,0,0,2.5,5,10,25,30,15,10,2.5,0,0,0,,,,
2022,90,1.4,0,0,0,0,0,0,1,2.5,5,10,15,25,20,10,5,4,2.5,0,,,,
2022,93,1.4,,,,,,,,,,2.5,7.5,47.5,30,12.5,,,,,,,,
2022,95,.4568902758,.0190247661,.0721784194,.2361841025,.6665752909,1.6225684011,3.4065288492,6.1684547418,9.6337627819,12.9768943212,15.076510753,15.1072762181,13.0564993666,9.7324591236,6.2571083994,3.4696049082,1.6593638414,.6844763946,.154529321,,,,
2022,96,1.2,,,,,,,,3,5,10,20,25,20,10,5,2,,,,,,
2022,97,,,,,,,,,,,,,,,,,,,,,,,
2022,98,1,,,,,,,,,,20,35,30,10,5,,,,,,,,
2022,99,1.56,,,,,,,,,,,,30,70,,,,,,,,,
2022,101,1,,,,,,,,,5,10,25,40,15,5,,,,,,,,
2022,103,1.2,,,,,,,,,,,,,,,,,,,,,,
2022,105,1.5,,,,,,,,,,,,,95,5,,,,,,,,
2022,107,1.345,0,0,0,0,0,0,.002,.05,.734,5.271,18.6277,32.5023,28.052,11.97,2.518,.26,.013,0,,,,
2022,109,1.325,0,0,0,0,0,0,0,0,5,5,15,40,20,5,5,5,0,0,,,,
2022,110,1.3,0,0,0,0,.001,.016,.139,.81,3.273,9.154,17.727,23.779,22.095,14.222,6.34,1.957,.418,.069,,,,
2022,111,,,,,,,,,,,,,,,,,,,,,,,
2022,112,1.3,,,,,,,,,5,10,20,30,20,10,5,,,,,,,
2022,114,1.7,,,,,,,,,,,,,,,,,,,,,,
2022,115,,,,,,,,,,,,,,,,,,,,,,,
2022,116,,,,,,,,,,,,,,,,,,,,,,,
2022,117,1,,,,,,,,,,,,,,,,,,,,,,
2022,119,,,,,,,,,,5,5,10,60,10,5,5,,,,,,,
2022,121,1.11,0,0,0,0,0,1,2,3,7,15,22,25,19,5,1,0,0,0,,,,
2022,127,1.4,0,0,0,0,0,0,5.541,3.205,5.576,8.058,10.481,12.935,12.273,12.273,10.482,8.058,5.577,5.541,,,,
2022,128,1.5,,,,,,,1,2,3,6,10,15,35,15,6,4,2,1,,,,
2022,131,1.1,,,,,,,,,,10,20,40,20,10,,,,,,,,
2022Sep,1,1.5,,,,,,,,1,3,6,10,25,33,15,4,2,1,,,,,
2022Sep,2,1.2,0,0,0,0,0,0,0,0,0,0,0,70,30,0,0,0,0,0,,,,
2022Sep,4,.9,,,,,,2.5,2.5,2.5,5,10,20,20,20,10,5,2.5,,,,,,
2022Sep,5,1.6,,,,,,,,,,5,10,25,35,20,5,,,,,,,
2022Sep,6,1,,,,,,,,,,15,30,40,10,5,,,,,,,,
2022Sep,7,,,,,,,,,,,,,,,,,,,,,,,
2022Sep,8,1.3,,,,,,,,,5,11,20,30,20,10,3,1,,,,,,
2022Sep,10,1.4,,,,,,,,,,5,25,55,10,5,,,,,,,,
2022Sep,14,1.5,,,,,,,0,1,4,10,15,21,21,15,8,4,1,0,,,,
2022Sep,15,,,,,,,,,,,,,,,,,,,,,,,
2022Sep,16,1,0,0,0,0,0,1,2,3,5,8,17,20,16,13,10,4,1,0,,,,
2022Sep,20,1.5,,,,,,,,,,,15,25,30,17,10,3,,,,,,
2022Sep,22,1.2,,,,,,,,,,10,20,50,15,5,,,,,,,,
2022Sep,23,1.3,,,,,,,,,5,15,22,25,21,10,2,,,,,,,
2022Sep,24,.9737,,,,,,,1,3,6,16,30,14,12,8,6,3,1,,,,,
2022Sep,26,1.4,,,,,,,,,,10,20,30,30,10,,,,,,,,
2022Sep,29,1.1,0,1,1,1,1,1,1,2,3,10,15,40,15,5,2,1,1,0,,,,
2022Sep,30,1.13,,,,,,,,,,,,,,,,,,,,,,
2022Sep,32,1.35,,,,,,,,,,,,,,,,,,,,,,
2022Sep,33,,,,,,,,,,,,,,,,,,,,,,,
2022Sep,35,,,,,,,,,,,,,,,,,,,,,,,
2022Sep,36,1,,,,,,,,,10,20,25,25,15,5,,,,,,,,
2022Sep,37,1.8,,,,,,,,,,,,20,57,21,2,,,,,,,
2022Sep,38,,,,,,,,,,,,,,,,,,,,,,,
2022Sep,39,1.5,,,,,,,,,,5,15,30,30,15,5,,,,,,,
2022Sep,41,,,,,,,,,,,,,,,,,,,,,,,
2022Sep,42,,,,,,,,,,,,,,,,,,,,,,,
2022Sep,45,,,,,,,,,,,,,,,,,,,,,,,
2022Sep,47,,,,,,,,,,,,,,,,,,,,,,,
2022Sep,48,,,,,,,,,,,,,,,,,,,,,,,
2022Sep,49,1,,,,,,,,,,,,,,,,,,,,,,
2022Sep,52,,,,,,,,,,,,,,,,,,,,,,,
2022Sep,54,,,,,,,,,,,35,50,15,,,,,,,,,,
2022Sep,56,1,,,,,,,,,5,10,20,40,20,5,,,,,,,,
2022Sep,63,1.4,,,,,,,,,,,15,30,50,5,,,,,,,,
2022Sep,65,,,,,,,,,,,,,,,,,,,,,,,
2022Sep,68,1.4,,,,,,,,,,,,,,,,,,,,,,
2022Sep,70,,,,,,,,,,,,,,,,,,,,,,,
2022Sep,80,,,,,,,,,,,,,,,,,,,,,,,
2022Sep,85,1.48535,0,0,0,0,0,0,.0003,.014,.277,2.663,12.4797,28.666,32.359,17.9576,4.8897,.6507,.042,.001,,,,
2022Sep,88,1,,,,,,,,,,,,,,,,,,,,,,
2022Sep,89,1.26,0,0,0,0,0,0,0,2.5,5,10,25,35,15,5,2.5,0,0,0,,,,
2022Sep,90,1.1,0,0,0,0,0,1,5,5,5,10,15,20,15,10,6,5.5,2.5,0,,,,
2022Sep,93,1.3,,,,,,,,,,5,15,45,25,10,,,,,,,,
2022Sep,95,.5095371199,.0384166504,.135082732,.4096711956,1.0715841404,2.4175328245,4.7040695675,7.8946039263,11.4272626849,14.2662335543,15.361431994,14.2662335543,11.4272626849,7.8946039263,4.7040695675,2.4175328245,1.0715841404,.4096711956,.0831528366,,,,
2022Sep,96,1.2,,,,,,,,3,5,10,20,25,20,10,5,2,,,,,,
2022Sep,97,,,,,,,,,,,,,,,,,,,,,,,
2022Sep,98,1,,,,,,,,,,15,35,30,15,5,,,,,,,,
2022Sep,99,1.54,,,,,,,,,,,,,,,,,,,,,,
2022Sep,101,1.1,,,,,,,,,,,,,,,,,,,,,,
2022Sep,103,,,,,,,,,,,,,,,,,,,,,,,
2022Sep,105,1.2,,,,,,,,,,,5,95,,,,,,,,,,
2022Sep,107,1.309,0,0,0,0,0,0,.012,.182,1.546,7.364,19.734,29.796,25.364,12.17,3.288,.5,.042,.002,,,,
2022Sep,109,1.2,0,0,0,0,0,0,0,5,5,5,15,40,15,5,5,5,0,0,,,,
2022Sep,110,1.25,0,0,0,0,.007,.06,.339,1.451,4.556,10.499,17.755,22.043,20.092,13.444,6.603,2.38,.63,.141,,,,
2022Sep,111,,,,,,,,,,,,,,,,,,,,,,,
2022Sep,112,1.6,,,,,,,,,,5,10,20,30,20,10,5,,,,,,
2022Sep,114,1.5,,,,,,,,,,,,,,,,,,,,,,
2022Sep,115,,,,,,,,,,,,,,,,,,,,,,,
2022Sep,116,,,,,,,,,,,,,,,,,,,,,,,
2022Sep,117,.9,,,,,,,,,,,,,,,,,,,,,,
2022Sep,119,,,,,,,,,,,5,5,80,5,5,,,,,,,,
2022Sep,121,1.42,0,0,0,0,0,0,1,2,3,7,15,22,25,19,5,1,0,0,,,,
2022Sep,127,1.6,0,0,0,0,0,0,5.541,3.205,5.576,8.058,10.481,12.935,12.273,12.273,10.482,8.058,5.577,5.541,,,,
