INFLATION EXPECTATIONS; YEAR-ON-YEAR CHANGE IN HICP,,,,,,,,,,,,,,,,,,,,,,,,
TARGET_PERIOD,FCT_SOURCE,POINT,TN4_0,FN4_0TN3_6,FN3_5TN3_1,FN3_0TN2_6,FN2_5TN2_1,FN2_0TN1_6,FN1_5TN1_1,FN1_0TN0_6,FN0_5TN0_1,F0_0T0_4,F0_5T0_9,F1_0T1_4,F1_5T1_9,F2_0T2_4,F2_5T2_9,F3_0T3_4,F3_5T3_9,F4_0,,,,
2024,65,,,,,,,,,,,,,,,,,,,,,,,
2024,68,,,,,,,,,,,,,,,,,,,,,,,
2024,73,.8,,,,,,,,,,20,75,5,,,,,,,,,,
2024,82,,,,,,,,,,,,,,,,,,,,,,,
2024,89,1.6,,,,,,,,,,,,,,,,,,,,,,
2024,90,1.5,0,0,0,0,1,2,2.5,5,10,15,17,20,15,7.5,5,0,0,0,,,,
2024,93,,,,,,,,,,,,,,,,,,,,,,,
2024,95,1.3889592733,.000001876,.0000284638,.0003363369,.003095154,.0221828022,.1238160441,.5382249448,1.8221205194,4.8041521731,9.8646752221,15.7752120946,19.6468985246,19.0563261267,14.3949688947,8.4685423638,3.8800111855,1.3844703852,.2149368885,,,,
2024,96,,,,,,,,,,,,,,,,,,,,,,,
2024,97,,,,,,,,,,,,,,,,,,,,,,,
2024,98,1.6,,,,,,,,,,5,10,30,35,15,5,,,,,,,
2024,99,1.6,,,,,,,,,,,,35,65,,,,,,,,,
2024,101,1.3,,,,,,,,,,10,35,45,10,,,,,,,,,
2024,102,,,,,,,,,,,,,,,,,,,,,,,
2024,103,,,,,,,,,,,,,,,,,,,,,,,
2024,105,,,,,,,,,,,,,,,,,,,,,,,
2024,107,,,,,,,,,,,,,,,,,,,,,,,
2024,108,,,,,,,,,,,,,,,,,,,,,,,
2024,110,,,,,,,,,,,,,,,,,,,,,,,
2024,112,,,,,,,,,,,,,,,,,,,,,,,
2024,114,,,,,,,,,,,,,,,,,,,,,,,
2024,115,,,,,,,,,,,,,,,,,,,,,,,
2024,117,,,,,,,,,,,,,,,,,,,,,,,
2024,119,1.5,,,,,,,,,,5,5,10,60,10,5,5,,,,,,
2024,121,1.65,0,0,0,0,0,0,0,0,1,3,15,30,35,15,1,0,0,0,,,,
2024,127,1.7,0,0,0,.1,.5,2.3,3.1,3.7,6.1,8,9.7,10.9,11.9,11.2,9.7,8.3,6.1,8.4,,,,
2024,128,1.9,,,,,,,1,1,1,3,5,10,40,25,8,4,1,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
GROWTH EXPECTATIONS; YEAR-ON-YEAR CHANGE IN REAL GDP,,,,,,,,,,,,,,,,,,,,,,,,
TARGET_PERIOD,FCT_SOURCE,POINT,TN15_0,FN15_0TN13_1,FN13_0TN11_1,FN11_0TN9_1,FN9_0TN7_1,FN7_0TN5_1,FN5_0TN3_1,FN3_0TN1_1,FN1_0TN0_6,FN0_5TN0_1,F0_0T0_4,F0_5T0_9,F1_0T1_4,F1_5T1_9,F2_0T2_4,F2_5T2_9,F3_0T3_4,F3_5T3_9,F4_0T5_9,F6_0T7_9,F8_0T9_9,F10_0
2020,1,-5,,1,3,5,10,25,40,10,5,1,,,,,,,,,,,,
2020,2,-4,0,0,0,0,10,20,60,10,0,0,0,0,0,0,0,0,0,0,0,,,
2020,4,-5,5,5,7.5,10,20,25,20,7.5,0,0,0,0,,,,,,,,,,
2020,5,-4.5,,,,5,15,20,30,20,10,,,,,,,,,,,,,
2020,6,-3.6,,,,5,10,15,50,15,5,,,,,,,,,,,,,
2020,8,-13,10,20,25,20,15,10,,,,,,,,,,,,,,,,
2020,14,-3.9,,,,,0,5,84,11,0,0,0,0,0,0,0,0,0,0,0,,,
2020,15,-5.5,,,5,10,15,35,25,10,,,,,,,,,,,,,,
2020,16,-12,4,18,22,16,13,11,9,4,2,1,0,0,0,0,0,0,0,0,0,,,
2020,20,-5,1,3,5,8,15,25,28,15,,,,,,,,,,,,,,
2020,22,-7,,,,25,30,30,15,0,,,,,,,,,,,,,,
2020,23,-4,,,,5,15,28,35,17,,,,,,,,,,,,,,
2020,24,-6.8708,,2,5,15,25,30,12.5,5,2.5,3,,,,,,,,,,,,
2020,26,-6.6,,5,10,15,20,20,15,10,5,,,,,,,,,,,,,
2020,30,-5.3,,,,,,,,,,,,,,,,,,,,,,
2020,31,-5,,,,,,,,,,,,,,,,,,,,,,
2020,32,-5.3,.0052228232,.0982774742,1.0268841264,5.8132779095,17.881560712,29.9506195569,27.3455194365,13.6070158823,1.3999660975,1.0852139253,.7128974513,.4518765898,.2745535724,.1602948734,.0899284943,.0484797126,.0251135228,.0125008625,.0107969771,0,0,0
2020,33,-5.5,,1,3,10,15,30,18,11,5,2,2,2,1,,,,,,,,,
2020,36,-5,,,,,15,30,30,20,5,,,,,,,,,,,,,
2020,37,-7,,,11,16,26,31,12,4,,,,,,,,,,,,,,
2020,38,-5.1,,,,,30,70,,,,,,,,,,,,,,,,
2020,39,-4.8,,,,25,25,25,25,,,,,,,,,,,,,,,
2020,41,-.6,,,,,,,,10,30,50,10,,,,,,,,,,,
2020,42,,,,,,,,5,65,15,10,5,,,,,,,,,,,
2020,45,,5,5,5,10,10,20,20,10,10,5,,,,,,,,,,,,
2020,52,-4.3,0,0,0,1,2,14,53,18,8,3,1,0,0,0,0,0,0,0,0,,,
2020,54,,,,,,10,30,50,10,,,,,,,,,,,,,,
2020,56,-9,,,30,30,30,10,,,,,,,,,,,,,,,,
2020,61,-4,,,,5,15,35,40,5,,,,,,,,,,,,,,
2020,63,-5,,,,,5,40,45,10,,,,,,,,,,,,,,
2020,65,-4,,,,2.5,12.5,25,40,15,5,,,,,,,,,,,,,
2020,68,-5.5,,,,,,,,,,,,,,,,,,,,,,
2020,73,-4.5,,,,,15,35,45,5,,,,,,,,,,,,,,
2020,82,-6.4,,,,,,,,,,,,,,,,,,,,,,
2020,89,-3.1,,,,,,,,,,,,,,,,,,,,,,
2020,90,-4.4,1,1,5,5,10,15,20,15,10,5,5,3.5,2,2,.5,0,0,0,0,,,
2020,93,-3.1,,,,,5,6,37,37,10,5,,,,,,,,,,,,
2020,95,-7.5322399771,.0045860444,.1967429158,3.1050276281,18.027576706,38.5047895022,30.2550359308,8.7455295316,.929993828,.1379188483,.0576209064,.0226148204,.0083380174,.0028879458,.0009396625,.0002872178,.0000824722,.0000222464,.0000056373,.0000001386,0,0,0
2020,96,-6.5,,,8,15,20,25,15,10,5,2,,,,,,,,,,,,
2020,97,-7.6,,,,,,,,,,,,,,,,,,,,,,
2020,98,-5.2,,,,,10,45,40,5,,,,,,,,,,,,,,
2020,99,-5.5,,,,,25,65,10,,,,,,,,,,,,,,,
2020,101,-2.7,,,,2.5,7.5,15,30,40,5,,,,,,,,,,,,,
2020,102,-6.1,,,,,,,,,,,,,,,,,,,,,,
2020,103,-4.4,,,,,,,,,,,,,,,,,,,,,,
2020,105,-4.6,,,,,5,10,85,,,,,,,,,,,,,,,
2020,107,-6.4626447493,0,0,.0000000004,.0058817509,19.0941550948,79.124800725,1.7751434933,.0000189356,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,108,-8.0448475,,,,17.89,65.55,16.56,,,,,,,,,,,,,,,,
2020,110,-5.3,,,,,,,,,,,,,,,,,,,,,,
2020,112,-4.4,,,,5,15,20,30,15,10,5,,,,,,,,,,,,
2020,114,-7,,,,,,,,,,,,,,,,,,,,,,
2020,115,-4.5,0,.0000000013,.0000157391,.018688021,2.2503896194,30.5661739562,53.861364628,12.9227494712,.2691915237,.0830962942,.0220848713,.0050534337,.0009954998,.0001688271,.0000246475,.0000030975,.0000003351,.0000000312,.0000000027,0,0,0
2020,117,-9,,,,,,,,,,,,,,,,,,,,,,
2020,119,-4.1,,,,5,10,10,50,10,10,5,,,,,,,,,,,,
2020,121,-3.5,1,2,3,5,12,20,25,20,8,3,1,0,0,0,0,0,0,0,0,,,
2020,127,,2.2,1.5,6.3,12,22,27,23,4,1,.5,.3,.2,0,0,0,0,0,0,0,,,
2020,128,-6,,1,2,5,20,40,25,5,2,,,,,,,,,,,,,
2020Q4,1,-3,,1,3,5,10,15,20,25,14,4,2,1,,,,,,,,,,
2020Q4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,40,40,0,0,0,0,0
2020Q4,4,-.4,2.5,2.5,2.5,2.5,5,5,7.5,12.5,12.5,10,7.5,5,5,5,5,5,2.5,2.5,,,,
2020Q4,5,1,,,,,,,,,1,5,20,25,25,16,8,,,,,,,
2020Q4,6,-2.1,,,,,5,10,15,50,15,5,,,,,,,,,,,,
2020Q4,8,-8.4,,10,15,20,25,20,10,,,,,,,,,,,,,,,
2020Q4,14,-.6,,,,,0,0,7,33,13,12,11,9,6,4,3,1,1,0,0,0,0,
2020Q4,15,,,,,,,,,,,,,,,,,,,,,,,
2020Q4,16,-7,,3,6,10,16,17,16,10,7,5,4,3,2,1,,,,,,,,
2020Q4,20,-3,,,,,10,15,30,35,10,,,,,,,,,,,,,
2020Q4,22,,,,,,,,,,,,,,,,,,,,,,,
2020Q4,23,-.6,,,,,3,5,10,19,25,21,10,5,2,,,,,,,,,
2020Q4,24,-4.3762031899,,1,2.5,5,7.5,20,30,15,10,5,3,1,,,,,,,,,,
2020Q4,26,0,,,,,5,10,10,10,10,10,10,10,10,10,3,2,,,,,,
2020Q4,30,,,,,,,,,,,,,,,,,,,,,,,
2020Q4,31,1.5,,,,,,,,,,,10,20,30,30,5,5,,,,,,
2020Q4,32,-3.1,,,,,,,,,,,,,,,,,,,,,,
2020Q4,33,,,,,,,,,,,,,,,,,,,,,,,
2020Q4,36,2,,,,,,,,,,,10,10,20,25,30,5,,,,,,
2020Q4,37,-4.7,,,,1,15,31,37,15,1,,,,,,,,,,,,,
2020Q4,38,-5.54,,,,,,,,,,,,,,,,,,,,,,
2020Q4,39,-1.6,,,,,,10,25,30,25,5,5,,,,,,,,,,,
2020Q4,41,,,,,,,,,,,,,,,,,,,,,,,
2020Q4,42,,,,,,,,,,,,,,,,,,,,,,,
2020Q4,45,,,,,,,,,,,,,,,,,,,,,,,
2020Q4,52,,,,,,,,,,,,,,,,,,,,,,,
2020Q4,54,,,,,,,,40,50,10,,,,,,,,,,,,,
2020Q4,56,-4,,,,,20,30,40,10,,,,,,,,,,,,,,
2020Q4,61,,,,,,,,,,,,,,,,,,,,,,,
2020Q4,63,-3.6,,,,,,25,35,20,15,5,,,,,,,,,,,,
2020Q4,65,,,,,,,,,,,,,,,,,,,,,,,
2020Q4,68,,,,,,,,,,,,,,,,,,,,,,,
2020Q4,73,-4.4,,,,,10,30,50,10,,,,,,,,,,,,,,
2020Q4,82,-3.8436765717,,,,,,,,,,,,,,,,,,,,,,
2020Q4,89,,,,,,,,,,,,,,,,,,,,,,,
2020Q4,90,-4.5,0,2,5,10,15,20,20,12.5,7,5,2.5,1,0,0,0,0,0,0,0,0,0,0
2020Q4,93,0,,,,,,,1,1.5,10,30,40,10,5,2.5,,,,,,,,
2020Q4,95,-10.9452832,11.1454933586,16.3572943994,22.4952374031,22.866998834,15.4548806567,8.4133736886,2.2821761538,.5353274538,.1794865864,.1113651841,.0675300157,.0400197373,.0231783003,.0131195491,.0072574859,.0039235886,.0020730544,.0010704538,.0001854992,.0000083324,.0000002592,.0000000056
2020Q4,96,-2.2,,,,3,5,10,20,30,15,10,5,2,,,,,,,,,,
2020Q4,97,-1.6,,,,,,,,,,,,,,,,,,,,,,
2020Q4,98,-3.9,,,,,5,30,35,20,10,,,,,,,,,,,,,
2020Q4,99,-4,,,,,,20,75,5,,,,,,,,,,,,,,
2020Q4,101,-2,,,,,,,,,,,,,,,,,,,,,,
2020Q4,102,.4,,,,,,,,,,,,,,,,,,,,,,
2020Q4,103,,,,,,,,,,,,,,,,,,,,,,,
2020Q4,105,-4.5,,,,,,,90,10,,,,,,,,,,,,,,
2020Q4,107,-7.0614595904,,,,,,,,,,,,,,,,,,,,,,
2020Q4,108,-7.5,,,,1.13,71.48,27.39,,,,,,,,,,,,,,,,
2020Q4,110,.7,,,,,,,,,,,,,,,,,,,,,,
2020Q4,112,-1.9,,,,,5,15,20,30,15,10,5,,,,,,,,,,,
2020Q4,114,-4.3,,,,,,,,,,,,,,,,,,,,,,
2020Q4,115,-4.6,0,.000000003,.0000307254,.0301537844,3.0210270289,34.5227799022,51.6761746824,10.4915956548,.1860439281,.054675478,.0138343259,.0030136784,.0005651886,.0000912495,.0000126821,.0000015172,.0000001562,.0000000138,.0000000011,0,0,0
2020Q4,117,-4.3,,,,,,,,,,,,,,,,,,,,,,
2020Q4,119,.7,,,,,,,,,,5,5,80,5,5,,,,,,,,
2020Q4,121,-.1,0,0,0,0,1,2,4,20,15,20,20,10,5,2,1,0,0,0,0,0,0,0
2020Q4,127,,0,1.1,3.7,8.8,15.7,21.1,20.7,15.3,2.7,2.3,1.9,1.5,1.1,1,1.2,.7,.4,.3,.4,.1,0,0
2020Q4,128,-2,,,1,3,8,10,12,30,20,10,3,2,1,,,,,,,,,
2021,1,3.5,,,,,,,,,,,,,1,3,5,10,28,35,10,5,2,1
2021,2,3,0,0,0,0,0,0,0,0,0,0,0,0,10,20,20,30,20,0,0,0,0,0
2021,4,2.9,1.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,5,5,7.5,10,10,10,10,7.5,5,2.5,2.5,1
2021,5,2.2,,,,,,,,1,2,3,5,10,15,22.5,27.5,12,2,,,,,
2021,6,1.1,,,,,,,,,,10,15,30,40,5,,,,,,,,
2021,8,10,,,,,,,,,,,,,1,2,3,4,5,8,12,15,20,30
2021,14,4.4,,,,,0,0,0,0,0,0,0,0,0,1,2,5,10,16,59,7,0,
2021,15,5.6,,,,,,,,,,,,,,,5,5,10,20,35,20,5,
2021,16,9,,,,,,,,,,,,2,5,6,7,8,9,10,12,14,15,12
2021,20,4.5,,,,,,,,,,,,,,,2,3,7,10,40,25,10,3
2021,22,6,,,,,,,,,,,,,,,,,,15,30,40,15,
2021,23,4.5,,,,,,,,,,,,,,,2,5,15,27,35,16,,
2021,24,4.7532,,,,,,,,,,,.5,.5,1,1,5,5,12.5,20,30,15,9.5,
2021,26,6.4,,,,,,,,,,,,,5,5,5,5,5,5,15,20,15,20
2021,30,5.8,,,,,,,,,,,,,,,,,,,,,,
2021,31,3.5,,,,,,,,,,,,,,,,5,20,30,30,15,,
2021,32,4.9,.0000326238,.0003494327,.0031369062,.0220237047,.1209516064,.5196866053,1.7472265213,4.5972197706,1.6413800365,2.1430685091,2.4957150275,2.8729642776,3.2499917378,3.6195723482,3.9687637021,4.2842637479,4.5532357152,4.7641677739,19.2668825215,17.466632194,12.097757871,10.5649773667
2021,33,4,,,,,,,,,,,,1,2,5,6,11,15,23,25,10,2,
2021,36,0,,,,,,,,10,20,30,30,10,,,,,,,,,,
2021,37,4,,,,,,,,,,,,6,8,10,12,13,14,16,21,,,
2021,38,3.4,,,,,,,,,,,,,,,,,55,45,,,,
2021,39,4.8,,,,,,,,,,,,,5,5,5,10,20,20,20,10,5,
2021,41,1.5,,,,,,,,,,,,,40,40,20,,,,,,,
2021,42,,,,,,,,,,,,10,35,50,5,,,,,,,,
2021,45,,,,,,,,,,,,10,10,10,10,10,10,10,10,10,10,,
2021,52,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,6,15,28,39,5,1
2021,54,,,,,,,,,,,,,,20,50,30,,,,,,,
2021,56,9.5,,,,,,,,,,,,,,,,,,,10,30,30,30
2021,61,,,,,,,,,,,,,,,,,,,,,,,
2021,63,3.2,,,,,,,,,,,,,,5,15,20,30,15,10,5,,
2021,65,4,,,,,,,,,,,,,,,,10,15,20,40,15,,
2021,68,3.8,,,,,,,,,,,,,,,,,,,,,,
2021,73,2,,,,,,,,,,,,,10,35,55,,,,,,,
2021,82,6.1,,,,,,,,,,,,,,,,,,,,,,
2021,89,4.4,,,,,,,,,,,,,,,,,,,,,,
2021,90,1.2,0,0,0,0,0,0,0,1,2,5,10,15,20,15,10,8,5,5,2,2,0,0
2021,93,4.4,,,,,,,,,,,,,,,2.5,10,17.5,25,27.5,17.5,,
2021,95,.3692346262,0,0,0,0,.2691048301,.5382205955,1.0967277296,3.4212585239,12.2071761871,16.392309374,18.2540368873,16.6877047405,13.541859427,9.1362994794,5.0497690801,2.1749928085,.838312497,.3799636732,.0122588919,.0000052748,.0000000001,0
2021,96,7,,,,,,,,,,,,,,,2,3,10,15,20,30,15,5
2021,97,8.3,,,,,,,,,,,,,,,,,,,,,,
2021,98,4.3,,,,,,,,,,,,,,,5,10,10,25,50,,,
2021,99,3.7,,,,,,,,,,,,,,,,,20,65,15,,,
2021,101,3,,,,,,,,,2.5,2.5,2.5,2.5,2.5,5,17.5,25,30,10,,,,
2021,102,7.1,,,,,,,,,,,,,,,,,,,,,,
2021,103,2.1,,,,,,,,,,,,,,,,,,,,,,
2021,105,1.8,,,,,,,,,,,,,5,85,10,,,,,,,
2021,107,4.743926195,0,0,0,0,0,0,0,.0000003494,.0000057186,.0000766309,.0008030293,.0065819582,.0422045275,.2117496495,.8314185059,2.5551477632,6.147075425,11.5777311099,67.2268222438,11.3327596516,.0676234372,0
2021,108,.03212125,,,,,,,,18.31,13.42,17.09,17.54,13.89,10.21,6.54,2.86,.14,,,,,,
2021,110,5.8,,,,,,,,,,,,,,,,,,,,,,
2021,112,1.6,,,,,,,,,,5,10,15,20,30,15,5,,,,,,
2021,114,5.7,,,,,,,,,,,,,,,,,,,,,,
2021,115,1.8,0,0,0,0,.0000000002,.0000040673,.0070155829,1.2127522772,1.9125968418,3.9115471309,6.8882879466,10.4452423905,13.638776097,15.3350518466,14.8473701736,12.3784953633,8.8866472485,5.4935827337,4.9732857243,.0692448583,.0000997034,.0000000139
2021,117,10,,,,,,,,,,,,,,,,,,,,,,
2021,119,2,,,,,,,,,,,,5,10,10,50,10,10,5,,,,
2021,121,4.9,2,0,0,0,0,0,.5,1,1.5,2,3,5,6,7,8,9,10,12,15,12,5,1
2021,127,,0,0,0,0,0,.5,1,2,.5,.8,1,1.2,2,2.5,3.5,4.5,8.5,10.5,26.5,20,9,6
2021,128,4,,,,,,,1,1,2,2,2,2,3,4,5,6,10,20,30,10,2,
2021Q4,1,3.5,,,,,,,,,,,,,1,3,5,10,22,27,20,8,3,1
2021Q4,2,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,10,20,40,30,0,0,0,0,0
2021Q4,4,2.5,1.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,5,5,7.5,10,10,10,10,7.5,5,2.5,2.5,1
2021Q4,5,1.5,,,,,,,,1,2,3,6,12,20,25,20,10,1,,,,,
2021Q4,6,1.2,,,,,,,,,,,5,15,50,30,,,,,,,,
2021Q4,8,5,,,,,,,,,,,,1,2,3,5,7,10,18,20,15,12,7
2021Q4,14,2.6,,,,,0,0,0,1,2,3,4,7,9,11,13,12,11,9,17,1,0,
2021Q4,15,,,,,,,,,,,,,,,,,,,,,,,
2021Q4,16,5,,,,,,,,,,,,2,5,6,7,8,9,14,15,14,12,8
2021Q4,20,2.7,,,,,,,,,,,,,,10,25,30,20,10,5,,,
2021Q4,22,,,,,,,,,,,,,,,,,,,,,,,
2021Q4,23,1,,,,,,,,,2,5,10,20,26,20,10,5,2,,,,,
2021Q4,24,3.0873495605,,,,,,,,,,,.5,1,3,5,14,20,30,15,10,1.5,,
2021Q4,26,1.6,,,,,,,,,5,5,5,10,15,25,15,10,5,5,,,,
2021Q4,30,,,,,,,,,,,,,,,,,,,,,,,
2021Q4,31,2.5,,,,,,,,,,,,,,10,20,35,25,10,,,,
2021Q4,32,3,,,,,,,,,,,,,,,,,,,,,,
2021Q4,33,,,,,,,,,,,,,,,,,,,,,,,
2021Q4,36,1,,,,,,,,,,,20,30,25,15,10,,,,,,,
2021Q4,37,2.3,,,,,,,,,,,2,8,18,22,30,15,5,,,,,
2021Q4,38,5.5,,,,,,,,,,,,,,,,,,,,,,
2021Q4,39,1.7,,,,,,,,,,5,10,25,25,25,10,,,,,,,
2021Q4,41,,,,,,,,,,,,,,,,,,,,,,,
2021Q4,42,,,,,,,,,,,,,,,,,,,,,,,
2021Q4,45,,,,,,,,,,,,,,,,,,,,,,,
2021Q4,52,,,,,,,,,,,,,,,,,,,,,,,
2021Q4,54,,,,,,,,,,,,,,20,50,30,,,,,,,
2021Q4,56,4,,,,,,,,,,,,,,,,10,30,30,20,10,,
2021Q4,61,,,,,,,,,,,,,,,,,,,,,,,
2021Q4,63,2.1,,,,,,,,,,,,,15,25,40,20,,,,,,
2021Q4,65,,,,,,,,,,,,,,,,,,,,,,,
2021Q4,68,,,,,,,,,,,,,,,,,,,,,,,
2021Q4,73,1.8,,,,,,,,,,,,10,15,65,10,,,,,,,
2021Q4,82,,,,,,,,,,,,,,,,,,,,,,,
2021Q4,89,,,,,,,,,,,,,,,,,,,,,,,
2021Q4,90,1.9,0,0,0,0,0,0,0,0,0,0,0,5,15,25,25,15,10,5,0,0,0,0
2021Q4,93,3,,,,,,,,,,,,,,,5,30,30,30,5,,,
2021Q4,95,5.50566656,0,0,0,0,.0000000022,.0000011583,.0002269654,.0163605898,.1426948855,.3041944097,.6091870252,1.1460581558,2.0254394386,3.3627026264,5.2446228031,7.6841644304,10.576345636,13.6751221926,19.7773349739,15.8373308263,11.8790643215,7.7191495593
2021Q4,96,4.5,,,,,,,,,,,,,2,3,5,10,15,20,25,15,5,
2021Q4,97,1.7,,,,,,,,,,,,,,,,,,,,,,
2021Q4,98,3.2,,,,,,,,,,,,,,,10,25,35,20,10,,,
2021Q4,99,2.7,,,,,,,,,,,,,,,15,70,15,,,,,
2021Q4,101,2.5,,,,,,,,,,,,,,,,,,,,,,
2021Q4,102,0,,,,,,,,,,,,,,,,,,,,,,
2021Q4,103,,,,,,,,,,,,,,,,,,,,,,,
2021Q4,105,2.6,,,,,,,,,,,,,,,5,90,5,,,,,
2021Q4,107,5.271711784,,,,,,,,,,,,,,,,,,,,,,
2021Q4,108,2.72216,,,,,,,,,,,,.04,4.32,11.52,18.72,25.01,20.65,13.35,6.39,,,
2021Q4,110,,,,,,,,,,,,,,,,,,,,,,,
2021Q4,112,1.6,,,,,,,,,,,5,10,20,30,20,10,5,,,,,
2021Q4,114,3.2,,,,,,,,,,,,,,,,,,,,,,
2021Q4,115,2.7,0,0,0,0,0,.0000000713,.0003464684,.1641988462,.3740478099,.9967297928,2.2869098207,4.5180575971,7.6858840938,11.2585315937,14.2010432755,15.4245402357,14.4264248086,11.6187358771,16.439246374,.6029085869,.0023938061,.0000009422
2021Q4,117,4.6,,,,,,,,,,,,,,,,,,,,,,
2021Q4,119,2.2,,,,,,,,,,,,,5,5,80,5,5,,,,,
2021Q4,121,1.5,0,0,0,0,0,0,1,4,5,7,10,13,20,20,13,4,2,1,0,0,0,0
2021Q4,127,,0,0,.1,.1,.1,.2,.3,.3,.4,.7,1.2,1.5,1.7,1.8,2.1,6.8,9.5,10.9,30.5,18.2,6.4,7.2
2021Q4,128,3.5,,,,,,,1,1,2,2,2,2,3,5,8,10,12,18,25,8,1,
2022,1,2,,,,,,,,1,2,3,4,11,15,18,30,10,3,2,1,,,
2022,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,30,50,20,0,0,0,0,0,0
2022,4,,,,,,,,,,,,,,,,,,,,,,,
2022,5,1.7,,,,,,,,,,,5,10,35,35,10,5,,,,,,
2022,6,1.3,,,,,,,,,,,,15,50,30,5,,,,,,,
2022,8,2,,,,,,,,1,2,3,5,7,10,14,16,14,10,7,5,3,2,1
2022,14,2.2,,,,,0,0,0,0,0,2,4,8,14,17,18,16,11,6,4,0,0,
2022,15,1.5,,,,,,,,,,,5,10,30,30,20,5,,,,,,
2022,16,2.5,,,,,,,,,,1,2,4,6,12,16,18,16,12,7,3,2,1
2022,20,1.5,,,,,,,,,,,,5,15,30,25,15,10,,,,,
2022,22,,,,,,,,,,,,,,,,,,,,,,,
2022,23,1.3,,,,,,,,,,3,10,25,30,20,10,2,,,,,,
2022,24,1.1649756846,,,,,,,,,3,5,12,20,25,16,12,5,2,,,,,
2022,26,1.6,,,,,,,,,5,5,5,10,15,25,15,10,5,5,,,,
2022,30,,,,,,,,,,,,,,,,,,,,,,,
2022,31,1,,,,,,,,,,,15,30,35,15,5,,,,,,,
2022,32,,,,,,,,,,,,,,,,,,,,,,,
2022,33,1.7,,,,,,,,,1,2,5,13,19,22,18,15,4,1,,,,
2022,36,1,,,,,,,,,,,20,30,25,15,10,,,,,,,
2022,37,1.9,,,,,,,,,,,2,10,16,30,28,10,3,1,,,,
2022,38,1.7,,,,,,,,,,,,,30,70,,,,,,,,
2022,39,1.2,,,,,,,,,,5,10,20,30,25,10,,,,,,,
2022,41,,,,,,,,,,,,,,,,,,,,,,,
2022,42,,,,,,,,,,,,,,,,,,,,,,,
2022,45,,,,,,,,,,,,,20,20,20,20,20,,,,,,
2022,52,,,,,,,,,,,,,,,,,,,,,,,
2022,54,,,,,,,,,,,,20,30,50,,,,,,,,,
2022,56,1.6,,,,,,,,,,,,,30,40,30,,,,,,,
2022,61,,,,,,,,,,,,,,,,,,,,,,,
2022,63,1.9,,,,,,,,,,,,,15,40,30,15,,,,,,
2022,65,1.5,,,,,,,,,,,2.5,10,20,35,20,10,2.5,,,,,
2022,68,,,,,,,,,,,,,,,,,,,,,,,
2022,73,1.5,,,,,,,,,,,,10,35,55,,,,,,,,
2022,82,,,,,,,,,,,,,,,,,,,,,,,
2022,89,,,,,,,,,,,,,,,,,,,,,,,
2022,90,1.7,0,0,0,0,0,0,0,0,2.5,5,7.5,10,15,20,15,10,7.5,5,2.5,0,0,0
2022,93,1.3,,,,,,,,,,,5,22.5,37.5,22.5,10,2.5,,,,,,
2022,95,2.7701393929,0,0,0,0,.0000000001,.0000004489,.0004687964,.0827538495,.851077785,1.7798996808,3.3309403333,5.5780607394,8.3588144002,11.2085951535,13.449394774,16.0717789294,14.9623964742,12.4732214587,6.6596814416,2.472081054,1.6336900032,1.0871446778
2022,96,,,,,,,,,,,,,,,,,,,,,,,
2022,97,,,,,,,,,,,,,,,,,,,,,,,
2022,98,1.6,,,,,,,,,,,5,15,30,35,15,,,,,,,
2022,99,2.2,,,,,,,,,,,,,,10,80,10,,,,,,
2022,101,1.3,,,,,,,,,,2.5,10,30,35,17.5,5,,,,,,,
2022,102,1.1,,,,,,,,,,,,,,,,,,,,,,
2022,103,,,,,,,,,,,,,,,,,,,,,,,
2022,105,2,,,,,,,,,,,,,,5,90,5,,,,,,
2022,107,1.5382727506,0,0,0,0,0,.000001387,.0070494354,1.9742425001,3.2755940045,6.5785665391,10.9459580363,15.0893361183,17.2340894324,16.3084147051,12.7861253227,8.3054636324,4.4696737728,1.9927814931,1.0302813155,.0024219962,.0000003091,0
2022,108,1.7765725,,,,,,,,,,.07,4.72,12.1,19.48,25.38,20.17,12.7,5.23,.15,,,,
2022,110,,,,,,,,,,,,,,,,,,,,,,,
2022,112,1.6,,,,,,,,,,,5,10,20,30,20,10,5,,,,,
2022,114,1.7,,,,,,,,,,,,,,,,,,,,,,
2022,115,,,,,,,,,,,,,,,,,,,,,,,
2022,117,,,,,,,,,,,,,,,,,,,,,,,
2022,119,1.5,,,,,,,,,,5,10,10,50,10,10,5,,,,,,
2022,121,1.5,0,0,0,0,0,0,2,4,5,7,10,13,17,22,13,4,2,1,0,0,0,0
2022,127,,0,0,0,.2,.4,1.5,8.1,12.6,4.1,4.4,4.8,5.1,5.2,5.4,10.3,5,4.4,4.2,14.1,7,2.9,.3
2022,128,3,,,,,,,,,1,1,2,2,3,10,20,25,30,3,2,1,,
2024,1,1.4,,,,,,,,1,2,3,5,10,30,25,15,5,3,1,,,,
