INFLATION EXPECTATIONS; YEAR-ON-YEAR CHANGE IN HICP,,,,,,,,,,,,,,,,,,,,,,,,
TARGET_PERIOD,FCT_SOURCE,POINT,TN4_0,FN4_0TN3_6,FN3_5TN3_1,FN3_0TN2_6,FN2_5TN2_1,FN2_0TN1_6,FN1_5TN1_1,FN1_0TN0_6,FN0_5TN0_1,F0_0T0_4,F0_5T0_9,F1_0T1_4,F1_5T1_9,F2_0T2_4,F2_5T2_9,F3_0T3_4,F3_5T3_9,F4_0,,,,
2024,23,1.6,,,,,,,,,,5,14,17,20,17,14,10,3,,,,,
2024,24,1.1744046007,,,,,,,4,6,8,10,15,16,13,11,8,4,3,2,,,,
2024,26,1.9,,,,,,,,,5,5,10,10,20,20,10,10,5,5,,,,
2024,30,,,,,,,,,,,,,,,,,,,,,,,
2024,31,2,,,,,,,,,,,5,15,30,30,15,5,,,,,,
2024,32,,,,,,,,,,,,,,,,,,,,,,,
2024,33,1.6,,,,,,,,1,2,7,14,19,24,15,11,5,2,,,,,
2024,36,1.5,,,,,,,,,,5,15,25,30,20,5,,,,,,,
2024,37,2.1,,,,,,,,,,,2,25,33,34,6,,,,,,,
2024,38,1.7,,,,,,,,,,,,20,80,,,,,,,,,
2024,39,1.6,,,,,,,,,,5,10,25,30,20,10,,,,,,,
2024,41,,,,,,,,,,,,,,,,,,,,,,,
2024,42,,,,,,,,,,,,,,,,,,,,,,,
2024,45,,,,,,,,,,,5,10,30,35,15,5,,,,,,,
2024,52,,,,,,,,,,,,,,,,,,,,,,,
2024,54,,,,,,,,,,,15,50,35,,,,,,,,,,
2024,56,1.3,,,,,,,,,,5,20,45,25,5,,,,,,,,
2024,61,,,,,,,,,,,,,,,,,,,,,,,
2024,63,1.7,,,,,,,,,,,15,30,40,15,,,,,,,,
2024,65,,,,,,,,,,,,,,,,,,,,,,,
2024,68,,,,,,,,,,,,,,,,,,,,,,,
2024,73,1.4,,,,,,,,,,5,10,45,40,,,,,,,,,
2024,82,,,,,,,,,,,,,,,,,,,,,,,
2024,89,1.6,,,,,,,,,,,,,,,,,,,,,,
2024,90,1.5,0,0,0,0,0,0,0,3,5,10,15,20,20,15,7,5,0,0,,,,
2024,93,,,,,,,,,,,,,,,,,,,,,,,
2024,95,1.4929795789,.0000010334,.0000165169,.0002055883,.0019929384,.015045816,.0884634733,.4050779531,1.4445733751,4.0120559886,8.6780219326,14.6184350112,19.1781803688,19.5947756678,15.5919190838,9.6624048069,4.6633419675,1.7528133768,.2926751015,,,,
2024,96,,,,,,,,,,,,,,,,,,,,,,,
2024,97,,,,,,,,,,,,,,,,,,,,,,,
2024,98,1.6,,,,,,,,,,5,15,20,30,25,5,,,,,,,
2024,99,1.8,,,,,,,,,,,,10,80,10,,,,,,,,
2024,101,1.5,,,,,,,,,2.5,7.5,15,25,35,15,,,,,,,,
2024,102,1.5,,,,,,,,,,,,,,,,,,,,,,
2024,103,,,,,,,,,,,,,,,,,,,,,,,
2024,105,,,,,,,,,,,,,,,,,,,,,,,
2024,107,,,,,,,,,,,,,,,,,,,,,,,
2024,108,1.296155,,,,,,,,,1.92,9.82,18.15,26.11,22.97,14.59,6.2,.24,,,,,,
2024,110,2,,,,,,,,,,,,,,,,,,,,,,
2024,112,1.8,,,,,,,,,,5,10,20,30,20,10,5,,,,,,
2024,114,2,,,,,,,,,,,,,,,,,,,,,,
2024,115,,,,,,,,,,,,,,,,,,,,,,,
2024,117,,,,,,,,,,,,,,,,,,,,,,,
2024,119,1.6,,,,,,,,,,5,5,10,60,10,5,5,,,,,,
2024,121,1.65,0,0,0,0,0,0,0,0,5,12,15,22,27,15,4,0,0,0,,,,
2024,127,1.7,0,0,0,.1,.5,2.3,3.1,3.7,6.1,8,9.7,10.9,11.9,11.2,9.7,8.3,6.1,8.4,,,,
2024,128,1.8,,,,,,,1,1,1,3,5,10,40,25,8,4,1,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
CORE INFLATION EXPECTATIONS; YEAR-ON-YEAR CHANGE IN CORE,,,,,,,,,,,,,,,,,,,,,,,,
TARGET_PERIOD,FCT_SOURCE,POINT,TN4_0,FN4_0TN3_6,FN3_5TN3_1,FN3_0TN2_6,FN2_5TN2_1,FN2_0TN1_6,FN1_5TN1_1,FN1_0TN0_6,FN0_5TN0_1,F0_0T0_4,F0_5T0_9,F1_0T1_4,F1_5T1_9,F2_0T2_4,F2_5T2_9,F3_0T3_4,F3_5T3_9,F4_0,,,,
2020,1,,,,,,,,,,,,,,,,,,,,,,,
2020,2,.7,0,0,0,0,0,0,0,0,0,10,70,20,0,0,0,0,0,0,,,,
2020,4,.9,,,,,,2,2,5,10,15,20,20,17.5,7.5,1,,,,,,,
2020,5,.6,,,,,,,,,7.5,30,40,15,7.5,,,,,,,,,
2020,6,1.1,,,,,,,,,,5,25,50,20,,,,,,,,,
2020,8,.5,,,,,3,5,7,10,15,20,25,10,5,,,,,,,,,
2020,14,.9,,,,,,,0,0,0,0,63,37,0,0,0,0,0,0,,,,
2020,15,1.1,,,,,,,,,5,10,30,30,15,10,,,,,,,,
2020,16,1.1,,,,,,,,,,,,,,,,,,,,,,
2020,20,,,,,,,,,,,,,,,,,,,,,,,
2020,22,0,,,,,,,,20,30,30,20,,,,,,,,,,,
2020,23,1.1,,,,,,,,,,,40,50,10,,,,,,,,,
2020,24,.7805107367,,,,,,,,,5,20,35,25,15,,,,,,,,,
2020,26,.9,,,,,,,,,5,15,40,35,5,,,,,,,,,
2020,30,,,,,,,,,,,,,,,,,,,,,,,
2020,31,.3,,,,,,,,,5,45,35,15,,,,,,,,,,
2020,32,,,,,,,,,,,,,,,,,,,,,,,
2020,33,,,,,,,,,,,,,,,,,,,,,,,
2020,36,.75,,,,,,,,5,10,20,35,25,5,,,,,,,,,
2020,37,,,,,,,,,,,,,,,,,,,,,,,
2020,38,,,,,,,,,,,,,,,,,,,,,,,
2020,39,1.1,,,,,,,,,,10,35,30,15,10,,,,,,,,
2020,41,,,,,,,,,,,,,,,,,,,,,,,
2020,42,,,,,,,,,,,,,,,,,,,,,,,
2020,45,,,,,,,,,,,,,,,,,,,,,,,
2020,52,,,,,,,,,,,,,,,,,,,,,,,
2020,54,,,,,,,,,,,30,50,20,,,,,,,,,,
2020,56,.7,,,,,,,,,,20,60,20,,,,,,,,,,
2020,61,,,,,,,,,,,,,,,,,,,,,,,
2020,63,1.1,,,,,,,,,,,30,65,5,,,,,,,,,
2020,65,.9,,,,,,,,5,10,25,40,15,5,,,,,,,,,
2020,68,,,,,,,,,,,,,,,,,,,,,,,
2020,73,.4,,,,,,,,,10,55,35,,,,,,,,,,,
2020,82,.6,,,,,,,,,,,,,,,,,,,,,,
2020,89,1,,,,,,,,,.1,5.4,46.1,36.4,11.5,.5,0,0,0,0,,,,
2020,90,.3,0,0,0,1,1.5,5,8,11,15,30,10,8,5,3,1.5,1,0,0,,,,
2020,93,1,,,,,,,,,5,20,20,40,10,5,,,,,,,,
2020,95,.8616574308,.0000327127,.0003813019,.0034613716,.0244711198,.1347366796,.5777556729,1.9294297721,5.0181092525,10.164303601,16.0339869007,19.6984384492,18.8472701068,14.044021608,8.1500618185,3.6834662615,1.2965189513,.355408182,.0381462379,,,,
2020,96,,,,,,,,,,,,,,,,,,,,,,,
2020,97,1.1,,,,,,,,,,,,,,,,,,,,,,
2020,98,1.1,,,,,,,,,,10,30,35,20,5,,,,,,,,
2020,99,.9,,,,,,,,,,,65,35,,,,,,,,,,
2020,101,.8,,,,,,,,,,20,60,20,,,,,,,,,,
2020,102,.7,,,,,,,,,,,,,,,,,,,,,,
2020,103,,,,,,,,,,,,,,,,,,,,,,,
2020,105,,,,,,,,,,,,,,,,,,,,,,,
2020,107,,,,,,,,,,,,,,,,,,,,,,,
2020,108,,,,,,,,,,,,,,,,,,,,,,,
2020,110,.5,,,,,,,,,,,,,,,,,,,,,,
2020,112,,,,,,,,,,,,,,,,,,,,,,,
2020,114,1,,,,,,,,,,,,,,,,,,,,,,
2020,115,.6,0,0,0,0,.0000000713,.0000407095,.0068857736,.3503766508,5.4734258356,26.8651454599,42.2405331693,21.4173958102,3.4678518756,.1756138269,.0027181868,.0000126132,.0000000173,0,,,,
2020,117,.5,,,,,,,,,,,,,,,,,,,,,,
2020,119,1,,,,,,,,5,5,10,60,10,5,5,,,,,,,,
2020,121,1,0,0,0,0,0,0,0,0,4,15,35,35,10,1,0,0,0,0,,,,
2020,127,1.2,0,0,0,0,0,0,.2,1.9,6.5,11.9,18.4,24.5,18.3,12.3,4,.9,.4,.7,,,,
2020,128,1.2,,,,,,,,,1,2,15,50,25,4,2,1,,,,,,
2021,1,,,,,,,,,,,,,,,,,,,,,,,
2021,2,.9,0,0,0,0,0,0,0,0,0,0,40,60,0,0,0,0,0,0,,,,
2021,4,1.3,,,,,1,1,1,5,5,12.5,15,20,17.5,12.5,5,2.5,1,1,,,,
2021,5,1.5,,,,,,,,,,5,10,35,30,15,5,,,,,,,
2021,6,1.2,,,,,,,,,,5,25,50,15,5,,,,,,,,
2021,8,.8,,,,,,,5,10,15,20,25,15,7,3,,,,,,,,
2021,14,1.7,,,,,,,0,0,0,0,6,30,42,19,3,0,0,0,,,,
2021,15,.8,,,,,,,,5,10,15,30,20,15,5,,,,,,,,
2021,16,.8,,,,,,,,,,,,,,,,,,,,,,
2021,20,,,,,,,,,,,,,,,,,,,,,,,
2021,22,1.2,,,,,,,,,,10,20,40,20,10,,,,,,,,
2021,23,1.2,,,,,,,,,,10,30,40,20,,,,,,,,,
2021,24,1.0242291352,,,,,,,,,2,12,40,28,16,2,,,,,,,,
2021,26,1.2,,,,,,,,,5,15,30,40,10,,,,,,,,,
2021,30,,,,,,,,,,,,,,,,,,,,,,,
2021,31,2.25,,,,,,,,,,,,,,,,,,,,,,
2021,32,,,,,,,,,,,,,,,,,,,,,,,
2021,33,,,,,,,,,,,,,,,,,,,,,,,
2021,36,1,,,,,,,,5,5,15,30,30,10,5,,,,,,,,
2021,37,,,,,,,,,,,,,,,,,,,,,,,
2021,38,,,,,,,,,,,,,,,,,,,,,,,
2021,39,1.6,,,,,,,,,,,10,35,45,10,,,,,,,,
2021,41,,,,,,,,,,,,,,,,,,,,,,,
2021,42,,,,,,,,,,,,,,,,,,,,,,,
2021,45,,,,,,,,,,,,,,,,,,,,,,,
2021,52,,,,,,,,,,,,,,,,,,,,,,,
2021,54,,,,,,,,,,,20,50,30,,,,,,,,,,
2021,56,.9,,,,,,,,,,20,35,35,10,,,,,,,,,
2021,61,,,,,,,,,,,,,,,,,,,,,,,
2021,63,1.2,,,,,,,,,,,30,60,10,,,,,,,,,
2021,65,1.1,,,,,,,,,2.5,10,20,35,20,10,2.5,,,,,,,
2021,68,,,,,,,,,,,,,,,,,,,,,,,
2021,73,.15,,,,,,,,,25,70,5,,,,,,,,,,,
2021,82,1.2,,,,,,,,,,,,,,,,,,,,,,
2021,89,1.4,,,,,,,,,0,.6,21.3,43.1,27.4,7.3,.3,0,0,0,,,,
2021,90,.6,0,0,0,0,2,2,3,5,10,20,25,20,10,2,1,0,0,0,,,,
2021,93,1.4,,,,,,,,,,2.5,20,35,20,20,2.5,,,,,,,
2021,95,1.1755891943,.0000002033,.0000051177,.0000946077,.0012845029,.0128086176,.0938054198,.5045591616,1.9932177887,5.7830361316,12.3229745133,19.2856236761,22.1671734283,18.7130872853,11.6021656232,5.2831284698,1.7668585219,.4339811564,.0361957748,,,,
2021,96,,,,,,,,,,,,,,,,,,,,,,,
2021,97,1.4,,,,,,,,,,,,,,,,,,,,,,
2021,98,.5,,,,,,,,,5,35,30,25,5,,,,,,,,,
2021,99,1.2,,,,,,,,,,,5,90,5,,,,,,,,,
2021,101,1.2,,,,,,,,,,10,30,50,10,,,,,,,,,
2021,102,1.1,,,,,,,,,,,,,,,,,,,,,,
2021,103,,,,,,,,,,,,,,,,,,,,,,,
2021,105,,,,,,,,,,,,,,,,,,,,,,,
2021,107,,,,,,,,,,,,,,,,,,,,,,,
2021,108,,,,,,,,,,,,,,,,,,,,,,,
2021,110,.7,,,,,,,,,,,,,,,,,,,,,,
2021,112,,,,,,,,,,,,,,,,,,,,,,,
2021,114,1,,,,,,,,,,,,,,,,,,,,,,
2021,115,.7,0,0,0,0,.0000000173,.0000126132,.0027181868,.1756138269,3.4678518756,21.4173958102,42.2405331693,26.8651454599,5.4734258356,.3503766508,.0068857736,.0000407095,.0000000713,0,,,,
2021,117,.5,,,,,,,,,,,,,,,,,,,,,,
2021,119,.8,,,,,,,,5,5,10,60,10,5,5,,,,,,,,
2021,121,1.45,0,0,0,0,0,0,0,0,1,5,18,30,35,10,1,0,0,0,,,,
2021,127,1.5,0,0,0,0,0,.2,2.2,3.2,6.8,10.5,11.4,13,19.1,12.7,10.9,4.3,3.1,2.6,,,,
2021,128,1.4,,,,,,,,1,2,4,10,35,25,10,6,5,2,,,,,
2021Mar,1,,,,,,,,,,,,,,,,,,,,,,,
2021Mar,2,.8,0,0,0,0,0,0,0,0,0,0,40,60,0,0,0,0,0,0,,,,
2021Mar,4,1.1,,,,1,1,1,1,4,10,15,17.5,17.5,17.5,10,2.5,1,1,,,,,
2021Mar,5,1.4,,,,,,,,,,5,15,35,30,15,,,,,,,,
2021Mar,6,1.2,,,,,,,,,,5,25,50,15,5,,,,,,,,
2021Mar,8,.6,,,,,3,5,7,10,15,20,23,12,5,,,,,,,,,
2021Mar,14,.9,,,,,,,0,0,1,14,45,34,6,0,0,0,0,0,,,,
2021Mar,15,,,,,,,,,,,,,,,,,,,,,,,
2021Mar,16,1,,,,,,,,,,,,,,,,,,,,,,
2021Mar,20,,,,,,,,,,,,,,,,,,,,,,,
2021Mar,22,,,,,,,,,,,,,,,,,,,,,,,
2021Mar,23,1.3,,,,,,,,,3,12,28,37,20,,,,,,,,,
2021Mar,24,.9171887405,,,,,,,,,2,14,40,28,14,2,,,,,,,,
2021Mar,26,1.2,,,,,,,,,5,15,30,40,10,,,,,,,,,
2021Mar,30,,,,,,,,,,,,,,,,,,,,,,,
2021Mar,31,2.25,,,,,,,,,,,,5,30,35,25,5,,,,,,
2021Mar,32,,,,,,,,,,,,,,,,,,,,,,,
2021Mar,33,,,,,,,,,,,,,,,,,,,,,,,
2021Mar,36,1,,,,,,,,5,5,15,30,30,10,5,,,,,,,,
2021Mar,37,,,,,,,,,,,,,,,,,,,,,,,
2021Mar,38,,,,,,,,,,,,,,,,,,,,,,,
2021Mar,39,1.7,,,,,,,,,,,10,25,50,15,,,,,,,,
2021Mar,41,,,,,,,,,,,,,,,,,,,,,,,
2021Mar,42,,,,,,,,,,,,,,,,,,,,,,,
2021Mar,45,,,,,,,,,,,,,,,,,,,,,,,
2021Mar,52,,,,,,,,,,,,,,,,,,,,,,,
2021Mar,54,,,,,,,,,,,25,50,25,,,,,,,,,,
2021Mar,56,.7,,,,,,,,,5,25,35,30,5,,,,,,,,,
2021Mar,61,,,,,,,,,,,,,,,,,,,,,,,
2021Mar,63,1,,,,,,,,,,,35,60,5,,,,,,,,,
2021Mar,65,,,,,,,,,,,,,,,,,,,,,,,
2021Mar,68,,,,,,,,,,,,,,,,,,,,,,,
2021Mar,73,.1,,,,,,,,,35,60,5,,,,,,,,,,,
2021Mar,82,.8,,,,,,,,,,,,,,,,,,,,,,
2021Mar,89,1.4,,,,,,,,,,,,,,,,,,,,,,
2021Mar,90,.4,0,0,0,0,1,2.5,5,15,24,25,15,10,2.5,0,0,0,0,0,,,,
2021Mar,93,1.3,,,,,,,,,,5,20,45,22.5,5,2.5,,,,,,,
2021Mar,95,.8537238289,.0000340785,.00039565,.0035774015,.0251912977,.138152828,.5900589435,1.9627156923,5.084470966,10.2579488271,16.1176479044,19.7228276573,18.7958977953,13.9502936479,8.0636190751,3.6299700114,1.2726308603,.347478744,.0370886197,,,,
2021Mar,96,,,,,,,,,,,,,,,,,,,,,,,
2021Mar,97,,,,,,,,,,,,,,,,,,,,,,,
2021Mar,98,.5,,,,,,,,,10,30,35,20,5,,,,,,,,,
2021Mar,99,1.1,,,,,,,,,,,15,85,,,,,,,,,,
2021Mar,101,.6,,,,,,,,,,,,,,,,,,,,,,
2021Mar,102,1.1,,,,,,,,,,,,,,,,,,,,,,
2021Mar,103,,,,,,,,,,,,,,,,,,,,,,,
2021Mar,105,,,,,,,,,,,,,,,,,,,,,,,
2021Mar,107,,,,,,,,,,,,,,,,,,,,,,,
2021Mar,108,,,,,,,,,,,,,,,,,,,,,,,
2021Mar,110,.5,,,,,,,,,,,,,,,,,,,,,,
2021Mar,112,,,,,,,,,,,,,,,,,,,,,,,
2021Mar,114,1.1,,,,,,,,,,,,,,,,,,,,,,
2021Mar,115,1,0,0,0,0,.0000000002,.0000002799,.0001251499,.016624618,.6667949908,8.2480417808,32.1999247065,40.3732896275,16.3128733703,2.0973560919,.0839431393,.0010225189,.000003722,.000000004,,,,
2021Mar,117,.4,,,,,,,,,,,,,,,,,,,,,,
2021Mar,119,.7,,,,,,,,,5,5,80,5,5,,,,,,,,,
2021Mar,121,1.29,0,0,0,0,0,0,0,0,5,10,25,30,25,5,0,0,0,0,,,,
2021Mar,127,1.6,0,0,0,0,0,0,2.6051633318,2.0691468739,4.4991396558,7.796359283,11.5460303556,14.6136149629,15.8077532949,14.6140740213,11.5467557714,7.7970940613,4.4997050563,2.6051633318,,,,
2021Mar,128,1.1,,,,,,,,1,1,3,12,40,25,8,5,4,1,,,,,
2022,1,,,,,,,,,,,,,,,,,,,,,,,
2022,2,1.3,0,0,0,0,0,0,0,0,0,0,0,40,60,0,0,0,0,0,,,,
2022,4,,,,,,,,,,,,,,,,,,,,,,,
2022,5,1.6,,,,,,,,,,5,10,25,35,20,5,,,,,,,
2022,6,1.3,,,,,,,,,,,20,50,25,5,,,,,,,,
2022,8,1,,,,,,,2,5,7,15,23,25,16,5,2,,,,,,,
2022,14,1.6,,,,,,,0,0,0,3,13,29,31,18,5,1,0,0,,,,
2022,15,1,,,,,,,,5,5,15,25,25,10,10,5,,,,,,,
2022,16,.9,,,,,,,,,,,,,,,,,,,,,,
2022,20,,,,,,,,,,,,,,,,,,,,,,,
2022,22,,,,,,,,,,,,,,,,,,,,,,,
2022,23,1.3,,,,,,,,,5,15,25,35,20,,,,,,,,,
2022,24,1.0126092968,,,,,,,,1,2,11,40,26,15,2,2,1,,,,,,
2022,26,1.4,,,,,,,,,5,15,30,30,15,5,,,,,,,,
2022,30,,,,,,,,,,,,,,,,,,,,,,,
2022,31,2,,,,,,,,,,,5,15,30,35,15,,,,,,,
2022,32,,,,,,,,,,,,,,,,,,,,,,,
2022,33,,,,,,,,,,,,,,,,,,,,,,,
2022,36,1,,,,,,,,,5,15,30,30,15,5,,,,,,,,
2022,37,,,,,,,,,,,,,,,,,,,,,,,
2022,38,,,,,,,,,,,,,,,,,,,,,,,
2022,39,1.3,,,,,,,,,,10,20,30,30,10,,,,,,,,
2022,41,,,,,,,,,,,,,,,,,,,,,,,
2022,42,,,,,,,,,,,,,,,,,,,,,,,
2022,45,,,,,,,,,,,,,,,,,,,,,,,
2022,52,,,,,,,,,,,,,,,,,,,,,,,
2022,54,,,,,,,,,,,15,50,35,,,,,,,,,,
2022,56,1.2,,,,,,,,,,5,25,45,25,,,,,,,,,
2022,61,,,,,,,,,,,,,,,,,,,,,,,
2022,63,1.4,,,,,,,,,,,10,55,35,,,,,,,,,
2022,65,1.3,,,,,,,,,2.5,10,20,35,20,10,2.5,,,,,,,
2022,68,,,,,,,,,,,,,,,,,,,,,,,
2022,73,.5,,,,,,,,,,55,40,5,,,,,,,,,,
2022,82,,,,,,,,,,,,,,,,,,,,,,,
2022,89,,,,,,,,,,,,,,,,,,,,,,,
2022,90,1.3,0,0,0,0,0,0,5,5,5,10,15,25,15,10,5,5,0,0,,,,
2022,93,,,,,,,,,,,,,,,,,,,,,,,
2022,95,1.2868276342,.0003124864,.0020025963,.0107884087,.0488565745,.1859902979,.5951949238,1.6011418152,3.6207791282,6.8829706727,10.9989558171,14.7750394223,16.6842808425,15.8375495756,12.6377609306,8.4772294101,4.7801264936,2.2658256807,.5951949238,,,,
2022,96,,,,,,,,,,,,,,,,,,,,,,,
2022,97,1.56,,,,,,,,,,,,,,,,,,,,,,
2022,98,1.1,,,,,,,,,,20,30,35,10,5,,,,,,,,
2022,99,1.4,,,,,,,,,,,,70,30,,,,,,,,,
2022,101,1.3,,,,,,,,,,10,35,45,10,,,,,,,,,
2022,102,1.2,,,,,,,,,,,,,,,,,,,,,,
2022,103,,,,,,,,,,,,,,,,,,,,,,,
2022,105,,,,,,,,,,,,,,,,,,,,,,,
2022,107,,,,,,,,,,,,,,,,,,,,,,,
2022,108,,,,,,,,,,,,,,,,,,,,,,,
2022,110,,,,,,,,,,,,,,,,,,,,,,,
2022,112,,,,,,,,,,,,,,,,,,,,,,,
2022,114,1.2,,,,,,,,,,,,,,,,,,,,,,
2022,115,,,,,,,,,,,,,,,,,,,,,,,
2022,117,,,,,,,,,,,,,,,,,,,,,,,
2022,119,1.1,,,,,,,,,5,5,10,60,10,5,5,,,,,,,
2022,121,1.51,0,0,0,0,0,0,0,0,1,5,18,30,35,10,1,0,0,0,,,,
2022,127,1.7,0,0,0,0,0,0,1.5,3.2,5.6,8.1,10.4,12.2,16.5,12.3,10.5,8.6,5.6,5.5,,,,
2022,128,1.7,,,,,,,,1,1,2,4,25,30,20,10,5,2,,,,,
2022Mar,1,,,,,,,,,,,,,,,,,,,,,,,
2022Mar,2,1.2,0,0,0,0,0,0,0,0,0,0,0,60,40,0,0,0,0,0,,,,
2022Mar,4,,,,,,,,,,,,,,,,,,,,,,,
2022Mar,5,1.6,,,,,,,,,,5,10,25,35,20,5,,,,,,,
2022Mar,6,1.3,,,,,,,,,,,10,40,40,5,5,,,,,,,
2022Mar,8,1,,,,,,,2,5,7,15,23,25,16,5,2,,,,,,,
2022Mar,14,1.6,,,,,,,0,0,0,2,12,28,33,19,5,1,0,0,,,,
2022Mar,15,,,,,,,,,,,,,,,,,,,,,,,
2022Mar,16,.8,,,,,,,,,,,,,,,,,,,,,,
2022Mar,20,,,,,,,,,,,,,,,,,,,,,,,
2022Mar,22,,,,,,,,,,,,,,,,,,,,,,,
2022Mar,23,1.3,,,,,,,,,5,15,25,35,20,,,,,,,,,
2022Mar,24,.9392008353,,,,,,,,1,2,14,40,24,15,2,1,1,,,,,,
2022Mar,26,1.4,,,,,,,,,5,15,30,30,15,5,,,,,,,,
2022Mar,30,,,,,,,,,,,,,,,,,,,,,,,
2022Mar,31,2,,,,,,,,,,,,10,25,35,25,5,,,,,,
2022Mar,32,,,,,,,,,,,,,,,,,,,,,,,
2022Mar,33,,,,,,,,,,,,,,,,,,,,,,,
2022Mar,36,1,,,,,,,,,5,15,30,30,15,5,,,,,,,,
2022Mar,37,,,,,,,,,,,,,,,,,,,,,,,
2022Mar,38,,,,,,,,,,,,,,,,,,,,,,,
2022Mar,39,1.4,,,,,,,,,,5,15,30,30,20,,,,,,,,
2022Mar,41,,,,,,,,,,,,,,,,,,,,,,,
2022Mar,42,,,,,,,,,,,,,,,,,,,,,,,
2022Mar,45,,,,,,,,,,,,,,,,,,,,,,,
2022Mar,52,,,,,,,,,,,,,,,,,,,,,,,
2022Mar,54,,,,,,,,,,,20,50,30,,,,,,,,,,
2022Mar,56,1.1,,,,,,,,,,10,30,40,20,,,,,,,,,
2022Mar,61,,,,,,,,,,,,,,,,,,,,,,,
2022Mar,63,1.3,,,,,,,,,,,10,55,35,,,,,,,,,
2022Mar,65,,,,,,,,,,,,,,,,,,,,,,,
2022Mar,68,,,,,,,,,,,,,,,,,,,,,,,
2022Mar,73,.6,,,,,,,,,5,25,65,5,,,,,,,,,,
2022Mar,82,,,,,,,,,,,,,,,,,,,,,,,
2022Mar,89,,,,,,,,,,,,,,,,,,,,,,,
2022Mar,90,1.1,0,0,0,0,0,.5,2.5,5,7,10,15,20,15,10,7,5,2.5,.5,,,,
2022Mar,93,,,,,,,,,,,,,,,,,,,,,,,
2022Mar,95,1.2610663682,.0000513119,.0004606218,.0033631096,.0199713432,.0964591131,.378921274,1.2106662851,3.1460791381,6.649432361,11.4306055321,15.9817244201,18.1738848852,16.8089909451,12.6446044644,7.7363941771,3.8498309993,1.5581686999,.310391319,,,,
2022Mar,96,,,,,,,,,,,,,,,,,,,,,,,
2022Mar,97,,,,,,,,,,,,,,,,,,,,,,,
2022Mar,98,1,,,,,,,,,,20,35,35,10,,,,,,,,,
2022Mar,99,1.3,,,,,,,,,,,10,80,10,,,,,,,,,
2022Mar,101,1.3,,,,,,,,,,,,,,,,,,,,,,
2022Mar,102,,,,,,,,,,,,,,,,,,,,,,,
2022Mar,103,,,,,,,,,,,,,,,,,,,,,,,
2022Mar,105,,,,,,,,,,,,,,,,,,,,,,,
2022Mar,107,,,,,,,,,,,,,,,,,,,,,,,
2022Mar,108,,,,,,,,,,,,,,,,,,,,,,,
2022Mar,110,,,,,,,,,,,,,,,,,,,,,,,
2022Mar,112,,,,,,,,,,,,,,,,,,,,,,,
2022Mar,114,1.1,,,,,,,,,,,,,,,,,,,,,,
2022Mar,115,,,,,,,,,,,,,,,,,,,,,,,
2022Mar,117,,,,,,,,,,,,,,,,,,,,,,,
2022Mar,119,.9,,,,,,,,,5,5,80,5,5,,,,,,,,,
2022Mar,121,1.49,0,0,0,0,0,0,0,0,1,5,18,30,35,10,1,0,0,0,,,,
2022Mar,127,1.6,0,0,0,0,0,0,5.5407383568,3.2049151374,5.5763395688,8.0579193385,10.4813830916,12.2726225167,12.9354022877,12.2728806689,10.4818240463,8.0584278463,5.5768087842,5.5407383568,,,,
2022Mar,128,1.4,,,,,,,,1,1,3,5,30,30,15,8,5,2,,,,,
2024,1,,,,,,,,,,,,,,,,,,,,,,,
2024,2,2,,0,0,0,0,0,0,0,0,0,0,0,50,50,,0,0,0,,,,
2024,4,1.7,1,1,1,1,1,1,1,1,1,6.5,12.5,20,20,12.5,10,5,3.5,1,,,,
2024,5,1.7,,,,,,,,,1,2,7,25,30,25,7,2,1,,,,,
2024,6,1.5,,,,,,,,,,,10,40,40,5,5,,,,,,,
2024,8,1.2,,,,,,,,,,10,30,35,20,5,,,,,,,,
2024,14,2.2,,,,,,,0,0,0,1,5,11,21,25,21,11,4,1,,,,
2024,15,1.95,,,,,,,,,,5,10,15,20,20,15,10,5,,,,,
2024,16,1.4,,,,,,,,,,,,,,,,,,,,,,
2024,20,,,,,,,,,,,,,,,,,,,,,,,
2024,22,,,,,,,,,,,,,,,,,,,,,,,
2024,23,1.5,,,,,,,,,1,9,15,24,27,20,4,,,,,,,
2024,24,1.2,,,,,,,3,5,8,12,15,18,12,10,8,6,3,,,,,
2024,26,1.9,,,,,,,,,,2,8,15,25,25,15,8,2,,,,,
2024,30,,,,,,,,,,,,,,,,,,,,,,,
2024,31,2,,,,,,,,,,,5,15,30,30,15,5,,,,,,
2024,32,,,,,,,,,,,,,,,,,,,,,,,
2024,33,,,,,,,,,,,,,,,,,,,,,,,
2024,36,1.25,,,,,,,,5,10,15,25,25,15,5,,,,,,,,
2024,37,,,,,,,,,,,,,,,,,,,,,,,
2024,38,,,,,,,,,,,,,,,,,,,,,,,
2024,39,1.4,,,,,,,,,,5,15,30,30,15,5,,,,,,,
2024,41,,,,,,,,,,,,,,,,,,,,,,,
2024,42,,,,,,,,,,,,,,,,,,,,,,,
2024,45,,,,,,,,,,,,,,,,,,,,,,,
2024,52,,,,,,,,,,,,,,,,,,,,,,,
2024,54,,,,,,,,,,,15,50,35,,,,,,,,,,
2024,56,1.3,,,,,,,,,,5,20,45,30,,,,,,,,,
2024,61,,,,,,,,,,,,,,,,,,,,,,,
2024,63,1.6,,,,,,,,,,5,15,35,30,15,,,,,,,,
