INFLATION EXPECTATIONS; YEAR-ON-YEAR CHANGE IN HICP,,,,,,,,,,,,,,,,,,,,,,,
TARGET_PERIOD,FCT_SOURCE,POINT,TN1_0,FN1_0TN0_6,FN0_5TN0_1,F0_0T0_4,F0_5T0_9,F1_0T1_4,F1_5T1_9,F2_0T2_4,F2_5T2_9,F3_0T3_4,F3_5T3_9,F4_0,,,,,,,,,
2020,61,1.4,,,,5,20,40,30,5,,,,,,,,,,,,,
2020,63,1.4,0,1,3,5,15,55,15,5,1,0,0,0,,,,,,,,,
2020,68,1.5,,,,,,,,,,,,,,,,,,,,,
2020,80,2,0,0,.2751031637,.6877579092,10.0412654746,15.5433287483,24.7592847317,23.3837689133,14.5804676754,7.1526822558,3.0261348006,.5502063274,,,,,,,,,
2020,82,1.4,,,,,,,,,,,,,,,,,,,,,
2020,85,1.3595980283,.0041536585,.0816689312,.8904167529,5.2585705548,16.8712999361,29.470983966,28.0611722674,14.5625354207,4.1134496874,.6309477938,.0523957309,.0024053003,,,,,,,,,
2020,88,1.4,,,,,,,,,,,,,,,,,,,,,
2020,89,1.544059332,0,0,0,.2,6.1,34.1,44.7,13.9,1,0,0,0,,,,,,,,,
2020,91,1.2,0,0,2.5,10,22.5,35,22.5,5,2.5,0,0,0,,,,,,,,,
2020,93,1.5,,,,,2.5,40,55,2.5,,,,,,,,,,,,,
2020,95,1.3393112113,.3261019329,.7777076134,3.29995178,9.4744183029,18.4056531943,24.1937746993,21.5183886632,12.9499944069,5.2733079295,2.4308761894,1.248803622,.1010216662,,,,,,,,,
2020,96,1.5,,,3,7,10,25,30,15,7,3,,,,,,,,,,,
2020,97,1.4,,,,,,,,,,,,,,,,,,,,,
2020,98,1.4,,,,,10,60,30,,,,,,,,,,,,,,
2020,99,1.1,,,,,5,75,20,,,,,,,,,,,,,,
2020,101,1.3,,,,,10,35,30,20,5,,,,,,,,,,,,
2020,102,1.2,,,,,,,,,,,,,,,,,,,,,
2020,103,1.5,,,,,5,35,45,10,5,,,,,,,,,,,,
2020,107,1.253348,.0034492883,.088258506,1.1245861526,7.0400113573,21.7531383567,33.2893734986,25.265616817,9.5016461687,1.7652546753,.1612950802,.0072114661,.0001586332,,,,,,,,,
2020,108,1.4938575,,,,1.64,13.91,28.11,32.85,18.85,4.64,,,,,,,,,,,,
2020,110,1.3975619801,.0032593096,.0377886602,.5193283122,5.5218008246,17.6057670359,30.1476105411,27.7582504281,13.7401409062,3.6507745715,.9279124845,.0832858893,.0040810368,,,,,,,,,
2020,111,,,,,,,,,,,,,,,,,,,,,,
2020,112,1.2,,,5,10,20,30,20,10,5,,,,,,,,,,,,
2020,114,1.8,,,,,,,,,,,,,,,,,,,,,
2020,115,1.4,.4449038979,1.01813776,3.6397682806,8.6833481503,15.5019088118,20.7119330994,20.7119330995,15.5019088118,8.6833481503,3.6397682806,1.1414788562,.3215628016,,,,,,,,,
2020,116,1.3,0,0,0,5,15,35,25,15,5,0,0,0,,,,,,,,,
2020,127,1.5,.0386911332,.1907260013,1.3302990542,5.6409329348,14.9986176775,25.0273601731,26.220715709,17.2487855523,7.1218106336,1.8441893556,.2991806422,.0386911332,,,,,,,,,
2020,128,1.5,,,1,2,4,30,50,10,2,1,,,,,,,,,,,
2020Jun,1,,,,,,,,,,,,,,,,,,,,,,
2020Jun,4,,,,,,,,,,,,,,,,,,,,,,
2020Jun,6,1.7,,,,,,40,60,,,,,,,,,,,,,,
2020Jun,7,,,,,,,,,,,,,,,,,,,,,,
2020Jun,10,1.1,,,,5,30,60,5,,,,,,,,,,,,,,
2020Jun,14,.7,0,3,8,27,32,20,9,1,0,0,0,0,,,,,,,,,
2020Jun,15,,,,,,,,,,,,,,,,,,,,,,
2020Jun,16,1.4,0,1,2,10,20,34,22,8,2,1,0,0,,,,,,,,,
2020Jun,20,1.3,,,,10,20,35,25,10,,,,,,,,,,,,,
2020Jun,22,1.5,,,,,10,40,40,10,,,,,,,,,,,,,
2020Jun,23,1.3,,,,2,22,28,22,15,10,1,,,,,,,,,,,
2020Jun,24,1.3,,2,3,5,14,20,30,19,5,2,,,,,,,,,,,
2020Jun,26,1.4,,,,5,20,35,25,10,5,,,,,,,,,,,,
2020Jun,32,1.3,,,,,,,,,,,,,,,,,,,,,
2020Jun,33,1.4,,,,,,,,,,,,,,,,,,,,,
2020Jun,38,,,,,,,,,,,,,,,,,,,,,,
2020Jun,39,1.1,,,,5,20,40,25,5,5,,,,,,,,,,,,
2020Jun,41,,,,,,,,,,,,,,,,,,,,,,
2020Jun,45,,,,,,,,,,,,,,,,,,,,,,
2020Jun,47,1.4,,,5,5,25,35,20,5,5,,,,,,,,,,,,
2020Jun,48,1.3,,,,,,45,55,,,,,,,,,,,,,,
2020Jun,52,1.3,0,0,1,7,20,32,25,11,3,1,0,0,,,,,,,,,
2020Jun,54,,,,,,25,50,25,,,,,,,,,,,,,,
2020Jun,56,.8,,,,20,60,20,,,,,,,,,,,,,,,
2020Jun,61,1.4,,,,5,20,40,30,5,,,,,,,,,,,,,
2020Jun,63,1.3,0,1,3,5,15,55,15,5,1,0,0,0,,,,,,,,,
2020Jun,68,1.45,,,,,,,,,,,,,,,,,,,,,
2020Jun,80,,,,,,,,,,,,,,,,,,,,,,
2020Jun,82,1.3,,,,,,,,,,,,,,,,,,,,,
2020Jun,85,1.3136058273,.0000040797,.0010531076,.0830293443,2.0325454837,15.784902265,39.710848274,32.7605548873,8.8385924527,.7673215605,.0209713074,.0001767851,.0000004527,,,,,,,,,
2020Jun,88,1.4,,,,,,,,,,,,,,,,,,,,,
2020Jun,89,1.5402282232,0,0,.1,1.2,10,31.4,37.3,16.9,2.9,.2,0,0,,,,,,,,,
2020Jun,91,1.1,0,0,0,7.5,27.5,35,25,5,0,0,0,0,,,,,,,,,
2020Jun,93,1.5,,,,,2.5,45,50,2.5,,,,,,,,,,,,,
2020Jun,95,1.2398544485,.9221061246,1.5738706835,6.2409633099,8.9917169226,17.1669060815,25.4966255546,20.1694213504,11.0908985191,4.6746855779,2.1458839464,1.4766667682,.0502551613,,,,,,,,,
2020Jun,96,1.5,,,3,7,10,25,30,15,7,3,,,,,,,,,,,
2020Jun,97,1.4,,,,,,,,,,,,,,,,,,,,,
2020Jun,98,1.3,,,,,20,55,25,,,,,,,,,,,,,,
2020Jun,99,1,,,,,,,,,,,,,,,,,,,,,
2020Jun,101,1.3,,,,,,,,,,,,,,,,,,,,,
2020Jun,102,1.4,,,,,,,,,,,,,,,,,,,,,
2020Jun,103,1.5,,,,,5,35,45,10,5,,,,,,,,,,,,
2020Jun,107,1.306894,.0099443253,.1589040385,1.4412395131,7.1985663837,19.8505721559,30.2766985349,25.5626391394,11.943212413,3.0834649297,.4389035045,.0343468359,.0015082261,,,,,,,,,
2020Jun,108,1.54773,,,,1.12,12.65,26.7,33.63,20.23,5.67,,,,,,,,,,,,
2020Jun,110,1.4277728,.0384334771,.1926587168,1.2775382694,9.1286610547,18.7909485231,25.717910089,22.999466378,13.4388087898,4.9693608828,2.7954870135,.5684822306,.0822445752,,,,,,,,,
2020Jun,111,,,,,,,,,,,,,,,,,,,,,,
2020Jun,112,1.1,,,5,10,20,30,20,10,5,,,,,,,,,,,,
2020Jun,114,1.9,,,,,,,,,,,,,,,,,,,,,
2020Jun,115,1.4,.4449038979,1.01813776,3.6397682806,8.6833481503,15.5019088118,20.7119330994,20.7119330995,15.5019088118,8.6833481503,3.6397682806,1.1414788562,.3215628016,,,,,,,,,
2020Jun,116,1.1,0,0,0,5,25,35,25,10,0,0,0,0,,,,,,,,,
2020Jun,127,1.5,.0386911332,.1907260013,1.3302990542,5.6409329348,14.9986176775,25.0273601731,26.220715709,17.2487855523,7.1218106336,1.8441893556,.2991806422,.0386911332,,,,,,,,,
2020Jun,128,1.5,,,1,2,4,30,50,10,2,1,,,,,,,,,,,
2021,1,,,,,,,,,,,,,,,,,,,,,,
2021,4,,,,,,,,,,,,,,,,,,,,,,
2021,6,1.7,,,,,,30,50,20,,,,,,,,,,,,,
2021,7,,,,,,,,,,,,,,,,,,,,,,
2021,10,1.2,,,,5,30,60,5,,,,,,,,,,,,,,
2021,14,1.1,1,2,7,13,22,21,20,9,4,1,0,0,,,,,,,,,
2021,15,1.7,,,,5,10,20,30,20,10,5,,,,,,,,,,,
2021,16,1.2,2,4,7,9,19,23,19,9,5,2,1,0,,,,,,,,,
2021,20,1.5,,,,12,20,28,30,10,,,,,,,,,,,,,
2021,22,1.7,,,,,10,35,45,10,,,,,,,,,,,,,
2021,23,1.3,,,,3,18,23,20,18,15,3,,,,,,,,,,,
2021,24,1.6,1,2,5,11,12,15,14,12,10,10,6,2,,,,,,,,,
2021,26,1.6,,,5,5,10,25,25,15,10,5,,,,,,,,,,,
2021,32,,,,,,,,,,,,,,,,,,,,,,
2021,33,1.5,,0,0,7,14,28,27,12,9,3,0,,,,,,,,,,
2021,38,1.5,,,,,10,40,50,,,,,,,,,,,,,,
2021,39,1.5,,,,,10,30,40,15,5,,,,,,,,,,,,
2021,41,1.4,,,,,10,60,30,,,,,,,,,,,,,,
2021,45,1.525,,,,5,10,30,30,20,5,,,,,,,,,,,,
2021,47,,,,,,,,,,,,,,,,,,,,,,
2021,48,1.5,,,,,,50,50,,,,,,,,,,,,,,
2021,52,,,,,,,,,,,,,,,,,,,,,,
2021,54,,,,,,30,50,20,,,,,,,,,,,,,,
2021,56,1.2,,,,10,20,40,20,10,,,,,,,,,,,,,
2021,61,,,,,,,,,,,,,,,,,,,,,,
2021,63,1.4,1,1,5,10,10,50,10,10,2,1,0,0,,,,,,,,,
2021,68,1.7,,,,,,,,,,,,,,,,,,,,,
2021,80,1.9,.2751031637,.1375515818,1.2379642366,4.2640990371,10.7290233838,15.4057771664,22.9711141679,20.2200825309,14.5804676754,5.7771664374,3.7138927098,.6877579092,,,,,,,,,
2021,82,,,,,,,,,,,,,,,,,,,,,,
2021,85,1.6317487,.0135089862,.132668061,.9010068242,3.9788812137,11.4354616667,21.404615515,26.1042835376,20.7457221786,10.7420284367,3.6223179759,.7949154559,.1245901485,,,,,,,,,
2021,88,1.4,,,,,,,,,,,,,,,,,,,,,
2021,89,1.7542544049,0,0,0,.1,3.2,21,42.9,27.1,5.4,.3,0,0,,,,,,,,,
2021,91,1.2,0,2.5,5,7.5,20,32.5,25,5,2.5,0,0,0,,,,,,,,,
2021,93,1.8,,,,,5,7.5,52.5,30,5,,,,,,,,,,,,
2021,95,1.3452108369,1.5859715175,2.1069191615,5.2488842868,9.4290567684,15.2117943893,20.290168937,17.7397922989,14.57264723,8.8388798533,3.5246166074,1.1919343741,.2593345758,,,,,,,,,
2021,96,1.6,,,3,7,10,20,35,15,7,3,,,,,,,,,,,
2021,97,,,,,,,,,,,,,,,,,,,,,,
2021,98,1.7,,,,5,10,30,45,10,,,,,,,,,,,,,
2021,99,1.4,,,,,5,70,25,,,,,,,,,,,,,,
2021,101,1.5,,,,2.5,5,25,35,25,5,2.5,,,,,,,,,,,
2021,102,1.3,,,,,,,,,,,,,,,,,,,,,
2021,103,1.6,,,,5,10,25,35,15,10,,,,,,,,,,,,
2021,107,1.249766,.0430583958,.4125058664,2.5270624066,9.3431154924,20.8756416141,28.2130774812,23.0715424564,11.4134173576,3.4128865878,.6160932269,.0670341599,.0045649549,,,,,,,,,
2021,108,1.676415,,,,.07,8.67,23.11,34.61,24.18,9.25,.11,,,,,,,,,,,
2021,110,,,,,,,,,,,,,,,,,,,,,,
2021,111,,,,,,,,,,,,,,,,,,,,,,
2021,112,1.4,,,5,10,20,30,20,10,5,,,,,,,,,,,,
2021,114,1.8,,,,,,,,,,,,,,,,,,,,,
2021,115,,,,,,,,,,,,,,,,,,,,,,
2021,116,,,,,,,,,,,,,,,,,,,,,,
2021,127,1.8,.3913613695,1.0014949663,3.3771162138,8.1417725013,14.7764418343,20.1906243238,20.7723625789,16.090917594,9.3845210369,4.1203432442,1.3616829675,.3913613695,,,,,,,,,
2021,128,1.9,1,1,1,2,6,15,30,25,10,6,2,1,,,,,,,,,
2021Jun,1,,,,,,,,,,,,,,,,,,,,,,
2021Jun,4,,,,,,,,,,,,,,,,,,,,,,
2021Jun,6,1.7,,,,,,30,50,20,,,,,,,,,,,,,
2021Jun,7,,,,,,,,,,,,,,,,,,,,,,
2021Jun,10,1.2,,,,5,30,60,5,,,,,,,,,,,,,,
2021Jun,14,1.1,1,2,7,13,20,25,18,10,4,0,0,0,,,,,,,,,
2021Jun,15,,,,,,,,,,,,,,,,,,,,,,
2021Jun,16,1.2,2,4,7,9,19,23,19,9,5,2,1,0,,,,,,,,,
2021Jun,20,1.5,,,,12,20,28,30,10,,,,,,,,,,,,,
2021Jun,22,1.7,,,,,10,35,45,10,,,,,,,,,,,,,
2021Jun,23,1.2,,,,3,18,23,20,18,15,3,,,,,,,,,,,
2021Jun,24,1.4,.5,2,3.5,9,15,20,20,15,9,3.5,2,.5,,,,,,,,,
2021Jun,26,1.6,,,5,5,10,25,25,15,10,5,,,,,,,,,,,
2021Jun,32,,,,,,,,,,,,,,,,,,,,,,
2021Jun,33,1.5,,,,,,,,,,,,,,,,,,,,,
2021Jun,38,,,,,,,,,,,,,,,,,,,,,,
2021Jun,39,1.6,,,,5,10,20,35,20,10,,,,,,,,,,,,
2021Jun,41,,,,,,,,,,,,,,,,,,,,,,
2021Jun,45,,,,,,,,,,,,,,,,,,,,,,
2021Jun,47,,,,,,,,,,,,,,,,,,,,,,
2021Jun,48,1.4,,,,,,50,50,,,,,,,,,,,,,,
2021Jun,52,,,,,,,,,,,,,,,,,,,,,,
2021Jun,54,,,,,,40,50,10,,,,,,,,,,,,,,
2021Jun,56,1.2,,,,10,20,40,20,10,,,,,,,,,,,,,
2021Jun,61,,,,,,,,,,,,,,,,,,,,,,
2021Jun,63,1.4,1,1,5,10,10,50,10,10,2,1,0,0,,,,,,,,,
2021Jun,68,1.7,,,,,,,,,,,,,,,,,,,,,
2021Jun,80,,,,,,,,,,,,,,,,,,,,,,
2021Jun,82,,,,,,,,,,,,,,,,,,,,,,
2021Jun,85,1.6163507687,.0028581822,.0484083011,.498665747,3.0273290897,10.8513175704,23.0001426792,28.8550807248,21.4333264678,9.4223687197,2.448951297,.375725922,.0358252991,,,,,,,,,
2021Jun,88,1.4,,,,,,,,,,,,,,,,,,,,,
2021Jun,89,1.5402282232,0,0,.3,2.8,12.5,28.2,32,18.2,5.2,.7,.1,0,,,,,,,,,
2021Jun,91,1.2,0,0,5,7.5,23.75,32.5,23.75,5,2.5,0,0,0,,,,,,,,,
2021Jun,93,1.7,,,,,5,7.5,52.5,30,5,,,,,,,,,,,,
2021Jun,95,1.3762810933,1.8480848873,2.4862968927,4.8338453402,9.8832170341,15.0220188257,19.2386851173,16.36034179,13.6361906511,9.6731727367,4.854507703,1.5817635411,.5818754808,,,,,,,,,
2021Jun,96,1.6,,,3,7,10,20,35,15,7,3,,,,,,,,,,,
2021Jun,97,,,,,,,,,,,,,,,,,,,,,,
2021Jun,98,1.6,,,,5,15,30,40,10,,,,,,,,,,,,,
2021Jun,99,1.4,,,,,,,,,,,,,,,,,,,,,
2021Jun,101,1.5,,,,,,,,,,,,,,,,,,,,,
2021Jun,102,,,,,,,,,,,,,,,,,,,,,,
2021Jun,103,1.6,,,,5,10,25,35,15,10,,,,,,,,,,,,
2021Jun,107,1.234666,.0611178564,.5158375348,2.8742860275,9.8862131327,21.0135182549,27.6221071416,22.4607937339,11.2956664774,3.5109342469,.6737395964,.0797129603,.0060730372,,,,,,,,,
2021Jun,108,1.60519,,,,.35,10.53,25.15,34.63,22.15,7.19,,,,,,,,,,,,
2021Jun,110,,,,,,,,,,,,,,,,,,,,,,
2021Jun,111,,,,,,,,,,,,,,,,,,,,,,
2021Jun,112,1.4,,,5,10,20,30,20,10,5,,,,,,,,,,,,
2021Jun,114,1.7,,,,,,,,,,,,,,,,,,,,,
2021Jun,115,,,,,,,,,,,,,,,,,,,,,,
2021Jun,116,,,,,,,,,,,,,,,,,,,,,,
2021Jun,127,1.8,.3913613695,1.0014949663,3.3771162138,8.1417725013,14.7764418343,20.1906243238,20.7723625789,16.090917594,9.3845210369,4.1203432442,1.3616829675,.3913613695,,,,,,,,,
2021Jun,128,1.9,1,1,1,2,6,15,30,25,10,6,2,1,,,,,,,,,
2024,1,,,,,,,,,,,,,,,,,,,,,,
2024,4,,,,,,,,,,,,,,,,,,,,,,
2024,6,1.7,,,,,,30,50,20,,,,,,,,,,,,,
2024,7,,,,,,,,,,,,,,,,,,,,,,
2024,10,1.5,,,,2,3,42,51,2,,,,,,,,,,,,,
2024,14,1.5,2,3,4,10,12,19,17,14,11,5,2,1,,,,,,,,,
2024,15,1.9,,,,5,10,15,20,20,15,10,5,,,,,,,,,,
2024,16,1.6,1,2,3,5,11,20,22,17,9,6,3,1,,,,,,,,,
2024,20,1.8,,,3,7,13,25,30,17,5,,,,,,,,,,,,
2024,22,1.7,,,,,10,30,40,20,,,,,,,,,,,,,
2024,23,1.6,,,2,4,14,18,20,18,14,8,2,,,,,,,,,,
2024,24,,,,,,,,,,,,,,,,,,,,,,
2024,26,2,,,5,5,10,10,20,20,10,10,5,5,,,,,,,,,
2024,32,,,,,,,,,,,,,,,,,,,,,,
2024,33,1.8,,0,0,6,12,18,24,18,9,9,4,,,,,,,,,,
2024,38,1.7,,,,,,20,70,10,,,,,,,,,,,,,
2024,39,1.6,,,,5,10,15,40,20,10,,,,,,,,,,,,
2024,41,,,,,,,,,,,,,,,,,,,,,,
2024,45,1.8,,,,,5,25,35,20,10,5,,,,,,,,,,,
2024,47,1.9,,,,,,,,,,,,,,,,,,,,,
2024,48,1.5,,,,,,,,,,,,,,,,,,,,,
2024,52,,,,,,,,,,,,,,,,,,,,,,
2024,54,,,,,,30,50,20,,,,,,,,,,,,,,
2024,56,1.3,,,,,25,50,25,,,,,,,,,,,,,,
2024,61,,,,,,,,,,,,,,,,,,,,,,
2024,63,1.7,1,1,1.5,2,5,15,50,15,5,2,1.5,1,,,,,,,,,
2024,68,1.9,,,,,,,,,,,,,,,,,,,,,
2024,80,1.7,3.4387895461,3.1636863824,6.1898211829,9.2159559835,14.5804676754,16.0935350757,16.7812929848,10.3163686382,9.4910591472,6.0522696011,2.2008253095,2.4759284732,,,,,,,,,
2024,82,,,,,,,,,,,,,,,,,,,,,,
2024,85,1.8654175134,.0242663737,.1620227807,.8518901202,3.1970269088,8.5671151458,16.3977246036,22.422614165,21.9072870543,15.2928069378,7.6265712407,2.7165381954,.834136474,,,,,,,,,
2024,88,1.6,,,,,,,,,,,,,,,,,,,,,
2024,89,2,0,0,0,2.5,10,23,29,23,12.5,0,0,0,,,,,,,,,
2024,91,1.5,0,0,5,7.5,15,20,30,17.5,5,0,0,0,,,,,,,,,
2024,93,,,,,,,,,,,,,,,,,,,,,,
2024,95,1.5602235455,1.4437631182,2.7303626346,4.3840524398,8.2041576663,12.2379421339,16.88445167,17.8231275723,14.0779402778,10.541847945,6.4204299508,3.1803960948,2.0715284965,,,,,,,,,
2024,96,2,,,,,,,,,,,,,,,,,,,,,
2024,97,,,,,,,,,,,,,,,,,,,,,,
2024,98,1.9,,,,,10,30,30,25,5,,,,,,,,,,,,
2024,99,1.6,,,,,5,25,70,,,,,,,,,,,,,,
2024,101,1.5,,,2.5,5,12.5,25,35,12.5,5,2.5,,,,,,,,,,,
2024,102,,,,,,,,,,,,,,,,,,,,,,
2024,103,1.8,,,,5,10,25,30,20,10,,,,,,,,,,,,
2024,107,1.9,.0001573862,.0050721514,.0920424623,.9274040078,5.2030094817,16.2941399317,28.5377404107,27.9805077603,15.3576122592,4.713661344,.8074531034,.0811997013,,,,,,,,,
2024,108,1.7373525,,,,,6.85,21.12,33.87,25.97,11.54,.65,,,,,,,,,,,
2024,110,1.6,.2061114976,.554425375,2.2745751338,6.2401404107,12.72070316,19.2716829614,21.7000802214,18.1613527004,11.2969772138,5.2222348887,1.7937269145,.5579895227,,,,,,,,,
2024,111,,,,,,,,,,,,,,,,,,,,,,
2024,112,1.8,,,,5,10,20,30,25,10,,,,,,,,,,,,
2024,114,2.2,,,,,,,,,,,,,,,,,,,,,
2024,115,,,,,,,,,,,,,,,,,,,,,,
2024,116,1.8,0,0,2.5,5,10,20,25,20,10,5,2.5,0,,,,,,,,,
2024,127,1.8,2.9677370836,3.069021565,5.9597950822,9.3024814996,12.5773407802,14.7300656785,14.9433554408,13.131650563,9.9957831603,6.5907926564,3.7642394068,2.9677370836,,,,,,,,,
2024,128,1.9,1,1,1,2,5,10,35,25,10,5,3,2,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
CORE INFLATION EXPECTATIONS; YEAR-ON-YEAR CHANGE IN CORE,,,,,,,,,,,,,,,,,,,,,,,
TARGET_PERIOD,FCT_SOURCE,POINT,TN1_0,FN1_0TN0_6,FN0_5TN0_1,F0_0T0_4,F0_5T0_9,F1_0T1_4,F1_5T1_9,F2_0T2_4,F2_5T2_9,F3_0T3_4,F3_5T3_9,F4_0,,,,,,,,,
2019,1,,,,,,,,,,,,,,,,,,,,,,
2019,4,,,,,,,,,,,,,,,,,,,,,,
