INFLATION EXPECTATIONS; YEAR-ON-YEAR CHANGE IN HICP,,,,,,,,,,,,,,,,,,,,,,,
TARGET_PERIOD,FCT_SOURCE,POINT,TN1_0,FN1_0TN0_6,FN0_5TN0_1,F0_0T0_4,F0_5T0_9,F1_0T1_4,F1_5T1_9,F2_0T2_4,F2_5T2_9,F3_0T3_4,F3_5T3_9,F4_0,,,,,,,,,
2018Dec,41,,,,,,,,,,,,,,,,,,,,,,
2018Dec,45,,,,,,,,,,,,,,,,,,,,,,
2018Dec,47,1.6,,,,,,,,,,,,,,,,,,,,,
2018Dec,48,1.3,,,,,,,,,,,,,,,,,,,,,
2018Dec,49,1.1,,,,,,,,,,,,,,,,,,,,,
2018Dec,52,1.7,0,0,0,1,7,23,37,24,7,1,0,0,,,,,,,,,
2018Dec,56,1.3,,,,,10,60,30,,,,,,,,,,,,,,
2018Dec,59,1.7,,,,,,35,55,10,,,,,,,,,,,,,
2018Dec,61,1.1,,,,5,10,30,35,15,5,,,,,,,,,,,,
2018Dec,63,1.5,,,,,15,35,50,,,,,,,,,,,,,,
2018Dec,67,,,,,,,,,,,,,,,,,,,,,,
2018Dec,68,1.5,,,,,,,,,,,,,,,,,,,,,
2018Dec,80,,,,,,,,,,,,,,,,,,,,,,
2018Dec,82,1.2,,,,,,,,,,,,,,,,,,,,,
2018Dec,85,1.5091768195,.0000003352,.0001382439,.0173094392,.6679292282,8.1058090158,31.6239907601,40.328678739,16.8687593294,2.2875483842,.0985126912,.0013184403,.0000053935,,,,,,,,,
2018Dec,88,1.5,,,,5,5,30,50,10,,,,,,,,,,,,,
2018Dec,89,1.4,,,1,5,17.5,33,23,15,2.5,2,1,,,,,,,,,,
2018Dec,91,1.4,0,0,0,2.5,17.5,37.5,30,10,2.5,0,0,0,,,,,,,,,
2018Dec,93,1.2,,,,5,10,62.5,20,2.5,,,,,,,,,,,,,
2018Dec,94,1.7,,.5,1,3,10,19,36,19,7,3,1,.5,,,,,,,,,
2018Dec,95,.7479523716,2.9002041585,4.5039929182,10.4221302063,19.1101996705,21.3840216429,20.5466991441,13.0180465713,5.7020322663,1.6100238729,.6507230001,.1114279474,.0404986015,,,,,,,,,
2018Dec,96,1.5,,,,5,10,30,35,15,5,,,,,,,,,,,,
2018Dec,98,1.43,,,,,10,35,35,20,,,,,,,,,,,,,
2018Dec,99,1.6,,,,,,,,,,,,,,,,,,,,,
2018Dec,101,1.7,,,,,,,,,,,,,,,,,,,,,
2018Dec,103,1.7,,,,5,10,25,40,15,5,,,,,,,,,,,,
2018Dec,107,1.8741266356,0,0,.0644903356,.8143010891,5.295809975,17.8069895545,31.0466819723,28.1086239359,13.2113617581,3.2173457203,.4046571793,.0297384799,,,,,,,,,
2018Dec,108,1.81066,,,,,4.71,19.15,33.4,28.37,13.28,1.09,,,,,,,,,,,
2018Dec,110,1.5,0,0,0,1,8,33,40,16,2,0,0,0,,,,,,,,,
2018Dec,111,,,,,,,,,,,,,,,,,,,,,,
2018Dec,112,1.7,,,,5,10,20,30,20,10,5,,,,,,,,,,,
2018Dec,115,1.6,.342361235,.7640601901,2.7456151879,6.7479566297,12.7291652684,18.4317356112,20.4878888989,17.4823723814,11.4515547419,5.7578434123,2.2219769451,.8374694981,,,,,,,,,
2018Dec,116,1.6,0,0,0,2.5,12.5,30,35,17.5,2.5,0,0,0,,,,,,,,,
2019,1,1.7,,,1,2,7,26,50,10,4,,,,,,,,,,,,
2019,2,1.5,,,,,,40,60,,,,,,,,,,,,,,
2019,5,1.7,,,,2.5,10,20,35,20,10,2.5,,,,,,,,,,,
2019,6,2.1,,,,,,,30,50,20,,,,,,,,,,,,
2019,7,,,,,,,,,,,,,,,,,,,,,,
2019,14,1.9,0,0,0,2,8,18,27,25,14,5,1,0,,,,,,,,,
2019,15,1.65,,,,5,10,20,35,20,5,5,,,,,,,,,,,
2019,16,1.6,1,2,7,10,13,17,18,14,10,5,2,1,,,,,,,,,
2019,20,1.6,,,,,10,35,45,10,,,,,,,,,,,,,
2019,22,1.7,,,,,10,30,50,10,,,,,,,,,,,,,
2019,23,1.7,,,1,8,15,20,25,18,10,3,,,,,,,,,,,
2019,24,1.5,,,3,10,16,16,23,20,10,2,,,,,,,,,,,
2019,26,1.6,,,5,5,10,20,35,15,5,5,,,,,,,,,,,
2019,29,1.7,,,,,,30,50,20,,,,,,,,,,,,,
2019,30,1.7,,,,,,20,75,5,,,,,,,,,,,,,
2019,31,1.7,,,,,10,30,35,20,5,,,,,,,,,,,,
2019,32,1.7,.0000643893,.002669317,.0822916787,1.1588858496,7.6600886152,23.7281970571,34.6062083095,23.7996782939,7.706402643,1.1699668172,.0827923711,.0027546584,,,,,,,,,
2019,33,1.7,0,0,0,0,4,16,43,27,10,0,0,0,,,,,,,,,
2019,35,,,,,,,,,,,,,,,,,,,,,,
2019,36,1.8,,,,,,20,60,15,5,,,,,,,,,,,,
2019,37,2,,,,,,6,40,46,8,,,,,,,,,,,,
2019,38,1.6,,,,,,40,60,,,,,,,,,,,,,,
2019,39,1.6,,,,3,10,20,46,16,5,,,,,,,,,,,,
2019,41,1.6,,,,,,30,70,,,,,,,,,,,,,,
2019,45,1.625,,,,5,5,25,35,25,5,,,,,,,,,,,,
2019,47,1.5,,,,5,15,20,30,25,5,,,,,,,,,,,,
2019,48,1.4,,,,,,50,50,,,,,,,,,,,,,,
2019,49,1.3,,,,,,,,,,,,,,,,,,,,,
2019,52,1.7,0,0,0,2,9,23,32,22,9,2,1,0,,,,,,,,,
2019,56,1.2,,,,,10,60,30,,,,,,,,,,,,,,
2019,59,1.6,,,,,,30,60,10,,,,,,,,,,,,,
2019,61,,,,,,,,,,,,,,,,,,,,,,
2019,63,1.7,,,,,15,35,40,10,,,,,,,,,,,,,
2019,67,,,,,,,,,,,,,,,,,,,,,,
2019,68,1.7,,,,,,,,,,,,,,,,,,,,,
2019,80,1.5768,0,0,.8547008547,4.2735042735,12.3931623932,30.1282051281,27.1367521368,20.0854700855,5.1282051282,0,0,0,,,,,,,,,
2019,82,1.5,,,,,,,,,,,,,,,,,,,,,
2019,85,1.6001261799,.0016332782,.0339805553,.40976807,2.7967029392,10.829310654,23.8370420711,29.8639834842,21.3034879523,8.6480295088,1.9949499315,.2609734587,.0201380967,,,,,,,,,
2019,88,1.68,,,,2.5,5,10,60,15,5,2.5,,,,,,,,,,,
2019,89,1.8,,,0,2.5,10,15,30,25,10,5,2.5,,,,,,,,,,
2019,91,1.6,0,0,2.5,5,10,30,35,10,5,2.5,0,0,,,,,,,,,
2019,93,1.8,,,,,,10,67,17.5,5.5,,,,,,,,,,,,
2019,94,1.7,.5,1,2,3,5,18,40,18,8,3,1,.5,,,,,,,,,
2019,95,1.706991005,.3778306484,.9010733826,3.8234146893,5.3120552594,9.9947633124,16.7010397254,19.2665298285,21.8025378312,12.9081182155,7.3486924867,1.446898146,.1170464746,,,,,,,,,
2019,96,1.6,,,,5,10,25,30,20,7,3,,,,,,,,,,,
2019,98,1.7,,,,,,35,35,25,5,,,,,,,,,,,,
2019,99,1.6,,,,,,20,70,10,,,,,,,,,,,,,
2019,101,1.7,,,,,5,30,50,15,,,,,,,,,,,,,
2019,103,1.8,,,,5,10,20,40,20,5,,,,,,,,,,,,
2019,107,2.0675916429,0,0,.0193375645,.3217664077,2.7411259431,12.0045557432,27.1185316949,31.6671127715,19.123063331,5.9638202663,.9577842597,.0829020181,,,,,,,,,
2019,108,1.589345,,,,.56,11.16,25.46,34.17,21.63,7.02,,,,,,,,,,,,
2019,110,1.6,0,0,0,1,7,27,39,22,4,0,0,0,,,,,,,,,
2019,111,,,,,,,,,,,,,,,,,,,,,,
2019,112,1.7,,,,5,10,20,30,20,10,5,,,,,,,,,,,
2019,115,1.6,.342361235,.7640601901,2.7456151879,6.7479566297,12.7291652684,18.4317356112,20.4878888989,17.4823723814,11.4515547419,5.7578434123,2.2219769451,.8374694981,,,,,,,,,
2019,116,1.52,0,0,0,5,15,30,30,15,5,0,0,0,,,,,,,,,
2019Dec,1,1.8,,1,2,3,7,26,50,10,1,,,,,,,,,,,,
2019Dec,2,1.5,,,,,,40,60,,,,,,,,,,,,,,
2019Dec,5,1.9,,,,2.5,5,20,30,25,10,5,2.5,,,,,,,,,,
2019Dec,6,2.2,,,,,,,20,60,20,,,,,,,,,,,,
2019Dec,7,,,,,,,,,,,,,,,,,,,,,,
2019Dec,14,2.1,0,0,0,2,7,15,22,24,17,9,3,1,,,,,,,,,
2019Dec,15,,,,,,,,,,,,,,,,,,,,,,
2019Dec,16,1.5,1,2,2,7,14,16,18,14,11,9,4,2,,,,,,,,,
2019Dec,20,1.7,,,,4,10,28,38,15,5,,,,,,,,,,,,
2019Dec,22,1.9,,,,,10,20,50,20,,,,,,,,,,,,,
2019Dec,23,1.8,,,1,8,14,19,24,18,12,4,,,,,,,,,,,
2019Dec,24,1.6,,,2,10,16,18,18,15,13,5,3,,,,,,,,,,
2019Dec,26,1.7,,,5,5,10,15,35,15,10,5,,,,,,,,,,,
2019Dec,29,1.8,,,,,,10,60,30,,,,,,,,,,,,,
2019Dec,30,1.8,,,,,,,,,,,,,,,,,,,,,
2019Dec,31,1.9,,,,,10,20,35,25,10,,,,,,,,,,,,
2019Dec,32,1.7,,,,,,,,,,,,,,,,,,,,,
2019Dec,33,1.8,,,,,,,,,,,,,,,,,,,,,
2019Dec,35,,,,,,,,,,,,,,,,,,,,,,
2019Dec,36,1.9,,,,,,20,60,15,5,,,,,,,,,,,,
2019Dec,37,2,,,,,,1,45,47,7,,,,,,,,,,,,
2019Dec,38,1.4,,,,,,,,,,,,,,,,,,,,,
2019Dec,39,1.8,,,,,10,20,33,27,10,,,,,,,,,,,,
2019Dec,41,,,,,,,,,,,,,,,,,,,,,,
2019Dec,45,,,,,,,,,,,,,,,,,,,,,,
2019Dec,47,1.5,,,,,,,,,,,,,,,,,,,,,
2019Dec,48,1.4,,,,,,,,,,,,,,,,,,,,,
2019Dec,49,1.4,,,,,,,,,,,,,,,,,,,,,
2019Dec,52,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
2019Dec,56,1.3,,,,,10,60,30,,,,,,,,,,,,,,
2019Dec,59,1.8,,,,,,10,70,20,,,,,,,,,,,,,
2019Dec,61,,,,,,,,,,,,,,,,,,,,,,
2019Dec,63,1.8,,,,,15,35,40,10,,,,,,,,,,,,,
2019Dec,67,,,,,,,,,,,,,,,,,,,,,,
2019Dec,68,1.85,,,,,,,,,,,,,,,,,,,,,
2019Dec,80,,,,,,,,,,,,,,,,,,,,,,
2019Dec,82,1.6,,,,,,,,,,,,,,,,,,,,,
2019Dec,85,1.71197228,.0007588241,.018005419,.2466953799,1.9119230495,8.4024310783,20.9830721278,29.8185063973,24.1273255252,11.1118152219,2.9092104319,.4321503455,.0381061996,,,,,,,,,
2019Dec,88,1.9,,,,,5,10,40,20,15,7.5,2.5,,,,,,,,,,
2019Dec,89,2,,,0,2,5,15,25.5,30,15,5,2.5,,,,,,,,,,
2019Dec,91,1.7,0,0,2.5,5,7.5,30,35,12.5,5,2.5,0,0,,,,,,,,,
2019Dec,93,2,,,,,,2.5,32.5,62.5,2.5,,,,,,,,,,,,
2019Dec,94,1.6,,.5,2,5,11,19,34,18,6,3,1,.5,,,,,,,,,
2019Dec,95,1.0486538547,4.7775580511,5.4126443873,7.7486956216,10.8143216575,15.9279559598,17.1854467238,15.3007082772,12.5898987786,6.6872737484,2.8717163994,.5945087122,.0892716831,,,,,,,,,
2019Dec,96,1.6,,,2,3,10,25,30,20,7,3,,,,,,,,,,,
2019Dec,98,1.85,,,,,10,25,35,25,5,,,,,,,,,,,,
2019Dec,99,1.8,,,,,,,,,,,,,,,,,,,,,
2019Dec,101,1.9,,,,,,,,,,,,,,,,,,,,,
2019Dec,103,1.8,,,,5,10,20,40,20,5,,,,,,,,,,,,
2019Dec,107,2.1422772548,0,0,.1293855648,.9184621408,4.1639274349,12.0685988757,22.3802958222,26.566964239,20.19043819,9.8215650411,3.056344775,.7040179165,,,,,,,,,
2019Dec,108,1.63361,,,,.28,9.94,24.14,34.27,22.91,8.41,.05,,,,,,,,,,,
2019Dec,110,1.6,0,0,0,1,9,26,35,22,6,1,0,0,,,,,,,,,
2019Dec,111,,,,,,,,,,,,,,,,,,,,,,
2019Dec,112,1.8,,,,5,10,20,30,20,10,5,,,,,,,,,,,
2019Dec,115,1.6,.342361235,.7640601901,2.7456151879,6.7479566297,12.7291652684,18.4317356112,20.4878888989,17.4823723814,11.4515547419,5.7578434123,2.2219769451,.8374694981,,,,,,,,,
2019Dec,116,1.6,0,0,2.5,5,12.5,25,30,15,7.5,2.5,0,0,,,,,,,,,
2020,1,1.9,,1,2,7,10,20,40,15,5,,,,,,,,,,,,
2020,2,1.7,,,,,,30,60,10,,,,,,,,,,,,,
2020,5,1.9,,,,2.5,5,20,30,25,10,5,2.5,,,,,,,,,,
2020,6,2.2,,,,,,,20,60,20,,,,,,,,,,,,
2020,7,,,,,,,,,,,,,,,,,,,,,,
2020,14,2.2,0,0,0,1,4,9,17,21,21,15,8,4,,,,,,,,,
2020,15,1.775,,,,5,10,15,30,20,15,5,,,,,,,,,,,
2020,16,1.5,1,2,7,10,13,17,18,14,10,5,2,1,,,,,,,,,
2020,20,1.7,,,,5,12,28,35,15,5,,,,,,,,,,,,
2020,22,1.8,,,,,10,25,50,15,,,,,,,,,,,,,
2020,23,1.7,,,1,8,13,18,22,18,13,6,1,,,,,,,,,,
2020,24,1.7,,,5,6,13,17,20,16.5,12,8.5,2,,,,,,,,,,
2020,26,1.8,,,5,5,10,15,25,20,10,5,5,,,,,,,,,,
2020,29,1.7,,,,,,30,50,20,,,,,,,,,,,,,
2020,30,1.8,,,,,,10,80,10,,,,,,,,,,,,,
2020,31,1.8,,,,5,15,20,30,20,10,,,,,,,,,,,,
2020,32,,,,,,,,,,,,,,,,,,,,,,
2020,33,1.9,,,,,,,,,,,,,,,,,,,,,
2020,35,,,,,,,,,,,,,,,,,,,,,,
2020,36,1.9,,,,,10,15,50,15,10,,,,,,,,,,,,
2020,37,2.2,,,,,,4,37,50,9,,,,,,,,,,,,
2020,38,1.7,,,,,,30,60,10,,,,,,,,,,,,,
2020,39,1.7,,,,5,10,25,35,20,5,,,,,,,,,,,,
2020,41,1.7,,,,,,20,80,,,,,,,,,,,,,,
2020,45,1.625,,,,5,5,25,35,25,5,,,,,,,,,,,,
2020,47,,,,,,,,,,,,,,,,,,,,,,
2020,48,,,,,,,,,,,,,,,,,,,,,,
2020,49,1.5,,,,,,,,,,,,,,,,,,,,,
2020,52,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
2020,56,1.3,,,,,10,60,30,,,,,,,,,,,,,,
2020,59,1.7,,,,,,20,70,10,,,,,,,,,,,,,
2020,61,,,,,,,,,,,,,,,,,,,,,,
2020,63,1.8,,,,,10,30,40,20,,,,,,,,,,,,,
2020,67,,,,,,,,,,,,,,,,,,,,,,
2020,68,1.9,,,,,,,,,,,,,,,,,,,,,
2020,80,1.5541,0,.4273504274,1.9230769231,4.4871794872,15.5982905983,24.7863247861,24.358974359,21.5811965812,5.5555555556,1.0683760684,.2136752137,0,,,,,,,,,
2020,82,,,,,,,,,,,,,,,,,,,,,,
2020,85,1.8420278595,.0117749466,.1016837532,.6466326667,2.8129736737,8.3760402787,17.0799937783,23.8593149832,22.8359996313,14.9749213764,6.7267153688,2.0690639726,.5048855705,,,,,,,,,
2020,88,1.9,,,,,5,10,40,20,15,7.5,2.5,,,,,,,,,,
2020,89,1.8,,,0,2.5,10,15,30,25,10,5,2.5,,,,,,,,,,
2020,91,1.6,0,0,2.5,7.5,12.5,25,30,12.5,7.5,2.5,0,0,,,,,,,,,
2020,93,2,,,,,,10,22.5,57.5,10,,,,,,,,,,,,
2020,94,1.7,.5,1,2,3,5,18,40,18,8,3,1,.5,,,,,,,,,
2020,95,1.7804281203,.6102091701,1.1471682579,3.3611948513,5.6208307984,11.5813021683,13.7422390844,19.3095363691,18.0940634614,13.2085749879,7.730976659,3.2775838282,2.316320364,,,,,,,,,
2020,96,1.7,,,2,3,10,20,30,25,7,3,,,,,,,,,,,
2020,98,1.7,,,,,5,30,35,25,5,,,,,,,,,,,,
2020,99,1.8,,,,,,20,70,10,,,,,,,,,,,,,
2020,101,1.9,,,,,,,,,,,,,,,,,,,,,
2020,103,1.8,,,,5,10,20,35,20,10,,,,,,,,,,,,
2020,107,2.0963437671,0,0,.1745807534,1.1403966181,4.8052265658,13.0729316944,22.9793825644,26.1090896518,19.1767629847,9.1030678516,2.7912174784,.6473438374,,,,,,,,,
2020,108,1.581325,,,,.64,11.38,25.61,34,21.42,6.95,,,,,,,,,,,,
2020,110,,,,,,,,,,,,,,,,,,,,,,
2020,111,,,,,,,,,,,,,,,,,,,,,,
2020,112,1.8,,,,5,10,20,30,20,10,5,,,,,,,,,,,
2020,115,,,,,,,,,,,,,,,,,,,,,,
2020,116,,,,,,,,,,,,,,,,,,,,,,
2022,1,1.8,,1,2,4,8,25,46,10,3,1,,,,,,,,,,,
2022,2,1.8,,,,,,30,40,30,,,,,,,,,,,,,
2022,5,1.7,,,,2.5,10,20,35,20,10,2.5,,,,,,,,,,,
2022,6,2,,,,,,,40,60,,,,,,,,,,,,,
2022,7,,,,,,,,,,,,,,,,,,,,,,
2022,14,2.4,0,0,1,3,5,10,14,19,18,14,9,7,,,,,,,,,
2022,15,1.95,,,,5,10,15,20,20,15,10,5,,,,,,,,,,
2022,16,1.6,5,5,6,7,13,14,16,12,9,7,5,1,,,,,,,,,
2022,20,1.9,,,5,8,14,18,30,20,5,,,,,,,,,,,,
2022,22,1.8,,,,,10,20,55,15,,,,,,,,,,,,,
2022,23,2.1,,1,2,4,10,15,17,18,16,11,5,1,,,,,,,,,
2022,24,1.9,,1,3.5,8,11,13,14,14.2,14,12.1,7,2.2,,,,,,,,,
2022,26,2,,,5,5,10,10,20,20,10,10,5,5,,,,,,,,,
2022,29,1.8,,,,,,10,60,30,,,,,,,,,,,,,
2022,30,1.9,,,,,,,,,,,,,,,,,,,,,
2022,31,1.8,,,,5,10,25,30,20,10,,,,,,,,,,,,
2022,32,1.8,,,,,,,,,,,,,,,,,,,,,
2022,33,2.1,0,0,0,1,2,10,25,35,21,5,1,0,,,,,,,,,
2022,35,,,,,,,,,,,,,,,,,,,,,,
2022,36,1.9,,,,,10,15,50,15,10,,,,,,,,,,,,
2022,37,2.2,,,,,,1,29,46,22,2,,,,,,,,,,,
2022,38,1.7,,,,,,,,,,,,,,,,,,,,,
2022,39,1.8,,,,5,10,20,35,20,10,,,,,,,,,,,,
2022,41,,,,,,,,,,,,,,,,,,,,,,
2022,45,1.7,,,,,5,20,50,20,5,,,,,,,,,,,,
2022,47,,,,,,,,,,,,,,,,,,,,,,
2022,48,1.6,,,,,,,,,,,,,,,,,,,,,
2022,49,,,,,,,,,,,,,,,,,,,,,,
2022,52,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
2022,56,1.5,,,,,10,45,45,,,,,,,,,,,,,,
2022,59,1.8,,,,,,10,80,10,,,,,,,,,,,,,
2022,61,,,,,,,,,,,,,,,,,,,,,,
2022,63,1.7,,,,,10,25,40,25,,,,,,,,,,,,,
2022,67,,,,,,,,,,,,,,,,,,,,,,
2022,68,1.9,,,,,,,,,,,,,,,,,,,,,
2022,80,1.677,.2136752137,.8547008547,2.5641025641,5.9829059829,14.1025641026,24.5726495726,20.9401709402,14.5299145299,10.8974358974,5.1282051282,.2136752137,0,,,,,,,,,
2022,82,,,,,,,,,,,,,,,,,,,,,,
2022,85,1.95,.0166461886,.1183436145,.6587863526,2.6173861765,7.4248907767,15.0436405639,21.7749396845,22.5193747064,16.6401038446,8.7843887907,3.3123122024,1.0891870986,,,,,,,,,
2022,88,1.9,,,,,5,10,40,20,15,7.5,2.5,,,,,,,,,,
2022,89,1.925,,,0,2.5,7.5,15,30,25,12.5,5,2.5,,,,,,,,,,
2022,91,1.6,0,0,2.5,7.5,12.5,25,30,12.5,7.5,2.5,0,0,,,,,,,,,
2022,93,2,,,,,,2.5,32.5,62.5,2.5,,,,,,,,,,,,
2022,94,1.7,.5,1,3,4.5,8,16,32,16,8,6,3,2,,,,,,,,,
2022,95,1.9416049893,.0117412771,.264340091,1.3448007617,5.3165018155,8.4468637532,15.7744815042,20.4067426285,18.7880445461,14.0688697978,8.5685349946,4.2444720126,2.7646068177,,,,,,,,,
2022,96,2,,,,,,,,,,,,,,,,,,,,,
2022,98,1.9,,,,,,15,35,35,15,,,,,,,,,,,,
2022,99,1.8,,,,,,20,70,10,,,,,,,,,,,,,
2022,101,1.7,,,3,5,10,27,35,15,5,,,,,,,,,,,,
2022,103,1.8,,,,5,10,25,30,20,10,,,,,,,,,,,,
2022,107,1.933,.0001573862,.0050721514,.0920424623,.9274040078,5.2030094817,16.2941399317,28.5377404107,27.9805077603,15.3576122592,4.713661344,.8074531034,.0811997013,,,,,,,,,
