INFLATION EXPECTATIONS; YEAR-ON-YEAR CHANGE IN HICP,,,,,,,,,,,,,,,,,,,,,,,
TARGET_PERIOD,FCT_SOURCE,POINT,TN1_0,FN1_0TN0_6,FN0_5TN0_1,F0_0T0_4,F0_5T0_9,F1_0T1_4,F1_5T1_9,F2_0T2_4,F2_5T2_9,F3_0T3_4,F3_5T3_9,F4_0,,,,,,,,,
2020Dec,2,1.4,0,0,0,0,0,50,50,0,0,0,0,0,,,,,,,,,
2020Dec,4,1.2,,,2.5,10,20,30,20,10,5,2.5,,,,,,,,,,,
2020Dec,5,1,,,,7.5,22.5,40,22.5,7.5,,,,,,,,,,,,,
2020Dec,6,1.1,,,,5,20,50,25,,,,,,,,,,,,,,
2020Dec,7,,,,,,,,,,,,,,,,,,,,,,
2020Dec,8,.9,,,,5,30,35,20,10,,,,,,,,,,,,,
2020Dec,10,.9,,,5,15,70,10,,,,,,,,,,,,,,,
2020Dec,14,1.1,0,0,3,12,29,31,18,6,1,0,0,0,,,,,,,,,
2020Dec,15,,,,,,,,,,,,,,,,,,,,,,
2020Dec,16,1.3,2,4,7,10,18,21,19,10,6,2,1,0,,,,,,,,,
2020Dec,20,1.3,,,,5,20,38,32,5,,,,,,,,,,,,,
2020Dec,22,1.3,,,,5,25,40,25,5,,,,,,,,,,,,,
2020Dec,23,1.3,,,,4,22,29,25,14,5,1,,,,,,,,,,,
2020Dec,24,1.21,,,3,10,25,27,21,8,5,1,,,,,,,,,,,
2020Dec,26,1.4,,,5,7,17,28,22,10,8,3,,,,,,,,,,,
2020Dec,30,,,,,,,,,,,,,,,,,,,,,,
2020Dec,31,1.3,,,,5,20,35,30,10,,,,,,,,,,,,,
2020Dec,32,,,,,,,,,,,,,,,,,,,,,,
2020Dec,33,,,,,,,,,,,,,,,,,,,,,,
2020Dec,35,,,,,,,,,,,,,,,,,,,,,,
2020Dec,37,1.4,,,,,1,52,47,,,,,,,,,,,,,,
2020Dec,38,1.47,,,,,,40,60,,,,,,,,,,,,,,
2020Dec,39,1.4,,,,,20,40,30,10,,,,,,,,,,,,,
2020Dec,41,,,,,,,,,,,,,,,,,,,,,,
2020Dec,42,,,,,,,,,,,,,,,,,,,,,,
2020Dec,45,,,,,,,,,,,,,,,,,,,,,,
2020Dec,47,1.1,,,,,,,,,,,,,,,,,,,,,
2020Dec,48,1.3,0,0,0,0,13.6363636364,63.6363636363,9.0909090909,13.6363636364,0,0,0,0,,,,,,,,,
2020Dec,52,.8,0,1,6,20,31,25,11,5,1,0,0,0,,,,,,,,,
2020Dec,54,,,,,,25,50,25,,,,,,,,,,,,,,
2020Dec,56,1.13,,,,10,20,50,15,5,,,,,,,,,,,,,
2020Dec,57,1.2,0,0,0,10,20,55,15,0,0,0,0,0,,,,,,,,,
2020Dec,61,1.4,,,,5,25,35,30,5,,,,,,,,,,,,,
2020Dec,63,1.3,,,,,20,65,10,5,,,,,,,,,,,,,
2020Dec,65,1.4,,,,,,,,,,,,,,,,,,,,,
2020Dec,67,,,,,,,,,,,,,,,,,,,,,,
2020Dec,68,1.4,,,,,,,,,,,,,,,,,,,,,
2020Dec,70,1.4,,,,,,,,,,,,,,,,,,,,,
2020Dec,72,1.2,,,,,,,,,,,,,,,,,,,,,
2020Dec,73,1.2,0,0,0,0,20,80,0,0,0,0,0,0,,,,,,,,,
2020Dec,80,,,,,,,,,,,,,,,,,,,,,,
2020Dec,82,1.4,,,,,,,,,,,,,,,,,,,,,
2020Dec,85,1.1857171786,.0000037626,.001320901,.1229027799,3.1004952732,21.845686655,44.223368511,26.0648264788,4.4276543567,.21099492,.0027369237,.0000094296,.0000000085,,,,,,,,,
2020Dec,88,1.4,0,0,0,1.9716663363,8.6789055913,24.4685419682,33.7378112878,24.4553215737,6.5145800692,.1731731735,0,0,,,,,,,,,
2020Dec,89,1.1,0,0,.9,8.2,28.8,38.5,19.6,3.8,.2,0,0,0,,,,,,,,,
2020Dec,90,1,0,.3,1.8,8.5,21,42.5,16.3,7.5,1.8,.2,.1,0,,,,,,,,,
2020Dec,91,1.2,0,0,0,7.5,27.5,35,25,5,0,0,0,0,,,,,,,,,
2020Dec,93,1.9,,,,,2.5,10,45,37.5,5,,,,,,,,,,,,
2020Dec,95,1.2616700118,.8535619614,1.4568780228,5.7770453334,8.3233234531,15.8908152063,27.318068067,21.1479522448,11.5053696429,4.3271958449,1.9863710493,1.3668996978,.0465194763,,,,,,,,,
2020Dec,96,1.2,,,5,10,25,30,15,10,5,,,,,,,,,,,,
2020Dec,97,1.2,,,,,,,,,,,,,,,,,,,,,
2020Dec,98,1.5,,,,5,25,35,30,5,,,,,,,,,,,,,
2020Dec,99,1.2,,,,,,,,,,,,,,,,,,,,,
2020Dec,101,1.2,,,,,,,,,,,,,,,,,,,,,
2020Dec,102,1.3,,,,,,,,,,,,,,,,,,,,,
2020Dec,103,1.3,,,,5,25,45,20,5,,,,,,,,,,,,,
2020Dec,105,1.3,,,,,5,75,15,5,,,,,,,,,,,,,
2020Dec,107,1.2013872609,.0057984879,.1137987266,1.2051497876,6.7348735106,19.9261041341,31.2860318465,26.0962473895,11.5588798918,2.7136679202,.336683747,.0219969544,.0007676038,,,,,,,,,
2020Dec,108,1.1470406278,,,,12.44,22.49,30.93,22.25,10.78,1.11,,,,,,,,,,,,
2020Dec,109,1.3,,,,,,,,,,,,,,,,,,,,,
2020Dec,110,1.4,.0668834414,.3088359984,1.8731902892,6.8192058685,16.1294333013,24.8024511012,24.8024511012,16.1294333013,6.8192058685,1.8731902892,.3340455072,.0416739326,,,,,,,,,
2020Dec,112,1.2,,,5,10,20,30,20,10,5,,,,,,,,,,,,
2020Dec,114,1.8,,,,,,,,,,,,,,,,,,,,,
2020Dec,115,1,1.4315394702,2.5672503904,7.4366186042,14.137787113,20.0700089793,21.2768472931,16.8448126464,9.9586831356,4.3960741857,1.4487082972,.3563304983,.0753393866,,,,,,,,,
2020Dec,116,1.4,0,0,0,2.5,15,30,30,15,5,2.5,0,0,,,,,,,,,
2020Dec,117,1.6,,,,,,,,,,,,,,,,,,,,,
2020Dec,118,1.3,,,,,,,,,,,,,,,,,,,,,
2020Dec,119,1.2,,,,,,,,,,,,,,,,,,,,,
2020Dec,121,1.42,0,0,0,5,20,40,30,5,0,0,0,0,,,,,,,,,
2020Dec,127,1.5,.0139646396,.0501695139,.6151955823,4.0203648437,14.3103443374,27.8082606372,29.5403827144,17.156615495,5.4417756896,.9406128684,.0883490389,.0139646396,,,,,,,,,
2020Dec,128,1.4,,1,1,3,10,40,30,10,3,2,,,,,,,,,,,
2021,1,1.5,,1,2,5,12,33,35,8,3,1,,,,,,,,,,,
2021,2,1.5,0,0,0,0,0,40,60,0,0,0,0,0,,,,,,,,,
2021,4,1.2,,2.5,2.5,5,20,30,25,10,5,,,,,,,,,,,,
2021,5,1.5,,,,5,10,30,35,15,5,,,,,,,,,,,,
2021,6,1.1,,,,5,20,50,25,,,,,,,,,,,,,,
2021,7,,,,,,,,,,,,,,,,,,,,,,
2021,8,1.1,,,5,12,25,30,15,10,3,,,,,,,,,,,,
2021,10,1,,,,5,30,60,5,,,,,,,,,,,,,,
2021,14,1.7,0,0,1,4,12,21,28,21,11,2,0,0,,,,,,,,,
2021,15,1.5,,,,10,15,20,25,15,10,5,,,,,,,,,,,
2021,16,1.2,2,4,7,10,18,21,19,10,6,2,1,0,,,,,,,,,
2021,20,1.4,,,,5,20,35,30,10,,,,,,,,,,,,,
2021,22,1.4,,,,5,25,40,25,5,,,,,,,,,,,,,
2021,23,1.3,,,1,5,22,27,23,15,6,1,,,,,,,,,,,
2021,24,1.125,,2,5,13,24,22,18,8,8,,,,,,,,,,,,
2021,26,1.5,,,5,5,15,25,25,10,10,5,,,,,,,,,,,
2021,30,1.3,,,,,,,,,,,,,,,,,,,,,
2021,31,1.4,,,5,10,25,35,20,5,,,,,,,,,,,,,
2021,32,1.3,.0013578779,.0336981338,.5991044989,4.8709070418,18.6557245646,33.5875019993,28.51129139,11.4034470371,2.1414175912,.1877665282,.0076388105,.0001445267,,,,,,,,,
2021,33,1.3,,0,3,11,19,27,19,11,8,2,0,,,,,,,,,,
2021,35,,,,,,,30,70,,,,,,,,,,,,,,
2021,37,1.6,,,,,1,42,56,1,,,,,,,,,,,,,
2021,38,1.4,,,,,10,60,30,,,,,,,,,,,,,,
2021,39,1.4,,,,5,10,30,35,15,5,,,,,,,,,,,,
2021,41,1.5,,,,,0,60,40,,,,,,,,,,,,,,
2021,42,,,,,,,,,,,,,,,,,,,,,,
2021,45,1.375,,,,5,20,30,30,10,5,,,,,,,,,,,,
2021,47,1.3,,,5,15,25,30,15,5,5,,,,,,,,,,,,
2021,48,1.3,,,,,20,60,20,,,,,,,,,,,,,,
2021,52,1,0,0,2,13,30,32,16,5,2,0,0,0,,,,,,,,,
2021,54,,,,,,40,50,10,,,,,,,,,,,,,,
2021,56,1.32,,,,,20,50,30,,,,,,,,,,,,,,
2021,57,1,0,0,0,5,25,55,15,0,0,0,0,0,,,,,,,,,
2021,61,,,,,,,,,,,,,,,,,,,,,,
2021,63,1.3,,,,,10,55,25,10,,,,,,,,,,,,,
2021,65,1.4,,,,10,20,40,20,10,,,,,,,,,,,,,
2021,67,,,,,,,,,,,,,,,,,,,,,,
2021,68,1.4,,,,,,,,,,,,,,,,,,,,,
2021,70,1.5,,,,,,,,,,,,,,,,,,,,,
2021,72,1.4,,,,,,,,,,,,,,,,,,,,,
2021,73,1.6,0,0,0,0,5,40,55,0,0,0,0,0,,,,,,,,,
2021,80,1.7,0,.1242236025,.9937888199,4.9689440994,10.1863354037,24.099378882,26.0869565216,18.2608695652,9.9378881988,4.2236024845,.8695652174,.248447205,,,,,,,,,
2021,82,1.4,,,,,,,,,,,,,,,,,,,,,
2021,85,1.4994584289,.0031782933,.0587306628,.6314121561,3.8439895317,13.282762064,26.0993297444,29.1930585014,18.5917716486,6.7364206179,1.3865145041,.1617572141,.0110750616,,,,,,,,,
2021,88,1.49,0,0,0,1.9716663363,8.6789055913,24.4685419682,33.7378112878,24.4553215737,6.5145800692,.1731731735,0,0,,,,,,,,,
2021,89,1.4,0,0,0,.7,11.7,42.7,37,7.5,.4,0,0,0,,,,,,,,,
2021,90,1.3,.1,.2,1.4,5.2,16.1,35,28.2,8.9,3.1,1.3,.4,.1,,,,,,,,,
2021,91,1.3,0,0,0,5,27.5,32.5,27.5,5,2.5,0,0,0,,,,,,,,,
2021,93,1.7,,,,,2.5,30,47.5,15,5,,,,,,,,,,,,
2021,95,1.3234351987,.3229437783,.7701758551,3.2679931895,9.382662703,18.2274024885,23.9594685669,22.2784487634,13.79303566,6.1906945356,1.4388779277,.2682532165,.1000433155,,,,,,,,,
2021,96,1.3,,,5,10,15,30,25,10,5,,,,,,,,,,,,
2021,97,1.2,,,,,,,,,,,,,,,,,,,,,
2021,98,1.4,,,,5,30,35,25,5,,,,,,,,,,,,,
2021,99,1.4,,,,,,70,30,,,,,,,,,,,,,,
2021,101,1.3,,,,5,20,45,25,5,,,,,,,,,,,,,
2021,102,1.3,,,,,,,,,,,,,,,,,,,,,
2021,103,1.5,,,,5,10,25,35,15,10,,,,,,,,,,,,
2021,105,1.5,,,,,5,45,45,5,,,,,,,,,,,,,
2021,107,1.2437003793,.0045805815,.1064315605,1.2569807561,7.424912709,22.0294463786,32.9295200101,24.8294804674,9.4357164644,1.8022244745,.172303498,.008206993,.0001961069,,,,,,,,,
2021,108,1.5760834359,,,,2.19,12.77,24.18,30.77,20.61,9.03,.45,,,,,,,,,,,
2021,109,1.4,1,1,2,4,10,50,25,3,2,1,1,0,,,,,,,,,
2021,110,1.5496951075,.0014810146,.0193921214,.3062062902,2.4805270991,10.7506323982,24.9975692423,31.2405924967,20.9950683473,7.5806295974,1.4674443191,.1518393334,.0086177403,,,,,,,,,
2021,112,1.3,,,5,10,20,30,20,10,5,,,,,,,,,,,,
2021,114,1.5,,,,,,,,,,,,,,,,,,,,,
2021,115,1.3,.5921081123,1.2882700698,4.3960741857,9.9586831356,16.8448126464,21.276847293,20.0700089793,14.137787113,7.4366186042,2.9205860158,.8562116189,.221992226,,,,,,,,,
2021,116,1.36,0,0,0,5,15,30,30,15,5,0,0,0,,,,,,,,,
2021,117,1.3,,,,,,,,,,,,,,,,,,,,,
2021,118,1.5,,,,,,,,,,,,,,,,,,,,,
2021,119,1.5,,,,2,14,34,32,12,5,1,,,,,,,,,,,
2021,121,1.35,.5,1,5,10,25,28,20,8,2,.5,0,0,,,,,,,,,
2021,127,1.6,.0152526106,.0283847448,.3928156288,2.8997632886,11.6527640873,25.5542397958,30.6294803496,20.0734680277,7.1867846356,1.4028925004,.1489017202,.0152526106,,,,,,,,,
2021,128,1.5,1,1,3,5,10,25,30,15,5,3,1,1,,,,,,,,,
2021Dec,1,1.5,1,2,3,5,10,25,39,10,3,1,1,,,,,,,,,,
2021Dec,2,1.5,0,0,0,0,0,40,60,0,0,0,0,0,,,,,,,,,
2021Dec,4,1.2,,2.5,2.5,5,20,25,20,15,5,2.5,2.5,,,,,,,,,,
2021Dec,5,1.5,,,,5,10,25,35,20,5,,,,,,,,,,,,
2021Dec,6,1.2,,,,5,20,50,25,,,,,,,,,,,,,,
2021Dec,7,,,,,,,,,,,,,,,,,,,,,,
2021Dec,8,1.3,,,5,10,20,30,22,10,3,,,,,,,,,,,,
2021Dec,10,1.1,,,,5,30,60,5,,,,,,,,,,,,,,
2021Dec,14,1.7,0,1,3,8,15,24,22,16,8,2,1,0,,,,,,,,,
2021Dec,15,,,,,,,,,,,,,,,,,,,,,,
2021Dec,16,1.1,2,4,8,11,17,20,18,11,6,2,1,0,,,,,,,,,
2021Dec,20,1.4,,,,5,18,35,32,10,,,,,,,,,,,,,
2021Dec,22,1.5,,,,,15,30,40,15,,,,,,,,,,,,,
2021Dec,23,1.4,,,1,5,22,26,24,15,6,1,,,,,,,,,,,
2021Dec,24,1.168,1,2,6,12,28,14,14,12,6,4,1,,,,,,,,,,
2021Dec,26,1.6,,,5,5,12,23,25,13,10,6,1,,,,,,,,,,
2021Dec,30,,,,,,,,,,,,,,,,,,,,,,
2021Dec,31,1.4,,,5,15,25,30,15,10,,,,,,,,,,,,,
2021Dec,32,,,,,,,,,,,,,,,,,,,,,,
2021Dec,33,,,,,,,,,,,,,,,,,,,,,,
2021Dec,35,,,,,,,,,,,,,,,,,,,,,,
2021Dec,37,1.6,,,,,,41,58,1,,,,,,,,,,,,,
2021Dec,38,1,,,,,20,70,10,,,,,,,,,,,,,,
2021Dec,39,1.1,,,,5,20,30,20,15,10,,,,,,,,,,,,
2021Dec,41,,,,,,,,,,,,,,,,,,,,,,
2021Dec,42,,,,,,,,,,,,,,,,,,,,,,
2021Dec,45,,,,,,,,,,,,,,,,,,,,,,
2021Dec,47,1.2,,,,,,,,,,,,,,,,,,,,,
2021Dec,48,1.3,,,,,20,60,20,,,,,,,,,,,,,,
2021Dec,52,,,,,,,,,,,,,,,,,,,,,,
2021Dec,54,,,,,,40,50,10,,,,,,,,,,,,,,
2021Dec,56,1.31,,,,5,15,50,20,10,,,,,,,,,,,,,
2021Dec,57,1.2,0,0,0,5,15,45,30,5,0,0,0,0,,,,,,,,,
2021Dec,61,,,,,,,,,,,,,,,,,,,,,,
2021Dec,63,1.4,,,,,10,50,30,10,,,,,,,,,,,,,
2021Dec,65,1.5,,,,,,,,,,,,,,,,,,,,,
2021Dec,67,,,,,,,,,,,,,,,,,,,,,,
2021Dec,68,1.5,,,,,,,,,,,,,,,,,,,,,
2021Dec,70,1.5,,,,,,,,,,,,,,,,,,,,,
2021Dec,72,1.4,,,,,,,,,,,,,,,,,,,,,
2021Dec,73,1.7,0,0,0,0,0,20,80,0,0,0,0,0,,,,,,,,,
2021Dec,80,,,,,,,,,,,,,,,,,,,,,,
2021Dec,82,1.5,,,,,,,,,,,,,,,,,,,,,
2021Dec,85,1.6132068027,.0014954093,.0315946694,.386726133,2.6789516565,10.5280297327,23.5183898781,29.9021367319,21.6473830732,8.9183282073,2.0879978816,.2772377526,.0217288744,,,,,,,,,
2021Dec,88,1.6,0,0,0,2.0045161294,7.8275396803,21.8251638926,31.7945337248,26.8944520586,8.4205430201,1.2332514942,0,0,,,,,,,,,
2021Dec,89,1.6,0,0,.2,2.2,10.8,26.6,32.7,20.2,6.2,1,.1,0,,,,,,,,,
2021Dec,90,1.4,.1,.2,1.4,5.9,17.2,31.4,29.8,9.1,3.1,1.3,.4,.1,,,,,,,,,
2021Dec,91,1.2,0,0,2.5,7.5,20,35,25,7.5,2.5,0,0,0,,,,,,,,,
2021Dec,93,1.7,,,,,2.5,27.5,45,20,5,,,,,,,,,,,,
2021Dec,95,1.3322726411,1.9238322314,2.5882025939,5.0319698685,10.2882998563,15.637725408,20.0272199472,16.0062286385,13.1704228807,9.0449729894,4.0288056218,1.6465951882,.6057247761,,,,,,,,,
2021Dec,96,1.3,,,5,10,15,30,25,10,5,,,,,,,,,,,,
2021Dec,97,,,,,,,,,,,,,,,,,,,,,,
2021Dec,98,1.5,,,,5,20,35,35,5,,,,,,,,,,,,,
2021Dec,99,1.5,,,,,,,,,,,,,,,,,,,,,
2021Dec,101,1.3,,,,,,,,,,,,,,,,,,,,,
2021Dec,102,1.3,,,,,,,,,,,,,,,,,,,,,
2021Dec,103,1.5,,,,5,10,25,35,15,10,,,,,,,,,,,,
2021Dec,105,1.5,,,,,2.5,10,75,10,2.5,,,,,,,,,,,,
2021Dec,107,1.2359799379,.0371477983,.3868077761,2.5037484091,9.5654532374,21.6031160151,28.8717931795,22.8426185642,10.6953885599,2.9607594098,.483848718,.0465909091,.0027274235,,,,,,,,,
2021Dec,108,2.055383469,,,,,2.85,13.42,24.42,30.13,19.98,8.76,.44,,,,,,,,,,
2021Dec,109,1.5,,,,,,,,,,,,,,,,,,,,,
2021Dec,110,1.5,.220153308,.6174538741,2.5809365762,7.0916270092,14.2057039231,20.7495955712,22.1020375898,17.1687433795,9.7251765782,4.0164426703,1.2091195611,.3130099593,,,,,,,,,
2021Dec,112,1.4,,,5,10,20,30,20,10,5,,,,,,,,,,,,
2021Dec,114,1.5,,,,,,,,,,,,,,,,,,,,,
2021Dec,115,1.4,.4316698849,.9998695854,3.6041824639,8.6561821028,15.5224542101,20.785641753,20.7856417528,15.5224542101,8.6561821028,3.6041824639,1.1202689923,.311270478,,,,,,,,,
2021Dec,116,1.4,0,0,0,2.5,15,30,30,15,5,2.5,0,0,,,,,,,,,
2021Dec,117,1.1,,,,,,,,,,,,,,,,,,,,,
2021Dec,118,1.6,,,,,,,,,,,,,,,,,,,,,
2021Dec,119,1.4,,,,,,,,,,,,,,,,,,,,,
2021Dec,121,1.4,.5,1,5,10,25,28,20,8,2,.5,0,0,,,,,,,,,
2021Dec,127,1.7,.1051469863,.1467611399,.9608681114,4.0375588628,11.2509358707,20.8031548826,25.5330515988,20.8048594704,11.252780297,4.0385522482,.9611835456,.1051469863,,,,,,,,,
2021Dec,128,1.6,1,1,2,4,8,23,30,16,8,4,2,1,,,,,,,,,
2022,1,1.6,1,2,3,5,10,25,39,10,3,1,1,,,,,,,,,,
2022,2,1.6,0,0,0,0,0,30,70,0,0,0,0,0,,,,,,,,,
2022,4,,,,,,,,,,,,,,,,,,,,,,
2022,5,1.5,,,,5,10,25,35,20,5,,,,,,,,,,,,
2022,6,1.3,,,,5,20,50,25,,,,,,,,,,,,,,
2022,7,,,,,,,,,,,,,,,,,,,,,,
2022,8,1.3,,2,5,10,20,25,22,10,5,1,,,,,,,,,,,
2022,10,1.3,,,,5,35,55,5,,,,,,,,,,,,,,
2022,14,1.7,0,1,2,6,12,19,20,19,12,6,2,1,,,,,,,,,
2022,15,2,,,,5,10,15,20,20,15,10,5,,,,,,,,,,
2022,16,1.2,2,4,8,11,17,20,18,11,6,2,1,0,,,,,,,,,
2022,20,1.6,,,,5,15,30,40,10,,,,,,,,,,,,,
2022,22,1.7,,,,,10,25,45,20,,,,,,,,,,,,,
2022,23,1.4,,,1,5,22,26,24,15,6,1,,,,,,,,,,,
2022,24,1.168,1,2,6,12,28,14,14,12,6,4,1,,,,,,,,,,
2022,26,1.7,,,5,5,10,20,25,15,10,7,3,,,,,,,,,,
2022,30,,,,,,,,,,,,,,,,,,,,,,
2022,31,1.6,,,5,10,15,20,30,15,5,,,,,,,,,,,,
2022,32,,,,,,,,,,,,,,,,,,,,,,
2022,33,1.4,,0,5,12,16,18,21,16,7,3,2,,,,,,,,,,
2022,35,,,,,,,,,,,,,,,,,,,,,,
2022,37,1.7,,,,,1,38,58,3,,,,,,,,,,,,,
2022,38,1.7,,,,,,10,90,,,,,,,,,,,,,,
2022,39,1.3,,,,5,10,30,35,15,5,,,,,,,,,,,,
2022,41,,,,,,,,,,,,,,,,,,,,,,
2022,42,,,,,,,,,,,,,,,,,,,,,,
2022,45,1.65,,,,5,10,20,30,25,10,,,,,,,,,,,,
2022,47,,,,,,,,,,,,,,,,,,,,,,
2022,48,,,,,,,,,,,,,,,,,,,,,,
2022,52,,,,,,,,,,,,,,,,,,,,,,
2022,54,,,,,,30,50,20,,,,,,,,,,,,,,
2022,56,1.35,,,,,20,50,30,,,,,,,,,,,,,,
