INFLATION EXPECTATIONS; YEAR-ON-YEAR CHANGE IN HICP,,,,,,,,,,,,,,,,,,,,,,,,
TARGET_PERIOD,FCT_SOURCE,POINT,TN4_0,FN4_0TN3_6,FN3_5TN3_1,FN3_0TN2_6,FN2_5TN2_1,FN2_0TN1_6,FN1_5TN1_1,FN1_0TN0_6,FN0_5TN0_1,F0_0T0_4,F0_5T0_9,F1_0T1_4,F1_5T1_9,F2_0T2_4,F2_5T2_9,F3_0T3_4,F3_5T3_9,F4_0,,,,
2025,26,1.9,,,,,,,,,5,5,10,10,20,20,10,10,5,5,,,,
2025,30,1.7,,,,,,,,,,,,25,50,25,,,,,,,,
2025,32,,,,,,,,,,,,,,,,,,,,,,,
2025,33,1.65,,,,,,,,1,2,7,14,19,20,17,10,7,3,,,,,
2025,35,,,,,,,,,,,,,,,,,,,,,,,
2025,36,1.5,,,,,,,,,,10,15,25,35,15,,,,,,,,
2025,39,1.82,,,,,,,,,,,10,25,30,20,15,,,,,,,
2025,41,,,,,,,,,,,,,,,,,,,,,,,
2025,45,1.5,,,,,,,,,,5,10,30,35,15,5,,,,,,,
2025,47,1.8,,,,,,,,,,,,,,,,,,,,,,
2025,52,,,,,,,,,,,,,,,,,,,,,,,
2025,54,,,,,,,,,,,25,50,25,,,,,,,,,,
2025,56,1.2,,,,,,,,,,5,25,45,25,,,,,,,,,
2025,61,,,,,,,,,,,,,,,,,,,,,,,
2025,65,,,,,,,,,,,,,,,,,,,,,,,
2025,68,1.9,,,,,,,,,,,,,,,,,,,,,,
2025,72,1.8,,,,,,,,,,,,,,,,,,,,,,
2025,73,1.4,,,,,,,,,,,10,50,35,5,,,,,,,,
2025,80,1.66,0,0,0,.108577633,.217155266,.8686210641,1.8458197611,3.4744842562,7.1661237785,11.4006514658,14.549402823,14.983713355,15.3094462542,12.2692725299,7.4918566775,4.6688382193,3.2573289902,2.3887079262,,,,
2025,82,,,,,,,,,,,,,,,,,,,,,,,
2025,85,1.8654175134,.0000000001,.0000000063,.000000252,.0000072061,.0001466962,.0021272388,.0219849743,.1620227807,.8518901202,3.1970269088,8.5671151458,16.3977246036,22.4226141649,21.9072870543,15.2928069378,7.6265712407,2.7165381954,.834136474,,,,
2025,88,1.4,,,,,,,,,,,,,,,,,,,,,,
2025,89,2,,,,,,,,0,0,0,.9,10.8,37.1,38.2,11.9,1.1,0,0,,,,
2025,90,1.5,0,0,0,0,0,0,0,3,5,10,15,20,20,15,7,5,0,0,,,,
2025,91,1.6,0,0,0,0,0,0,0,0,0,5,12.5,22.5,32.5,22.5,5,0,0,0,,,,
2025,93,,,,,,,,,,,,,,,,,,,,,,,
2025,95,1.6298542155,.0000004641,.0000079421,.0001058583,.0010988598,.0088835405,.0559314755,.2742539214,1.0473113137,3.1147638357,7.2144101956,13.0137637794,18.2823233774,20.0025899985,17.043840421,11.3103244934,5.845330213,2.3527155072,.4323448034,,,,
2025,96,,,,,,,,,,,,,,,,,,,,,,,
2025,97,,,,,,,,,,,,,,,,,,,,,,,
2025,98,1.6,,,,,,,,,,5,15,25,25,20,10,,,,,,,
2025,99,1.65,,,,,,,,,,,,10,70,20,,,,,,,,
2025,101,1.4,,,,,,,,,2.5,7.5,15,30,30,12.5,2.5,,,,,,,
2025,102,,,,,,,,,,,,,,,,,,,,,,,
2025,103,,,,,,,,,,,,,,,,,,,,,,,
2025,105,1.8,,,,,,,,,,,,,90,10,,,,,,,,
2025,107,1.9,,,,,,,,,,,,,,,,,,,,,,
2025,109,1.6,0,0,0,0,0,0,0,0,5,5,5,25,50,10,0,0,0,0,,,,
2025,110,1.6,0,.000000481,.0000102826,.0001685883,.002050116,.0184974814,.1238748458,.6159350777,2.2745751338,6.2401404107,12.72070316,19.2716829614,21.7000802212,18.1613527004,11.2969772138,5.2222348887,1.7937269145,.5579895227,,,,
2025,112,1.8,,,,,,,,,,5,10,20,30,20,10,5,,,,,,
2025,114,2,,,,,,,,,,,,,,,,,,,,,,
2025,115,,,,,,,,,,,,,,,,,,,,,,,
2025,117,,,,,,,,,,,,,,,,,,,,,,,
2025,118,1.6,,,,,,,,,,,,,,,,,,,,,,
2025,119,,,,,,,,,,,5,5,10,60,10,5,5,,,,,,
2025,121,1.55,0,0,0,0,0,0,0,0,5,12,15,24,25,15,4,0,0,0,,,,
2025,127,1.5,0,0,0,.1,.5,2.3,3.1,3.7,6.1,8,9.7,10.9,11.9,11.2,9.7,8.3,6.1,8.4,,,,
2025,128,2,,,,,,,,1,1,1,3,6,30,35,12,6,4,1,,,,
2025,131,1.2,,,,,,,,,,10,20,45,20,5,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
CORE INFLATION EXPECTATIONS; YEAR-ON-YEAR CHANGE IN CORE,,,,,,,,,,,,,,,,,,,,,,,,
TARGET_PERIOD,FCT_SOURCE,POINT,TN4_0,FN4_0TN3_6,FN3_5TN3_1,FN3_0TN2_6,FN2_5TN2_1,FN2_0TN1_6,FN1_5TN1_1,FN1_0TN0_6,FN0_5TN0_1,F0_0T0_4,F0_5T0_9,F1_0T1_4,F1_5T1_9,F2_0T2_4,F2_5T2_9,F3_0T3_4,F3_5T3_9,F4_0,,,,
2020,4,.7,,,,,,,,2.5,10,25,32.5,20,7.5,2.5,,,,,,,,
2020,5,.1,,,,,,,,2,30,40,15,10,3,,,,,,,,,
2020,6,1,,,,,,,,,,10,40,40,10,,,,,,,,,
2020,7,,,,,,,,,,,,,,,,,,,,,,,
2020,14,.7,,,,,,,0,0,0,2,98,0,0,0,0,0,0,0,,,,
2020,15,.8,,,,,,,,,5,25,30,25,10,5,,,,,,,,
2020,16,.8,,,,,,,,,,,,,,,,,,,,,,
2020,20,,,,,,,,,,,,,,,,,,,,,,,
2020,22,.4,,,,,,,,,10,50,40,,,,,,,,,,,
2020,23,.8,,,,,,,,,,5,60,30,5,,,,,,,,,
2020,24,.5254875023,,,,,,,,5,10,30,35,15,5,,,,,,,,,
2020,26,.9,,,,,,,,,5,15,40,35,5,,,,,,,,,
2020,30,.7,,,,,,,,,,,90,10,,,,,,,,,,
2020,32,,,,,,,,,,,,,,,,,,,,,,,
2020,33,,,,,,,,,,,,,,,,,,,,,,,
2020,35,,,,,,,,,,,,,,,,,,,,,,,
2020,36,0,,,,,,,5,10,30,40,15,,,,,,,,,,,
2020,39,.71,,,,,,,,,10,20,25,30,15,,,,,,,,,
2020,41,,,,,,,,,,,,,,,,,,,,,,,
2020,45,,,,,,,,,,,,,,,,,,,,,,,
2020,47,.7,,,,,,,,,,,,,,,,,,,,,,
2020,52,,,,,,,,,,,,,,,,,,,,,,,
2020,54,,,,,,,,,,,50,50,0,,,,,,,,,,
2020,56,.4,,,,,,,,,,50,50,0,,,,,,,,,,
2020,61,,,,,,,,,,,,,,,,,,,,,,,
2020,65,.8,,,,,,,,,5,20,50,20,5,,,,,,,,,
2020,68,,,,,,,,,,,,,,,,,,,,,,,
2020,72,1.2,,,,,,,,,,,,,,,,,,,,,,
2020,73,.4,,,,,,,,,10,50,35,5,,,,,,,,,,
2020,80,,,,,,,,,,,,,,,,,,,,,,,
2020,82,.9226756981,,,,,,,,,,,,,,,,,,,,,,
2020,85,.997433028,0,0,0,0,0,0,0,0,0,.0000878815,21.7852273195,78.1507091882,.0639756108,0,0,0,0,0,,,,
2020,88,1.1,,,,,,,,,,,,,,,,,,,,,,
2020,89,1,,,,,,,,0,.1,4.9,34.7,47.3,12.4,.6,0,0,0,0,,,,
2020,90,.8,0,0,0,0,1,1.5,2.5,5,8,12,15,30,13.5,8,2.5,1,0,0,,,,
2020,91,1.1,0,0,0,0,0,0,0,0,0,2.5,35,40,20,2.5,0,0,0,0,,,,
2020,93,1,,,,,,,,,2.5,15,22.5,47.5,10,2.5,,,,,,,,
2020,95,.6000221641,.0001219604,.0012472642,.0099340039,.0616192727,.297670084,1.1199024414,3.2813425663,7.4877154654,13.3067951964,18.4172164511,19.8518457144,16.6649559411,10.8951654051,5.5474048959,2.1997447131,.6793304462,.1633865323,.0146016461,,,,
2020,96,,,,,,,,,,,,,,,,,,,,,,,
2020,97,.8,,,,,,,,,,,,,,,,,,,,,,
2020,98,1,,,,,,,,,,10,30,35,20,5,,,,,,,,
2020,99,.76,,,,,,,,,,10,90,,,,,,,,,,,
2020,101,.8,,,,,,,,,,15,70,15,,,,,,,,,,
2020,102,.9,,,,,,,,,,,,,,,,,,,,,,
2020,103,.8,,,,,,,,,,,,,,,,,,,,,,
2020,105,,,,,,,,,,,,,,,,,,,,,,,
2020,107,,,,,,,,,,,,,,,,,,,,,,,
2020,109,.6,0,0,0,0,0,0,0,0,0,10,85,5,0,0,0,0,0,0,,,,
2020,110,,,,,,,,,,,,,,,,,,,,,,,
2020,112,,,,,,,,,,,,,,,,,,,,,,,
2020,114,.8,,,,,,,,,,,,,,,,,,,,,,
2020,115,.8,0,0,0,0,.0000000042,.0000038542,.0010455002,.0849903817,2.1086165859,16.3285469399,40.3350841013,32.1846959746,8.2679483643,.6720468526,.01689258,.0001285694,.0000002915,.0000000002,,,,
2020,117,1.1,,,,,,,,,,,,,,,,,,,,,,
2020,118,1,,,,,,,,,,,,,,,,,,,,,,
2020,119,1,,,,,,,,5,5,10,60,10,5,5,,,,,,,,
2020,121,.7,0,0,0,0,0,0,0,0,4,17,45,20,13,1,0,0,0,0,,,,
2020,127,.7,0,0,0,0,0,0,2,5,10,17,30,17,11,5,2,1,0,0,,,,
2020,128,.6,,,,,,,,,10,15,55,20,,,,,,,,,,
2020,131,.6,,,,,,,,,5,25,45,20,5,,,,,,,,,
2021,4,.5,1,1,1,1,1,2.5,5,7.5,10,15,17.5,12.5,10,7.5,4.5,1,1,1,,,,
2021,5,1.3,,,,,,,,,,5,10,35,30,15,5,,,,,,,
2021,6,1.1,,,,,,,,,,5,25,50,20,,,,,,,,,
2021,7,,,,,,,,,,,,,,,,,,,,,,,
2021,14,.7,,,,,,,0,0,3,24,49,22,2,0,0,0,0,0,,,,
2021,15,.9,,,,,,,,,10,15,30,20,15,10,,,,,,,,
2021,16,.9,,,,,,,,,,,,,,,,,,,,,,
2021,20,,,,,,,,,,,,,,,,,,,,,,,
2021,22,1.1,,,,,,,,,,10,30,50,10,,,,,,,,,
2021,23,.9,,,,,,,,,,15,35,35,15,,,,,,,,,
2021,24,.4031203208,,,,,,,,2.5,15,35,30,15,2.5,,,,,,,,,
2021,26,1.2,,,,,,,,,5,15,30,40,10,,,,,,,,,
2021,30,.91,,,,,,,,,,10,40,40,10,,,,,,,,,
2021,32,,,,,,,,,,,,,,,,,,,,,,,
2021,33,,,,,,,,,,,,,,,,,,,,,,,
2021,35,,,,,,,,,,,,,,,,,,,,,,,
2021,36,.25,,,,,,,5,10,25,35,20,5,,,,,,,,,,
2021,39,1.03,,,,,,,,,,,10,35,45,10,,,,,,,,
2021,41,,,,,,,,,,,,,,,,,,,,,,,
2021,45,,,,,,,,,,,,,,,,,,,,,,,
2021,47,.7,,,,,,,,,,,,,,,,,,,,,,
2021,52,,,,,,,,,,,,,,,,,,,,,,,
2021,54,,,,,,,,,,,30,50,20,,,,,,,,,,
2021,56,.7,,,,,,,,,,25,50,25,,,,,,,,,,
2021,61,,,,,,,,,,,,,,,,,,,,,,,
2021,65,.9,,,,,,,,,10,20,40,20,10,,,,,,,,,
2021,68,,,,,,,,,,,,,,,,,,,,,,,
2021,72,1.6,,,,,,,,,,,,,,,,,,,,,,
2021,73,.3,,,,,,,,,10,60,25,5,,,,,,,,,,
2021,80,,,,,,,,,,,,,,,,,,,,,,,
2021,82,1.1598610036,,,,,,,,,,,,,,,,,,,,,,
2021,85,.9334150352,0,0,0,0,0,0,.0000000006,.0000159898,.0285669108,3.7411983011,41.7958329417,48.4404542129,5.9302709411,.0636099284,.0000507708,.0000000028,0,0,,,,
2021,88,1.1,,,,,,,,,,,,,,,,,,,,,,
2021,89,1.4,,,,,,,,0,0,.6,10.4,42.1,38.6,8,.3,0,0,0,,,,
2021,90,.9,0,0,0,0,2,2,3,5,10,20,25,20,10,2,1,0,0,0,,,,
2021,91,1.3,0,0,0,0,0,0,0,0,0,2.5,25,40,30,2.5,0,0,0,0,,,,
2021,93,1.4,,,,,,,,,,2.5,20,35,20,20,2.5,,,,,,,
2021,95,1.1861881352,.0000001893,.0000047949,.000089222,.0012193316,.0122385625,.0902188899,.4884532907,1.9422587823,5.6721752586,12.1660803875,19.1650614252,22.1731932737,18.841035282,11.758171121,5.3893114595,1.8142005033,.4485344204,.0377538056,,,,
2021,96,,,,,,,,,,,,,,,,,,,,,,,
2021,97,.7,,,,,,,,,,,,,,,,,,,,,,
2021,98,.8,,,,,,,,,5,35,30,25,5,,,,,,,,,
2021,99,.66,,,,,,,,,,20,70,10,,,,,,,,,,
2021,101,1.2,,,,,,,,,,10,30,50,10,,,,,,,,,
2021,102,1.1,,,,,,,,,,,,,,,,,,,,,,
2021,103,1,,,,,,,,,,,,,,,,,,,,,,
2021,105,,,,,,,,,,,,,,,,,,,,,,,
2021,107,,,,,,,,,,,,,,,,,,,,,,,
2021,109,.8,0,0,0,0,0,0,0,5,5,10,65,15,0,0,0,0,0,0,,,,
2021,110,,,,,,,,,,,,,,,,,,,,,,,
2021,112,,,,,,,,,,,,,,,,,,,,,,,
2021,114,.6,,,,,,,,,,,,,,,,,,,,,,
2021,115,.8,0,0,0,0,.0000000042,.0000038542,.0010455002,.0849903817,2.1086165859,16.3285469399,40.3350841013,32.1846959746,8.2679483643,.6720468526,.01689258,.0001285694,.0000002915,.0000000002,,,,
2021,117,1.1,,,,,,,,,,,,,,,,,,,,,,
2021,118,.7,,,,,,,,,,,,,,,,,,,,,,
2021,119,.8,,,,,,,,5,5,10,60,10,5,5,,,,,,,,
2021,121,.9,0,0,0,0,0,0,0,0,4,20,35,30,10,1,0,0,0,0,,,,
2021,127,1,0,0,0,0,0,0,0,0,5,13.5,23,23,15,9,6,4,1,.5,,,,
2021,128,1,,,,,,,1,2,3,6,15,45,15,7,3,2,1,,,,,
2021,131,.7,,,,,,,,,10,20,65,5,,,,,,,,,,
2021Jun,4,.3,1,1,1,1,1,2.5,5,7.5,14.5,17.5,15,12.5,10,5,2.5,1,1,1,,,,
2021Jun,5,1.4,,,,,,,,,,5,15,35,30,15,,,,,,,,
2021Jun,6,1.2,,,,,,,,,,5,25,50,15,5,,,,,,,,
2021Jun,7,,,,,,,,,,,,,,,,,,,,,,,
2021Jun,14,.7,,,,,,,0,0,3,24,48,23,2,0,0,0,0,0,,,,
2021Jun,15,,,,,,,,,,,,,,,,,,,,,,,
2021Jun,16,1.2,,,,,,,,,,,,,,,,,,,,,,
2021Jun,20,,,,,,,,,,,,,,,,,,,,,,,
2021Jun,22,,,,,,,,,,,,,,,,,,,,,,,
2021Jun,23,.8,,,,,,,,,,15,35,35,15,,,,,,,,,
2021Jun,24,.2708589849,,,,,,,,5,25,35,25,7.5,2.5,,,,,,,,,
2021Jun,26,1.2,,,,,,,,,5,15,30,40,10,,,,,,,,,
2021Jun,30,,,,,,,,,,,,,,,,,,,,,,,
2021Jun,32,,,,,,,,,,,,,,,,,,,,,,,
2021Jun,33,,,,,,,,,,,,,,,,,,,,,,,
2021Jun,35,,,,,,,,,,,,,,,,,,,,,,,
2021Jun,36,.5,,,,,,,,5,15,30,30,15,5,,,,,,,,,
2021Jun,39,.1,,,,,,,,,25,40,20,15,,,,,,,,,,
2021Jun,41,,,,,,,,,,,,,,,,,,,,,,,
2021Jun,45,,,,,,,,,,,,,,,,,,,,,,,
2021Jun,47,.7,,,,,,,,,,,,,,,,,,,,,,
2021Jun,52,,,,,,,,,,,,,,,,,,,,,,,
2021Jun,54,,,,,,,,,,,35,50,15,,,,,,,,,,
2021Jun,56,.2,,,,,,,,,5,50,40,5,,,,,,,,,,
2021Jun,61,,,,,,,,,,,,,,,,,,,,,,,
2021Jun,65,,,,,,,,,,,,,,,,,,,,,,,
2021Jun,68,,,,,,,,,,,,,,,,,,,,,,,
2021Jun,72,1.2,,,,,,,,,,,,,,,,,,,,,,
2021Jun,73,.3,,,,,,,,,10,60,25,5,,,,,,,,,,
2021Jun,80,,,,,,,,,,,,,,,,,,,,,,,
2021Jun,82,1.0859746745,,,,,,,,,,,,,,,,,,,,,,
2021Jun,85,.9100538598,0,0,0,0,0,0,0,0,0,.0000169344,45.9958201428,54.0041148729,.0000480499,0,0,0,0,0,,,,
2021Jun,88,1.1,,,,,,,,,,,,,,,,,,,,,,
2021Jun,89,1.4,,,,,,,,0,0,.9,12.4,41.5,36.4,8.3,.5,0,0,0,,,,
2021Jun,90,.9,0,0,0,0,0,0,2.5,2.5,12.5,19,25,20,12.5,5,1,0,0,0,,,,
2021Jun,91,1.2,0,0,0,0,0,0,0,0,0,2.5,30,40,25,2.5,0,0,0,0,,,,
2021Jun,93,1.4,,,,,,,,,,2.5,20,35,20,20,2.5,,,,,,,
2021Jun,95,.698206966,.0000750276,.0008059002,.0067416733,.0439218381,.2228536172,.8806133152,2.7100492761,6.4952445458,12.1238402626,17.6242759466,19.9530247786,17.5927033345,12.0804412096,6.4603997638,2.6906819697,.8727537509,.2204689628,.0211048274,,,,
2021Jun,96,,,,,,,,,,,,,,,,,,,,,,,
2021Jun,97,.9,,,,,,,,,,,,,,,,,,,,,,
2021Jun,98,.6,,,,,,,,,5,30,35,25,5,,,,,,,,,
2021Jun,99,,,,,,,,,,,,,,,,,,,,,,,
2021Jun,101,1,,,,,,,,,,,,,,,,,,,,,,
2021Jun,102,1.1,,,,,,,,,,,,,,,,,,,,,,
2021Jun,103,,,,,,,,,,,,,,,,,,,,,,,
2021Jun,105,,,,,,,,,,,,,,,,,,,,,,,
2021Jun,107,,,,,,,,,,,,,,,,,,,,,,,
2021Jun,109,.8,0,0,0,0,0,0,0,5,5,10,65,15,0,0,0,0,0,0,,,,
2021Jun,110,,,,,,,,,,,,,,,,,,,,,,,
2021Jun,112,,,,,,,,,,,,,,,,,,,,,,,
2021Jun,114,.7,,,,,,,,,,,,,,,,,,,,,,
2021Jun,115,.7,0,0,0,0,.0000000181,.0000130253,.0027731907,.177515489,3.4826874182,21.4256399896,42.1965737536,26.8626585428,5.491452277,.35363377,.007010523,.0000419282,.0000000745,0,,,,
2021Jun,117,1.1,,,,,,,,,,,,,,,,,,,,,,
2021Jun,118,.8,,,,,,,,,,,,,,,,,,,,,,
2021Jun,119,.7,,,,,,,,,5,5,80,5,5,,,,,,,,,
2021Jun,121,.7,0,0,0,0,0,0,0,0,5,30,40,20,5,0,0,0,0,0,,,,
2021Jun,127,1,0,0,0,0,0,0,0,0,5,13.5,23,23,15,9,6,4,1,.5,,,,
2021Jun,128,1,,,,,,,1,2,3,8,20,50,8,4,3,1,,,,,,
2021Jun,131,.6,,,,,,,,,5,15,50,15,10,5,,,,,,,,
2022,4,,,,,,,,,,,,,,,,,,,,,,,
2022,5,1.7,,,,,,,,,,5,10,25,35,20,5,,,,,,,
2022,6,1.3,,,,,,,,,,,20,50,25,5,,,,,,,,
2022,7,,,,,,,,,,,,,,,,,,,,,,,
2022,14,.7,,,,,,,0,2,9,27,35,20,6,1,0,0,0,0,,,,
2022,15,1,,,,,,,,5,5,15,25,25,10,10,5,,,,,,,
2022,16,.9,,,,,,,,,,,,,,,,,,,,,,
2022,20,,,,,,,,,,,,,,,,,,,,,,,
2022,22,1.2,,,,,,,,,,10,20,40,20,10,,,,,,,,
2022,23,1,,,,,,,,,5,15,30,35,15,,,,,,,,,
2022,24,1.0126092968,,,,,,,,1,2,11,40,26,15,2,2,1,,,,,,
2022,26,1.4,,,,,,,,,5,15,30,30,15,5,,,,,,,,
2022,30,1.27,,,,,,,,,,,20,50,30,,,,,,,,,
2022,32,,,,,,,,,,,,,,,,,,,,,,,
2022,33,,,,,,,,,,,,,,,,,,,,,,,
2022,35,,,,,,,,,,,,,,,,,,,,,,,
2022,36,.75,,,,,,,,5,10,25,30,20,10,,,,,,,,,
2022,39,1.43,,,,,,,,,,10,20,30,30,10,,,,,,,,
2022,41,,,,,,,,,,,,,,,,,,,,,,,
2022,45,,,,,,,,,,,,,,,,,,,,,,,
2022,47,,,,,,,,,,,,,,,,,,,,,,,
2022,52,,,,,,,,,,,,,,,,,,,,,,,
2022,54,,,,,,,,,,,35,50,15,,,,,,,,,,
2022,56,.8,,,,,,,,,,20,50,30,,,,,,,,,,
2022,61,,,,,,,,,,,,,,,,,,,,,,,
2022,65,,,,,,,,,,,,,,,,,,,,,,,
2022,68,,,,,,,,,,,,,,,,,,,,,,,
2022,72,1.2,,,,,,,,,,,,,,,,,,,,,,
2022,73,.8,,,,,,,,,,20,45,30,5,,,,,,,,,
2022,80,,,,,,,,,,,,,,,,,,,,,,,
2022,82,,,,,,,,,,,,,,,,,,,,,,,
2022,85,1.2578507684,0,0,0,0,0,.0000000107,.0000080326,.0018171894,.1256319303,2.7028803746,18.493825177,41.0714301911,29.9253877547,7.1217536542,.5441138234,.0130552245,.0000964215,.000000216,,,,
2022,88,1.2,,,,,,,,,,,,,,,,,,,,,,
2022,89,1.5,,,,,,,,0,0,.6,5.4,42.1,43.6,8,.3,0,0,0,,,,
2022,90,1.3,0,0,0,0,0,0,2.5,5,5,10,15,25,15,10,5,5,2.5,0,,,,
2022,91,1.3,0,0,0,0,0,0,0,0,0,2.5,22.5,40,30,5,0,0,0,0,,,,
2022,93,,,,,,,,,,,,,,,,,,,,,,,
2022,95,1.3481793114,.0000023632,.0000351319,.0004067499,.0036675827,.0257548367,.1408523385,.5999232635,1.9900029667,5.1408877845,10.3430566652,16.2063816988,19.7765076786,18.7948784173,13.9109188955,8.0185990096,3.5997103189,1.2585283107,.1898859878,,,,
2022,96,,,,,,,,,,,,,,,,,,,,,,,
2022,97,,,,,,,,,,,,,,,,,,,,,,,
2022,98,1.1,,,,,,,,,,20,30,35,10,5,,,,,,,,
2022,99,.9,,,,,,,,,,,55,45,,,,,,,,,,
2022,101,1.1,,,,,,,,,,10,35,45,10,,,,,,,,,
2022,102,1.1,,,,,,,,,,,,,,,,,,,,,,
2022,103,,,,,,,,,,,,,,,,,,,,,,,
2022,105,,,,,,,,,,,,,,,,,,,,,,,
2022,107,,,,,,,,,,,,,,,,,,,,,,,
2022,109,1.3,0,0,0,0,0,0,0,0,5,5,10,50,20,5,5,0,0,0,,,,
2022,110,,,,,,,,,,,,,,,,,,,,,,,
2022,112,,,,,,,,,,,,,,,,,,,,,,,
2022,114,.9,,,,,,,,,,,,,,,,,,,,,,
2022,115,,,,,,,,,,,,,,,,,,,,,,,
2022,117,1.2,,,,,,,,,,,,,,,,,,,,,,
2022,118,1,,,,,,,,,,,,,,,,,,,,,,
2022,119,1.1,,,,,,,,,5,5,10,60,10,5,5,,,,,,,
2022,121,1,0,0,0,0,0,0,0,0,4,20,30,35,10,1,0,0,0,0,,,,
2022,127,1.2,0,0,0,0,0,5.5407383568,3.2049151374,5.5763395688,8.0579193385,10.4813830916,12.9354022877,12.2726225167,12.2728806689,10.4818240463,8.0584278463,5.5768087842,5.5407383568,0,,,,
2022,128,1.5,,,,,,,1,2,3,4,8,15,45,15,4,2,1,,,,,
2022,131,.9,,,,,,,,,15,20,45,15,5,,,,,,,,,
2022Jun,4,,,,,,,,,,,,,,,,,,,,,,,
2022Jun,5,1.6,,,,,,,,,,5,10,25,35,20,5,,,,,,,
2022Jun,6,1.3,,,,,,,,,,,10,40,40,5,5,,,,,,,
2022Jun,7,,,,,,,,,,,,,,,,,,,,,,,
2022Jun,14,.7,,,,,,,0,1,10,27,34,21,6,1,0,0,0,0,,,,
2022Jun,15,,,,,,,,,,,,,,,,,,,,,,,
2022Jun,16,.9,,,,,,,,,,,,,,,,,,,,,,
2022Jun,20,,,,,,,,,,,,,,,,,,,,,,,
2022Jun,22,,,,,,,,,,,,,,,,,,,,,,,
2022Jun,23,1,,,,,,,,,5,15,30,35,15,,,,,,,,,
2022Jun,24,1.0083586,,,,,,,,1,2,14,38,25,16,2,1,1,,,,,,
2022Jun,26,1.4,,,,,,,,,5,15,30,30,15,5,,,,,,,,
2022Jun,30,,,,,,,,,,,,,,,,,,,,,,,
2022Jun,32,,,,,,,,,,,,,,,,,,,,,,,
2022Jun,33,,,,,,,,,,,,,,,,,,,,,,,
2022Jun,35,,,,,,,,,,,,,,,,,,,,,,,
2022Jun,36,.75,,,,,,,,5,10,25,30,20,10,,,,,,,,,
2022Jun,39,1.83,,,,,,,,,,,10,35,35,20,,,,,,,,
2022Jun,41,,,,,,,,,,,,,,,,,,,,,,,
2022Jun,45,,,,,,,,,,,,,,,,,,,,,,,
2022Jun,47,,,,,,,,,,,,,,,,,,,,,,,
2022Jun,52,,,,,,,,,,,,,,,,,,,,,,,
2022Jun,54,,,,,,,,,,,35,50,15,,,,,,,,,,
2022Jun,56,.8,,,,,,,,,,20,50,30,,,,,,,,,,
2022Jun,61,,,,,,,,,,,,,,,,,,,,,,,
2022Jun,65,,,,,,,,,,,,,,,,,,,,,,,
2022Jun,68,,,,,,,,,,,,,,,,,,,,,,,
2022Jun,72,1.2,,,,,,,,,,,,,,,,,,,,,,
2022Jun,73,.7,,,,,,,,,,30,45,20,5,,,,,,,,,
2022Jun,80,,,,,,,,,,,,,,,,,,,,,,,
2022Jun,82,,,,,,,,,,,,,,,,,,,,,,,
2022Jun,85,1.2300538598,0,0,0,0,0,0,0,.0000000014,.0000660515,.1269999358,11.3760982747,61.6676062046,26.0870396522,.7411415921,.0010482247,.000000063,0,0,,,,
2022Jun,88,1.2,,,,,,,,,,,,,,,,,,,,,,
2022Jun,89,1.5,,,,,,,,0,0,.7,9.2,35.4,40.1,13.3,1.3,0,0,0,,,,
2022Jun,90,1.2,0,0,0,0,0,.5,2.5,5,7,10,15,20,15,10,7,5,2.5,.5,,,,
2022Jun,91,1.3,0,0,0,0,0,0,0,0,0,2.5,20,40,32.5,5,0,0,0,0,,,,
2022Jun,93,,,,,,,,,,,,,,,,,,,,,,,
2022Jun,95,1.3299232124,.0000373454,.0003449222,.0025910438,.0158306264,.0786667437,.3179464524,1.0451690211,2.7944015216,6.0766024533,10.7473792724,15.4601627377,18.0881971147,17.2125905578,13.3219233149,8.3860482296,4.2935598123,1.7879172478,.3706315829,,,,
2022Jun,96,,,,,,,,,,,,,,,,,,,,,,,
2022Jun,97,,,,,,,,,,,,,,,,,,,,,,,
2022Jun,98,.4,,,,,,,,,5,30,30,30,5,,,,,,,,,
2022Jun,99,,,,,,,,,,,,,,,,,,,,,,,
2022Jun,101,1.1,,,,,,,,,,,,,,,,,,,,,,
2022Jun,102,,,,,,,,,,,,,,,,,,,,,,,
2022Jun,103,,,,,,,,,,,,,,,,,,,,,,,
2022Jun,105,,,,,,,,,,,,,,,,,,,,,,,
2022Jun,107,,,,,,,,,,,,,,,,,,,,,,,
2022Jun,109,1.3,0,0,0,0,0,0,0,0,5,5,10,50,20,5,5,0,0,0,,,,
2022Jun,110,,,,,,,,,,,,,,,,,,,,,,,
2022Jun,112,,,,,,,,,,,,,,,,,,,,,,,
2022Jun,114,1,,,,,,,,,,,,,,,,,,,,,,
2022Jun,115,,,,,,,,,,,,,,,,,,,,,,,
2022Jun,117,1.2,,,,,,,,,,,,,,,,,,,,,,
2022Jun,118,.9,,,,,,,,,,,,,,,,,,,,,,
2022Jun,119,.9,,,,,,,,,5,5,80,5,5,,,,,,,,,
2022Jun,121,1,0,0,0,0,0,0,0,0,4,20,30,35,10,1,0,0,0,0,,,,
2022Jun,127,1.2,0,0,0,0,0,5.5407383568,3.2049151374,5.5763395688,8.0579193385,10.4813830916,12.9354022877,12.2726225167,12.2728806689,10.4818240463,8.0584278463,5.5768087842,5.5407383568,0,,,,
2022Jun,128,1.5,,,,,,,1,2,3,4,8,15,45,15,4,2,1,,,,,
