INFLATION EXPECTATIONS; YEAR-ON-YEAR CHANGE IN HICP,,,,,,,,,,,,,,,,,,,,,
TARGET_PERIOD,FCT_SOURCE,POINT,TN1_0,FN1_0TN0_6,FN0_5TN0_1,F0_0T0_4,F0_5T0_9,F1_0T1_4,F1_5T1_9,F2_0T2_4,F2_5T2_9,F3_0T3_4,F3_5T3_9,F4_0,,,,,,,
2017,108,1.7325,,,.18,5.34,12.75,20.17,25.45,19.53,12.03,4.51,.04,,,,,,,,
2017,110,1.3,0,0,.0000000001,.0003087499,2.2264135023,66.9989168643,30.6452505458,.1291086885,.0000016491,0,0,0,,,,,,,
2017,111,1.5,,,,,,,,,,,,,,,,,,,
2017,112,1.4,,,,10,15,40,20,10,5,,,,,,,,,,
2017,114,1.7,,,,5,10,20,45,15,5,,,,,,,,,,
2017,115,1.4,.7448775078,1.3777821519,4.2804566378,9.1134984793,15.0819171635,19.4014680596,19.4014680597,15.0819171635,9.1134984793,4.2804566378,1.5625261727,.5601334871,,,,,,,
2017,116,1.5,,,,,,,,,,,,,,,,,,,
2017Dec,1,1.6,,,,10,10,25,50,5,,,,,,,,,,,
2017Dec,2,1.4,0,0,0,5,25,39,26,5,0,0,0,0,,,,,,,
2017Dec,4,1.5,0,0,0,0,10,30,50,10,,,,,,,,,,,
2017Dec,6,1.6,,,,,10,30,50,10,,,,,,,,,,,
2017Dec,7,,,,,,,,,,,,,,,,,,,,
2017Dec,10,1.3,,,,,10,20,60,10,,,,,,,,,,,
2017Dec,14,1,0,0,0,10,41,40,9,0,0,0,0,0,,,,,,,
2017Dec,15,1.5,,,,5,10,30,35,15,5,,,,,,,,,,
2017Dec,16,1.5,1,2,6,9,13,18,21,14,9,4,2,1,,,,,,,
2017Dec,20,1.5,,,,,15,35,40,10,,,,,,,,,,,
2017Dec,22,1.3,,,,5,25,40,25,5,,,,,,,,,,,
2017Dec,23,1.1,,,1,10,25,29,23,10,2,,,,,,,,,,
2017Dec,24,1.4072162135,,,3,8,20,24,21,15,9,,,,,,,,,,
2017Dec,26,1.5,,,,2.5,20,27.5,27.5,20,2.5,,,,,,,,,,
2017Dec,29,1.5,,,,,10,60,30,,,,,,,,,,,,
2017Dec,30,1.2,,,,,,,,,,,,,,,,,,,
2017Dec,31,1.6,,,,2.5,12.5,20,40,20,5,,,,,,,,,,
2017Dec,32,1.3,,,,,,,,,,,,,,,,,,,
2017Dec,35,,,,,,,,,,,,,,,,,,,,
2017Dec,37,1.7,,,,,,27,69,4,,,,,,,,,,,
2017Dec,38,1.5,,,,,,20,60,20,,,,,,,,,,,
2017Dec,39,1.4,,,,10,20,38,27,5,,,,,,,,,,,
2017Dec,42,,,,,,20,50,30,,,,,,,,,,,,
2017Dec,48,1.6,,,,,,50,50,,,,,,,,,,,,
2017Dec,49,1,,,,,,,,,,,,,,,,,,,
2017Dec,54,1.3,,,,,15,70,15,,,,,,,,,,,,
2017Dec,56,1.3,,,,,,,,,,,,,,,,,,,
2017Dec,61,1.2,,,,10,20,35,25,10,,,,,,,,,,,
2017Dec,67,,,,,,,,,,,,,,,,,,,,
2017Dec,68,1.4,,,,,,,,,,,,,,,,,,,
2017Dec,70,,,,,,,,,,,,,,,,,,,,
2017Dec,80,,,,,,,,,,,,,,,,,,,,
2017Dec,82,,,,,,,,,,,,,,,,,,,,
2017Dec,84,,,,,,,,,,,,,,,,,,,,
2017Dec,85,1.5873255688,.016976978,.1600517811,1.0461568842,4.4467393963,12.3020380208,22.1663975628,26.0240339611,19.9097397453,9.9239561697,3.2212420266,.6803995746,.1022678995,,,,,,,
2017Dec,89,1.5,,1,2.5,5,15,20,27.5,18,7.5,2.5,1,,,,,,,,
2017Dec,91,1.2,0,0,2.5,7.5,27.5,35,25,2.5,0,0,0,0,,,,,,,
2017Dec,92,1.19489977,.8111992862,2.3597595243,6.3617711449,12.7986626148,19.2172998941,19.453793255,18.5850943605,12.7670327677,4.9161834297,2.0532012054,.5485111006,.1274914168,,,,,,,
2017Dec,93,1,,,,5,35,50,10,,,,,,,,,,,,
2017Dec,94,1.689,,.5,1,3,7,22,35,20,7,3,1,.5,,,,,,,
2017Dec,95,.8260360838,2.6178534616,4.0655046361,9.4074789727,17.2497174769,22.2228341405,19.5199204449,14.6713323826,7.0940174278,2.4268338204,.587371566,.1005798288,.0365558417,,,,,,,
2017Dec,96,1.5,,,,2,5,35,45,10,3,,,,,,,,,,
2017Dec,98,1.5,,,,5,10,35,35,15,,,,,,,,,,,
2017Dec,99,1.3,,,,,,,,,,,,,,,,,,,
2017Dec,101,1.1,,,,,,,,,,,,,,,,,,,
2017Dec,102,1.4,,,,5,10,35,40,10,,,,,,,,,,,
2017Dec,103,1.6,,,,5,10,30,35,15,5,,,,,,,,,,
2017Dec,105,1.3,,,,,,85,15,,,,,,,,,,,,
2017Dec,107,1.19489977,.8111992862,2.3597595243,6.3617711449,12.7986626148,19.2172998941,19.453793255,18.5850943605,12.7670327677,4.9161834297,2.0532012054,.5485111006,.1274914168,,,,,,,
2017Dec,108,1.63,,,.12,5.16,12.75,20.34,25.71,19.64,11.97,4.3,.01,,,,,,,,
2017Dec,110,1,.5306946968,1.1307770427,3.852090946,8.8381527502,15.3733292075,20.2749553568,20.2749553567,15.3733292075,8.8381527502,3.852090946,1.2726496624,.3888220772,,,,,,,
2017Dec,111,1.6,,,,,,,,,,,,,,,,,,,
2017Dec,112,1.5,,,,5,15,30,20,15,10,5,,,,,,,,,
2017Dec,114,1.7,,,2,8,10,15,40,15,8,2,,,,,,,,,
2017Dec,115,1.4,.7448775078,1.3777821519,4.2804566378,9.1134984793,15.0819171635,19.4014680596,19.4014680597,15.0819171635,9.1134984793,4.2804566378,1.5625261727,.5601334871,,,,,,,
2017Dec,116,1.3,,,,,,,,,,,,,,,,,,,
2018,1,1.7,,,,10,10,25,50,5,,,,,,,,,,,
2018,2,1.6,0,0,0,5,12,31,34,13,5,0,0,0,,,,,,,
2018,4,1.5,0,0,0,0,10,30,30,20,10,,,,,,,,,,
2018,6,1.7,,,,,10,25,55,10,,,,,,,,,,,
2018,7,1.2,,,,,,,,,,,,,,,,,,,
2018,10,1.6,,,,,10,20,60,10,,,,,,,,,,,
2018,14,1.1,0,1,4,12,25,27,20,9,2,0,0,0,,,,,,,
2018,15,1.5,,,,5,10,30,35,15,5,,,,,,,,,,
2018,16,1.3,1,2,7,13,16,17,15,13,9,4,2,1,,,,,,,
2018,20,1.6,,,,,15,30,40,15,,,,,,,,,,,
2018,22,1.4,,,,10,20,40,30,,,,,,,,,,,,
2018,23,1.2,,1,2,6,20,25,20,15,10,1,,,,,,,,,
2018,24,1.5,,,,10,15,20,24,17,11,3,,,,,,,,,
2018,26,1.6,,,,5,20,25,25,20,5,,,,,,,,,,
2018,29,1.5,,,,,,40,50,10,,,,,,,,,,,
2018,30,1.6,,,,,10,30,50,10,,,,,,,,,,,
2018,31,1.8,,,,5,15,25,35,15,5,,,,,,,,,,
2018,32,1.4,.0007744996,.0212409994,.4201325249,3.7999143851,16.179330573,32.3663233021,30.5233995987,13.5666907588,2.8329465992,.2764540087,.0125282248,.0002645257,,,,,,,
2018,35,,,,,,,,,,,,,,,,,,,,
2018,37,1.8,,,,,,19,65,15,1,,,,,,,,,,
2018,38,1.6,,,,,,20,60,20,,,,,,,,,,,
2018,39,1.4,,,,10,20,35,30,5,,,,,,,,,,,
2018,42,1.6,,,,,10,25,45,15,5,,,,,,,,,,
2018,48,1.5,,,,,,50,50,,,,,,,,,,,,
2018,49,1,,,,,,,,,,,,,,,,,,,
2018,54,1.7,,,,,10,30,50,10,,,,,,,,,,,
2018,56,1.3,,,,,5,60,30,5,,,,,,,,,,,
2018,61,,,,,,,,,,,,,,,,,,,,
2018,67,,,,,,,,,,,,,,,,,,,,
2018,68,1.4,,,,,,,,,,,,,,,,,,,
2018,70,1.1,,,,,,60,40,,,,,,,,,,,,
2018,80,1.5,0,.2857142857,0,3.4285714286,13.4285714286,37.1428571428,31.4285714286,12,2.2857142857,0,0,0,,,,,,,
2018,82,1.3,,,,,,,,,,,,,,,,,,,
2018,84,1.9,2,2,3,6,14,21,25,18,8,1,0,0,,,,,,,
2018,85,1.6037202114,.0362890605,.2574854555,1.3662503831,4.9606759131,12.3317392056,20.9972216513,24.4942423157,19.5777862126,10.720451268,4.0205740595,1.0322754639,.2050090112,,,,,,,
2018,89,1.6,,,2.5,5,10,25,30,17.5,5,2.5,2.5,,,,,,,,
2018,91,1.4,0,0,2.5,10,15,35,25,10,2.5,0,0,0,,,,,,,
2018,92,1.1238068866,.284980652,1.4419568015,5.4482060431,13.6639943603,22.7592068258,22.8455590991,19.4477346865,10.4469363875,2.7891305784,.7492169693,.1113647092,.0117128873,,,,,,,
2018,93,1.5,,,,1,5,35,54,5,,,,,,,,,,,
2018,94,1.758,,1,2,3,6,15,38,20,8,4,2,1,,,,,,,
2018,95,.7509606308,4.8164990758,9.0605037198,10.7544633736,14.2445014373,16.9588724431,16.2487354537,14.4519244773,8.6973213506,3.5415964055,.9758124114,.181922881,.0678469709,,,,,,,
2018,96,1.7,,,,2,3,25,47,15,5,3,,,,,,,,,
2018,98,1.6,,,,,5,35,35,20,5,,,,,,,,,,
2018,99,1.5,,,,,,30,70,,,,,,,,,,,,
2018,101,1.3,,,,,15,50,30,5,,,,,,,,,,,
2018,102,1.5,,,,,10,40,45,5,,,,,,,,,,,
2018,103,1.7,,,,5,10,25,35,20,5,,,,,,,,,,
2018,105,1.5,,,,,,35,65,,,,,,,,,,,,
2018,107,1.1238068866,.284980652,1.4419568015,5.4482060431,13.6639943603,22.7592068258,22.8455590991,19.4477346865,10.4469363875,2.7891305784,.7492169693,.1113647092,.0117128873,,,,,,,
2018,108,1.5925,,,.33,5.93,13.35,20.76,25.35,18.94,11.43,3.91,0,,,,,,,,
2018,110,1.4,.0112620594,.0859364942,.8143710684,4.316743069,13.570572368,25.3358016237,28.1131953778,18.5431747178,7.2664530079,1.6897738009,.2328104374,.0199059755,,,,,,,
2018,111,,,,,,,,,,,,,,,,,,,,
2018,112,1.7,,,,,10,20,40,20,10,,,,,,,,,,
2018,114,1.7,,,2,8,10,15,40,15,8,2,,,,,,,,,
2018,115,1.8,.2250943104,.5197831974,1.9503827257,5.0802481144,10.2847117328,16.1838901068,19.7963267811,18.8238953484,13.9140799311,7.9946826369,3.5703978314,1.6565072836,,,,,,,
2018,116,1.2,,,,,,,,,,,,,,,,,,,
2018Dec,1,1.8,,,,10,10,25,50,5,,,,,,,,,,,
2018Dec,2,1.7,0,0,1,3,8,20,36,22,9,1,0,0,,,,,,,
2018Dec,4,1.6,0,0,0,0,10,20,30,30,10,,,,,,,,,,
2018Dec,6,1.7,,,,,10,25,55,10,,,,,,,,,,,
2018Dec,7,,,,,,,,,,,,,,,,,,,,
2018Dec,10,1.6,,,,,10,20,60,10,,,,,,,,,,,
2018Dec,14,1.2,0,2,4,12,20,23,21,11,6,1,0,0,,,,,,,
2018Dec,15,1.6,,,,5,10,20,40,20,5,,,,,,,,,,
2018Dec,16,1.3,1,2,7,13,16,17,15,13,9,4,2,1,,,,,,,
2018Dec,20,1.7,,,,5,13,24,35,18,5,,,,,,,,,,
2018Dec,22,1.4,,,,5,15,50,30,,,,,,,,,,,,
2018Dec,23,1.3,,1,2,6,20,25,20,15,10,1,,,,,,,,,
2018Dec,24,1.508345218,,,3,10,15,17,20,15,12,5,3,,,,,,,,
2018Dec,26,1.6,,,,5,20,22.5,27.5,20,5,,,,,,,,,,
2018Dec,29,1.6,,,,,,40,50,10,,,,,,,,,,,
2018Dec,30,2,,,,,,,,,,,,,,,,,,,
2018Dec,31,1.7,,,,5,15,25,35,15,5,,,,,,,,,,
2018Dec,32,1.5,,,,,,,,,,,,,,,,,,,
2018Dec,35,,,,,,,,,,,,,,,,,,,,
2018Dec,37,1.7,,,,,,15,70,15,,,,,,,,,,,
2018Dec,38,1.6,,,,,,20,60,20,,,,,,,,,,,
2018Dec,39,1.5,,,,5,10,40,35,10,,,,,,,,,,,
2018Dec,42,,,,,,,30,40,30,,,,,,,,,,,
2018Dec,48,1.5,,,,,,50,50,,,,,,,,,,,,
2018Dec,49,1.2,,,,,,,,,,,,,,,,,,,
2018Dec,54,1.6,,,,,10,30,50,10,,,,,,,,,,,
2018Dec,56,1.3,,,,,,,,,,,,,,,,,,,
2018Dec,61,,,,,,,,,,,,,,,,,,,,
2018Dec,67,,,,,,,,,,,,,,,,,,,,
2018Dec,68,1.5,,,,,,,,,,,,,,,,,,,
2018Dec,70,,,,,,,,,,,,,,,,,,,,
2018Dec,80,,,,,,,,,,,,,,,,,,,,
2018Dec,82,,,,,,,,,,,,,,,,,,,,
2018Dec,84,,,,,,,,,,,,,,,,,,,,
2018Dec,85,1.6218985505,.1245915257,.5532884366,2.1081108331,5.9425086883,12.3959815078,19.1381915514,21.8713123741,18.5019205294,11.5853511934,5.3691253575,1.8412915654,.5683264373,,,,,,,
2018Dec,89,1.7,,,2.5,5,10,17.5,25,27.5,7.5,2.5,2.5,,,,,,,,
2018Dec,91,1.3,0,0,2.5,10,30,35,20,2.5,0,0,0,0,,,,,,,
2018Dec,92,1.1868275277,1.1538142732,2.8292339711,6.8930552062,12.896658328,18.5313912899,18.4702072023,17.8354544008,12.768407222,5.27406526,2.4128024257,.7303267688,.204583652,,,,,,,
2018Dec,93,1.6,,,,,5,20,70,5,,,,,,,,,,,
2018Dec,94,1.574,,.5,2,5,11,25,26,20,6,3,1,.5,,,,,,,
2018Dec,95,1.018259501,4.9982179293,6.3999900419,8.4281225839,11.9400610263,13.8284663177,17.4713977908,14.9846922343,10.9304038536,6.6562109112,2.4931908152,1.3665430908,.502703405,,,,,,,
2018Dec,96,1.8,,,,2,3,20,45,22,5,3,,,,,,,,,
2018Dec,98,1.6,,,,,10,30,30,20,10,,,,,,,,,,
2018Dec,99,1.8,,,,,,,,,,,,,,,,,,,
2018Dec,101,1.3,,,,,,,,,,,,,,,,,,,
2018Dec,102,1.5,,,,5,10,40,40,5,,,,,,,,,,,
2018Dec,103,1.6,,,,5,10,25,35,20,5,,,,,,,,,,
2018Dec,105,1.5,,,,,,15,85,,,,,,,,,,,,
2018Dec,107,1.1868275277,1.1538142732,2.8292339711,6.8930552062,12.896658328,18.5313912899,18.4702072023,17.8354544008,12.768407222,5.27406526,2.4128024257,.7303267688,.204583652,,,,,,,
2018Dec,108,1.57,,,.26,5.9,13.66,21.42,25.77,18.83,10.98,3.18,,,,,,,,,
2018Dec,110,1.3,.7684994819,1.320148181,3.9556376959,8.268799032,13.727038383,18.0985131838,18.9519283242,15.7619707547,10.4113167792,5.4615983373,2.2752216397,.9993282073,,,,,,,
2018Dec,111,,,,,,,,,,,,,,,,,,,,
2018Dec,112,1.8,,,,5,10,20,30,20,10,5,,,,,,,,,
2018Dec,114,1.7,,,2,8,12,18,35,15,8,2,,,,,,,,,
2018Dec,115,1.7,.307928023,.6734102397,2.410082597,5.9689985188,11.4900656729,17.1922918315,19.996758989,18.0804510167,12.7079809043,6.9428873891,2.9482481226,1.2808966954,,,,,,,
2018Dec,116,1.2,,,,,,,,,,,,,,,,,,,
2019,1,1.8,,,,10,10,20,55,5,,,,,,,,,,,
2019,2,1.8,0,0,1,3,6,22,35,23,8,2,0,0,,,,,,,
2019,4,1.7,0,0,5,5,10,20,30,15,10,5,,,,,,,,,
2019,6,1.9,,,,,5,15,50,30,,,,,,,,,,,
2019,7,,,,,,,,,,,,,,,,,,,,
2019,10,1.6,,,,,10,20,60,10,,,,,,,,,,,
2019,14,1.3,0,2,4,12,20,23,21,11,6,1,0,0,,,,,,,
2019,15,1.7,,,,5,10,15,30,25,15,,,,,,,,,,
2019,16,1.4,1,2,9,14,15,16,14,12,10,4,2,1,,,,,,,
2019,20,1.8,,,,5,15,25,30,20,5,,,,,,,,,,
2019,22,1.5,,,,5,10,30,45,10,,,,,,,,,,,
2019,23,1.3,1,2,3,8,16,22,19,15,10,3,1,,,,,,,,
2019,24,1.7,,,5,6,13,17,20,16.5,12,8.5,2,,,,,,,,
2019,26,1.7,,,,5,12.5,20,25,20,12.5,5,,,,,,,,,
2019,29,1.5,,,,,,40,50,10,,,,,,,,,,,
2019,30,,,,,,,,,,,,,,,,,,,,
2019,31,2,,,,,5,15,25,35,15,5,,,,,,,,,
2019,32,,,,,,,,,,,,,,,,,,,,
2019,35,,,,,,,,,,,,,,,,,,,,
2019,37,2.1,,,,,,5,40,45,10,,,,,,,,,,
2019,38,1.5,,,,,,20,60,20,,,,,,,,,,,
2019,39,1.6,,,,5,15,30,35,15,,,,,,,,,,,
2019,42,,,,,,,,,,,,,,,,,,,,
2019,48,,,,,,,,,,,,,,,,,,,,
2019,49,1.4,,,,,,,,,,,,,,,,,,,
2019,54,1.9,,,,,5,20,45,30,,,,,,,,,,,
2019,56,1.3,,,,,5,50,40,5,,,,,,,,,,,
2019,61,,,,,,,,,,,,,,,,,,,,
2019,67,,,,,,,,,,,,,,,,,,,,
2019,68,1.6,,,,,,,,,,,,,,,,,,,
2019,70,,,,,,,,,,,,,,,,,,,,
2019,80,1.7,0,0,0,3.7142857143,14,26.8571428571,29.142857143,16.8571428571,8.5714285714,.8571428571,0,0,,,,,,,
2019,82,,,,,,,,,,,,,,,,,,,,
2019,84,1.8,3,2,4,7,12,17,22,16,11,4,1,1,,,,,,,
2019,85,1.7355581339,.0814621148,.3914036039,1.5970967893,4.8211005869,10.7689965889,17.8032285869,21.7855582221,19.733595587,13.231251991,6.5661567908,2.4113829118,.8087662266,,,,,,,
2019,89,1.8,,,0,2.5,10,15,30,25,10,5,2.5,,,,,,,,
2019,91,1.4,0,2.5,5,10,20,27.5,22.5,10,2.5,0,0,0,,,,,,,
2019,92,1.1370574244,.2702681063,1.3842981468,5.2875128537,13.4056778592,22.5723330352,22.8927439616,19.689299432,10.6959953933,2.8879394839,.7836428339,.1177583371,.012530557,,,,,,,
2019,93,1.8,,,,,1.5,15,60,18.5,5,,,,,,,,,,
2019,94,1.663,.5,1,2,3,5,20,40,16,8,3,1,.5,,,,,,,
2019,95,1.0285515898,5.1521239874,8.3969296335,9.4659720629,10.5760044487,12.2498142696,16.9541183567,13.6708575724,9.8162592031,6.3463253448,4.1857387378,2.0248806797,1.1609757034,,,,,,,
2019,96,2,,,,2,3,10,30,40,10,5,,,,,,,,,
2019,98,1.7,,,,,5,30,35,25,5,,,,,,,,,,
2019,99,,,,,,,,,,,,,,,,,,,,
2019,101,1.4,,,,5,10,40,35,10,,,,,,,,,,,
2019,102,1.5,,,,,10,35,45,10,,,,,,,,,,,
2019,103,1.8,,,,5,10,25,30,20,10,,,,,,,,,,
2019,105,1.6,,,,,,30,70,,,,,,,,,,,,
2019,107,1.1370574244,.2702681063,1.3842981468,5.2875128537,13.4056778592,22.5723330352,22.8927439616,19.689299432,10.6959953933,2.8879394839,.7836428339,.1177583371,.012530557,,,,,,,
2019,108,1.5520525,,,.44,6.37,13.95,21.52,25.41,18.44,10.76,3.11,,,,,,,,,
2019,110,,,,,,,,,,,,,,,,,,,,
2019,111,,,,,,,,,,,,,,,,,,,,
2019,112,1.9,,,,5,10,20,30,20,10,5,,,,,,,,,
2019,114,1.7,,,2,8,12,18,35,15,8,2,,,,,,,,,
2019,115,,,,,,,,,,,,,,,,,,,,
2019,116,,,,,,,,,,,,,,,,,,,,
2021,1,1.8,,,2,8,10,20,50,10,,,,,,,,,,,
2021,2,1.9,0,0,2,4,7,15,22,27,18,5,0,0,,,,,,,
2021,4,1.8,0,0,5,10,15,20,25,20,5,,,,,,,,,,
2021,6,2,,,,,,5,40,50,5,,,,,,,,,,
2021,7,,,,,,,,,,,,,,,,,,,,
2021,10,1.8,,,,,10,20,60,10,,,,,,,,,,,
2021,14,1.9,0,0,1,4,11,16,24,20,14,8,2,0,,,,,,,
2021,15,1.9,,,,,5,20,35,20,15,5,,,,,,,,,
2021,16,1.7,5,5,6,7,13,14,16,12,9,7,5,1,,,,,,,
2021,20,1.9,,,5,8,14,18,30,20,5,,,,,,,,,,
2021,22,1.7,,,,,10,25,50,15,,,,,,,,,,,
2021,23,2,,1,2,4,10,15,20,17,14,11,5,1,,,,,,,
2021,24,1.9,,1,2.5,6,10,16.5,18,16.5,12,9,6,2.5,,,,,,,
2021,26,1.8,,,,5,15,20,20,20,15,5,,,,,,,,,
2021,29,1.7,,,,,,40,50,10,,,,,,,,,,,
2021,30,1.9,,,,,,,,,,,,,,,,,,,
2021,31,1.9,,,,,10,30,40,15,5,,,,,,,,,,
2021,32,,,,,,,,,,,,,,,,,,,,
2021,35,,,,,,,,,,,,,,,,,,,,
2021,37,2.2,,,,,,1,29,45,23,2,,,,,,,,,
2021,38,,,,,,,,,,,,,,,,,,,,
2021,39,1.8,,,,5,15,20,40,15,5,,,,,,,,,,
2021,42,1.8,,,,,5,20,50,20,5,,,,,,,,,,
2021,48,1.5,,,,,,50,50,,,,,,,,,,,,
2021,49,,,,,,,,,,,,,,,,,,,,
2021,54,2,,,,,,5,40,50,5,,,,,,,,,,
2021,56,1.5,,,,,5,45,45,5,,,,,,,,,,,
2021,61,,,,,,,,,,,,,,,,,,,,
2021,67,,,,,,,,,,,,,,,,,,,,
2021,68,1.9,,,,,,,,,,,,,,,,,,,
2021,70,1.8,,,,,,45,55,,,,,,,,,,,,
2021,80,1.6,.2857142857,.8571428571,4,7.1428571429,19.1428571429,22.2857142857,23.1428571429,16.8571428571,3.4285714286,2.2857142857,.5714285714,0,,,,,,,
2021,82,,,,,,,,,,,,,,,,,,,,
2021,84,1.8,3,2,3,6,10,15,21,19,13,5,2,1,,,,,,,
2021,85,1.95,.0166461886,.1183436145,.6587863526,2.6173861765,7.4248907767,15.0436405639,21.7749396845,22.5193747064,16.6401038446,8.7843887907,3.3123122024,1.0891870986,,,,,,,
2021,89,1.925,,,0,2.5,7.5,15,30,25,12.5,5,2.5,,,,,,,,
2021,91,1.5,0,2.5,7.5,10,17.5,27.5,22.5,10,2.5,0,0,0,,,,,,,
2021,92,,,,,,,,,,,,,,,,,,,,
2021,93,2,,,,,,2.5,33,57,7.5,,,,,,,,,,
2021,94,1.73,.5,1,3,4.5,8,16,32,16,8,6,3,2,,,,,,,
2021,95,1.6752654008,1.6530653022,2.1597170625,4.0531421009,7.4605816216,10.1462114906,14.4998590647,18.4740125602,16.1188177654,12.0700985075,7.3511989901,3.6414577745,2.3718377598,,,,,,,
2021,96,2,,,,2,3,10,30,40,10,5,,,,,,,,,
2021,98,2,,,,,,15,35,35,15,,,,,,,,,,
2021,99,1.8,,,,,,30,70,,,,,,,,,,,,
2021,101,1.8,,,5,8,12,25,35,10,5,,,,,,,,,,
2021,102,1.4,,,,,10,45,35,10,,,,,,,,,,,
2021,103,1.8,,,,5,10,25,30,20,10,,,,,,,,,,
2021,105,1.9,,,,,,,80,20,,,,,,,,,,,
2021,107,,,,,,,,,,,,,,,,,,,,
2021,108,1.6640575,,,.09,4.88,12.26,19.65,25.39,20,12.54,5.07,.12,,,,,,,,
2021,110,2,.0000000003,.0000001639,.0001404405,.0277402916,1.2972091882,14.8785294423,43.5328175391,33.309027409,6.6199814331,.3305556759,.003987151,.0000112651,,,,,,,
2021,111,,,,,,,,,,,,,,,,,,,,
2021,112,2,,,,,5,10,20,30,25,10,,,,,,,,,
2021,114,1.7,,,5,5,10,15,30,15,10,5,5,,,,,,,,
