INFLATION EXPECTATIONS; YEAR-ON-YEAR CHANGE IN HICP,,,,,,,,,,,,,,,,,,,,,
TARGET_PERIOD,FCT_SOURCE,POINT,TN1_0,FN1_0TN0_6,FN0_5TN0_1,F0_0T0_4,F0_5T0_9,F1_0T1_4,F1_5T1_9,F2_0T2_4,F2_5T2_9,F3_0T3_4,F3_5T3_9,F4_0,,,,,,,
2018,1,1.6,,,,10,10,15,60,5,,,,,,,,,,,
2018,4,1.5,,,,5,10,25,30,15,10,5,,,,,,,,,
2018,6,1.7,,,5,10,10,30,35,5,5,,,,,,,,,,
2018,7,.7,,,,,,,,,,,,,,,,,,,
2018,14,1.4,,,,,,,,,,,,,,,,,,,
2018,15,1.7,,,,5,10,15,30,25,15,,,,,,,,,,
2018,16,1,1,2,7,13,16,17,15,13,9,4,2,1,,,,,,,
2018,20,1.5,,,5,10,15,20,30,15,5,,,,,,,,,,
2018,22,1.4,,,,10,25,40,25,,,,,,,,,,,,
2018,23,1.2,,1,2,6,20,25,20,15,10,1,,,,,,,,,
2018,24,1.5,,,5,10.5,13,17,20,16.5,11,5,2,,,,,,,,
2018,29,.8,,,,20,40,30,10,,,,,,,,,,,,
2018,30,1.7,,,,,5,20,40,20,15,,,,,,,,,,
2018,31,1.7,,,,5,15,25,35,15,5,,,,,,,,,,
2018,32,1.4,.0008399564,.022709739,.4423865776,3.9407128806,16.5268322637,32.5673838545,30.2547802893,13.2461852825,2.7244104674,.2618316503,.0116841718,.0002428669,,,,,,,
2018,37,1.7,,,,,5,36,45,14,,,,,,,,,,,
2018,38,1.4,,,,,20,60,20,,,,,,,,,,,,
2018,39,1.4,,,,10,15,40,25,10,,,,,,,,,,,
2018,41,1.6,,,,,,20,60,20,,,,,,,,,,,
2018,48,1.5,,,,,,50,50,,,,,,,,,,,,
2018,49,1.2,,,,,,,,,,,,,,,,,,,
2018,52,,,,,,,,,,,,,,,,,,,,
2018,54,1.8,,,,,10,40,50,,,,,,,,,,,,
2018,61,,,,,,,,,,,,,,,,,,,,
2018,67,,,,,,,,,,,,,,,,,,,,
2018,68,1.6,,,,,,,,,,,,,,,,,,,
2018,70,1.1,,,,,30,70,,,,,,,,,,,,,
2018,80,1.8,0,0,0,2.523659306,9.4637223975,25.2365930599,34.7003154574,19.8738170347,6.9400630915,1.261829653,0,0,,,,,,,
2018,82,1,,,,,,,,,,,,,,,,,,,
2018,84,1.6,5,3,5,8,12,21,24,16,6,0,0,0,,,,,,,
2018,85,1.6750251097,.1744106468,.6571443005,2.2534312378,5.8926787612,11.7526068111,17.87966282,20.7500758583,18.3707396899,12.4071177353,6.3917957006,2.51150324,.9588331985,,,,,,,
2018,89,1.6,,,2.5,5,10,25,30,17.5,5,2.5,2.5,,,,,,,,
2018,92,1.1493731206,.2572121766,1.3324321399,5.1410826232,13.1665728405,22.3942516871,22.930742312,19.9113817468,10.9300045878,2.9821387662,.8168454179,.1239974319,.0133382701,,,,,,,
2018,93,1.5,,,,1.5,5,36,52.5,5,,,,,,,,,,,
2018,94,1.8,.5,1,3,5,8,14,28,16,12,7.5,3,2,,,,,,,
2018,95,.8455721281,7.0106528248,9.0693414809,10.8319234458,12.6308149222,16.5603254576,13.3869929105,9.663023479,8.6953880259,5.6216691379,3.7077894692,1.7936693451,1.0284095011,,,,,,,
2018,96,1.54,,,,5,15,35,30,10,5,,,,,,,,,,
2018,98,1.54,,,,5,15,25,35,15,5,,,,,,,,,,
2018,99,1.6,,,,,,30,70,,,,,,,,,,,,
2018,101,1.5,,,,5,15,30,45,5,,,,,,,,,,,
2018,102,1.5,,,,,10,40,45,5,,,,,,,,,,,
2018,103,1.8,,,,5,15,30,35,10,5,,,,,,,,,,
2018,105,1.4,,,,,5,80,15,,,,,,,,,,,,
2018,107,1.1493731206,.2572121766,1.3324321399,5.1410826232,13.1665728405,22.3942516871,22.930742312,19.9113817468,10.9300045878,2.9821387662,.8168454179,.1239974319,.0133382701,,,,,,,
2018,110,1.4,.0001073458,.0038127607,.1489412779,2.2627239298,13.7589943388,33.825420347,33.825420347,13.7589943388,2.2627239298,.1489412779,.0038803463,.0000397602,,,,,,,
2018,112,1.7,,,,5,10,20,30,20,10,5,,,,,,,,,
2018,115,,,,,,,,,,,,,,,,,,,,
2018Sep,1,1.6,,,,10,10,15,60,5,,,,,,,,,,,
2018Sep,4,1.5,,,,10,15,20,25,15,10,5,,,,,,,,,
2018Sep,6,1.6,,,,5,20,30,35,10,,,,,,,,,,,
2018Sep,7,,,,,,,,,,,,,,,,,,,,
2018Sep,14,.7,,,,,,,,,,,,,,,,,,,
2018Sep,15,1.7,,,,5,5,20,35,25,10,,,,,,,,,,
2018Sep,16,1,1,2,7,13,16,17,15,13,9,4,2,1,,,,,,,
2018Sep,20,1.5,,,5,10,15,22,28,15,5,,,,,,,,,,
2018Sep,22,1.5,,,,5,20,35,35,5,,,,,,,,,,,
2018Sep,23,1.3,,1,2,6,20,25,20,15,10,1,,,,,,,,,
2018Sep,24,1.6094743228,,,3,10,15,17,20,15,12,5,3,,,,,,,,
2018Sep,29,.8,,,,20,40,30,10,,,,,,,,,,,,
2018Sep,30,,,,,,,,,,,,,,,,,,,,
2018Sep,31,1.7,,,,5,20,25,35,10,5,,,,,,,,,,
2018Sep,32,1.4,,,,,,,,,,,,,,,,,,,
2018Sep,37,1.9,,,,,5,35,42,18,,,,,,,,,,,
2018Sep,38,1.5,,,,,,20,60,20,,,,,,,,,,,
2018Sep,39,1.5,,,,5,12,33,35,15,,,,,,,,,,,
2018Sep,41,,,,,,,,,,,,,,,,,,,,
2018Sep,48,1.5,,,,,,50,50,,,,,,,,,,,,
2018Sep,49,1.2,,,,,,,,,,,,,,,,,,,
2018Sep,52,,,,,,,,,,,,,,,,,,,,
2018Sep,54,1.7,,,,,15,30,50,5,,,,,,,,,,,
2018Sep,61,,,,,,,,,,,,,,,,,,,,
2018Sep,67,,,,,,,,,,,,,,,,,,,,
2018Sep,68,,,,,,,,,,,,,,,,,,,,
2018Sep,70,,,,,,,,,,,,,,,,,,,,
2018Sep,80,,,,,,,,,,,,,,,,,,,,
2018Sep,82,,,,,,,,,,,,,,,,,,,,
2018Sep,84,,,,,,,,,,,,,,,,,,,,
2018Sep,85,1.6749570902,.2760449577,.8693802448,2.6498234265,6.320972885,11.8020292635,17.2492094815,19.7352450873,17.6760093334,12.3933326442,6.8019656862,2.9220691055,1.3039178844,,,,,,,
2018Sep,89,1.7,,,2.5,5,10,17.5,25,27.5,7.5,2.5,2.5,,,,,,,,
2018Sep,92,1.1228475273,1.3702769525,3.2177818863,7.5791831043,13.709359271,19.0450252548,18.3825244417,17.1907495841,11.8821038104,4.7412056562,2.1014229391,.6149230478,.1654440518,,,,,,,
2018Sep,93,1.1,,,,2.5,25,60,10,2.5,,,,,,,,,,,
2018Sep,94,1.9,.5,1,4,4.5,8,10,24,23,11,8,4,2,,,,,,,
2018Sep,95,1.018259501,4.9982179293,6.3999900419,8.4281225839,11.9400610263,13.8284663177,17.4713977908,14.9846922343,10.9304038536,6.6562109112,2.4931908152,1.3665430908,.502703405,,,,,,,
2018Sep,96,1.6,,,,3,10,30,35,15,7,,,,,,,,,,
2018Sep,98,1.7,,,,,10,20,40,20,10,,,,,,,,,,
2018Sep,99,1.7,,,,,,,,,,,,,,,,,,,
2018Sep,101,1.4,,,,,,,,,,,,,,,,,,,
2018Sep,102,1.5,,,,5,10,35,40,10,,,,,,,,,,,
2018Sep,103,,,,,,,,,,,,,,,,,,,,
2018Sep,105,1.3,,,,,25,75,,,,,,,,,,,,,
2018Sep,107,1.1228475273,1.3702769525,3.2177818863,7.5791831043,13.709359271,19.0450252548,18.3825244417,17.1907495841,11.8821038104,4.7412056562,2.1014229391,.6149230478,.1654440518,,,,,,,
2018Sep,110,1.3,1.276011446,1.9757777302,5.4478968546,10.4075041836,15.7779391702,18.9827557688,18.1251760092,13.7346316486,8.2594403653,3.9414823,1.49248694,.5788975835,,,,,,,
2018Sep,112,1.7,,,,5,10,20,30,20,10,5,,,,,,,,,
2018Sep,115,,,,,,,,,,,,,,,,,,,,
2021,1,1.8,,,5,5,10,30,40,5,5,,,,,,,,,,
2021,4,1.7,,,,5,10,20,30,20,10,5,,,,,,,,,
2021,6,2,,,,,5,20,40,30,5,,,,,,,,,,
2021,7,,,,,,,,,,,,,,,,,,,,
2021,14,2,,,,,,,,,,,,,,,,,,,
2021,15,1.9,,,,,5,20,35,20,15,5,,,,,,,,,
2021,16,1.7,5,5,6,7,13,14,16,12,9,7,5,1,,,,,,,
2021,20,1.8,,,5,10,14,18,30,18,5,,,,,,,,,,
2021,22,1.6,,,,,10,30,50,10,,,,,,,,,,,
2021,23,2,,1,2,4,10,17,19,16,14,11,5,1,,,,,,,
2021,24,1.9,,1,2.5,6,10,16.5,18,16.5,12,9,6,2.5,,,,,,,
2021,29,1.4,,,,,10,40,30,20,,,,,,,,,,,
2021,30,,,,,,,,,,,,,,,,,,,,
2021,31,1.9,,,,,10,30,40,15,5,,,,,,,,,,
2021,32,,,,,,,,,,,,,,,,,,,,
2021,37,2.1,,,,,,2,35,39,23,1,,,,,,,,,
2021,38,,,,,,,,,,,,,,,,,,,,
2021,39,1.8,,,,5,15,20,40,15,5,,,,,,,,,,
2021,41,,,,,,,,,,,,,,,,,,,,
2021,48,1.5,,,,,,50,50,,,,,,,,,,,,
2021,49,,,,,,,,,,,,,,,,,,,,
2021,52,,,,,,,,,,,,,,,,,,,,
2021,54,2,,,,,,15,40,40,5,,,,,,,,,,
2021,61,,,,,,,,,,,,,,,,,,,,
2021,67,,,,,,,,,,,,,,,,,,,,
2021,68,1.9,,,,,,,,,,,,,,,,,,,
2021,70,1.8,,,,,,35,65,,,,,,,,,,,,
2021,80,1.7,0,.9463722397,3.785488959,9.4637223975,16.403785489,25.8675078865,23.6593059937,10.4100946372,7.2555205047,2.2082018927,0,0,,,,,,,
2021,82,,,,,,,,,,,,,,,,,,,,
2021,84,1.8,3,2,3,6,10,15,21,19,13,5,2,1,,,,,,,
2021,85,1.95,.1144206831,.4241939123,1.4796069452,4.0388542596,8.6288298374,14.4300630412,18.8901507373,19.3583585551,15.5299093979,9.7526866699,4.7941200088,2.5588059522,,,,,,,
2021,89,1.925,,,0,2.5,10,15,22.5,25,15,7.5,2.5,0,,,,,,,
2021,92,,,,,,,,,,,,,,,,,,,,
2021,93,2,,,,,,2.5,33,57,7.5,,,,,,,,,,
2021,94,1.7,.5,1,3,4.5,8,16,32,16,8,6,3,2,,,,,,,
2021,95,1.6752654008,1.6530653022,2.1597170625,4.0531421009,7.4605816216,10.1462114906,14.4998590647,18.4740125602,16.1188177654,12.0700985075,7.3511989901,3.6414577745,2.3718377598,,,,,,,
2021,96,1.8,,,,3,10,15,35,30,5,2,,,,,,,,,
2021,98,1.9,,,,,,15,35,35,15,,,,,,,,,,
2021,99,1.8,,,,,,30,70,,,,,,,,,,,,
2021,101,1.8,,,5,8,12,25,40,10,,,,,,,,,,,
2021,102,1.4,,,,5,10,40,35,10,,,,,,,,,,,
2021,103,1.8,0,0,0,4.9987503124,12.4968757811,19.9950012497,29.9925018744,19.9950012497,12.4968757811,.0249937516,0,0,,,,,,,
2021,105,2,,,,,,,45,55,,,,,,,,,,,
2021,107,,,,,,,,,,,,,,,,,,,,
2021,110,2,.0000012965,.0000688288,.0048028514,.1445054315,1.9121828699,11.2156950091,29.3621021478,34.4639549013,18.1514155926,4.2762748393,.4478783208,.021117911,,,,,,,
2021,112,2,,,,,5,10,20,30,25,10,,,,,,,,,
2021,115,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
CORE INFLATION EXPECTATIONS; YEAR-ON-YEAR CHANGE IN CORE,,,,,,,,,,,,,,,,,,,,,
TARGET_PERIOD,FCT_SOURCE,POINT,TN1_0,FN1_0TN0_6,FN0_5TN0_1,F0_0T0_4,F0_5T0_9,F1_0T1_4,F1_5T1_9,F2_0T2_4,F2_5T2_9,F3_0T3_4,F3_5T3_9,F4_0,,,,,,,
2016,1,.8,,,,,,,,,,,,,,,,,,,
2016,4,.9,,,,,,,,,,,,,,,,,,,
2016,6,.8,,,,,,,,,,,,,,,,,,,
2016,7,,,,,,,,,,,,,,,,,,,,
2016,14,,,,,,,,,,,,,,,,,,,,
2016,15,.9,,,,,,,,,,,,,,,,,,,
2016,16,.8,,,,,,,,,,,,,,,,,,,
2016,20,,,,,,,,,,,,,,,,,,,,
2016,22,.8,,,,,,,,,,,,,,,,,,,
2016,23,.9,,,,,,,,,,,,,,,,,,,
2016,24,.9,,,,,,,,,,,,,,,,,,,
2016,29,.6,,,,,,,,,,,,,,,,,,,
2016,30,,,,,,,,,,,,,,,,,,,,
2016,31,.9,,,,,,,,,,,,,,,,,,,
2016,32,,,,,,,,,,,,,,,,,,,,
2016,37,.9,,,,,,,,,,,,,,,,,,,
2016,38,.9,,,,,,,,,,,,,,,,,,,
2016,39,.8,,,,,,,,,,,,,,,,,,,
2016,41,,,,,,,,,,,,,,,,,,,,
2016,48,,,,,,,,,,,,,,,,,,,,
2016,49,.8,,,,,,,,,,,,,,,,,,,
2016,52,,,,,,,,,,,,,,,,,,,,
2016,54,,,,,,,,,,,,,,,,,,,,
2016,61,,,,,,,,,,,,,,,,,,,,
2016,67,,,,,,,,,,,,,,,,,,,,
2016,68,,,,,,,,,,,,,,,,,,,,
2016,70,.8,,,,,,,,,,,,,,,,,,,
2016,80,,,,,,,,,,,,,,,,,,,,
2016,82,,,,,,,,,,,,,,,,,,,,
2016,84,.9,,,,,,,,,,,,,,,,,,,
2016,85,.814898568,,,,,,,,,,,,,,,,,,,
2016,89,.8,,,,,,,,,,,,,,,,,,,
2016,92,.8174134034,,,,,,,,,,,,,,,,,,,
2016,93,,,,,,,,,,,,,,,,,,,,
2016,94,.9,,,,,,,,,,,,,,,,,,,
2016,95,.8573642054,,,,,,,,,,,,,,,,,,,
2016,96,.9,,,,,,,,,,,,,,,,,,,
2016,98,.9,,,,,,,,,,,,,,,,,,,
2016,99,.9,,,,,,,,,,,,,,,,,,,
2016,101,.9,,,,,,,,,,,,,,,,,,,
2016,102,.9,,,,,,,,,,,,,,,,,,,
2016,103,,,,,,,,,,,,,,,,,,,,
2016,105,.9,,,,,,,,,,,,,,,,,,,
2016,107,.8174134034,,,,,,,,,,,,,,,,,,,
2016,110,.9,,,,,,,,,,,,,,,,,,,
2016,112,.9,,,,,,,,,,,,,,,,,,,
2016,115,,,,,,,,,,,,,,,,,,,,
2017,1,1.1,,,,,,,,,,,,,,,,,,,
2017,4,1.3,,,,,,,,,,,,,,,,,,,
2017,6,1.1,,,,,,,,,,,,,,,,,,,
2017,7,,,,,,,,,,,,,,,,,,,,
2017,14,,,,,,,,,,,,,,,,,,,,
2017,15,1.2,,,,,,,,,,,,,,,,,,,
2017,16,.6,,,,,,,,,,,,,,,,,,,
2017,20,,,,,,,,,,,,,,,,,,,,
2017,22,1.1,,,,,,,,,,,,,,,,,,,
2017,23,.9,,,,,,,,,,,,,,,,,,,
2017,24,1.1,,,,,,,,,,,,,,,,,,,
2017,29,.8,,,,,,,,,,,,,,,,,,,
2017,30,,,,,,,,,,,,,,,,,,,,
2017,31,1.7,,,,,,,,,,,,,,,,,,,
2017,32,,,,,,,,,,,,,,,,,,,,
2017,37,1.3,,,,,,,,,,,,,,,,,,,
2017,38,1.1,,,,,,,,,,,,,,,,,,,
2017,39,1.3,,,,,,,,,,,,,,,,,,,
2017,41,,,,,,,,,,,,,,,,,,,,
2017,48,,,,,,,,,,,,,,,,,,,,
2017,49,.8,,,,,,,,,,,,,,,,,,,
2017,52,,,,,,,,,,,,,,,,,,,,
2017,54,,,,,,,,,,,,,,,,,,,,
2017,61,,,,,,,,,,,,,,,,,,,,
2017,67,,,,,,,,,,,,,,,,,,,,
2017,68,,,,,,,,,,,,,,,,,,,,
