Date	Index Level
01/02/2006	8.3805
02/02/2006	8.406
03/02/2006	8.408
06/02/2006	8.4705
07/02/2006	8.4826
08/02/2006	8.4254
09/02/2006	8.4457
10/02/2006	8.4294
13/02/2006	8.485
14/02/2006	8.4678
15/02/2006	8.3883
16/02/2006	8.3728
17/02/2006	8.3321
21/02/2006	8.2763
22/02/2006	8.1367
23/02/2006	8.2443
24/02/2006	8.1084
27/02/2006	8.1101
28/02/2006	8.0417
01/03/2006	8.059
02/03/2006	8.1946
03/03/2006	8.0607
06/03/2006	8.0765
07/03/2006	8.1445
08/03/2006	8.1807
09/03/2006	8.1235
10/03/2006	7.9637
13/03/2006	7.9381
14/03/2006	8.0253
15/03/2006	8.0498
16/03/2006	8.0823
17/03/2006	8.0576
20/03/2006	8.0983
21/03/2006	8.0915
22/03/2006	7.9875
23/03/2006	7.9808
24/03/2006	7.9084
27/03/2006	8.0388
28/03/2006	8.144
29/03/2006	8.0592
30/03/2006	8.1408
31/03/2006	8.0733
03/04/2006	8.0644
04/04/2006	8.2394
05/04/2006	8.2994
06/04/2006	8.2792
07/04/2006	8.0976
10/04/2006	7.9638
11/04/2006	7.9011
12/04/2006	7.9163
13/04/2006	7.8603
18/04/2006	8.0245
19/04/2006	8.2041
20/04/2006	8.1425
21/04/2006	8.1638
24/04/2006	8.3645
25/04/2006	8.2677
26/04/2006	8.2774
27/04/2006	8.3359
28/04/2006	8.3253
02/05/2006	8.4806
03/05/2006	8.5741
04/05/2006	8.6158
05/05/2006	8.6533
08/05/2006	8.7842
09/05/2006	8.814
10/05/2006	9.0533
11/05/2006	8.9488
12/05/2006	9.2346
15/05/2006	9.2581
16/05/2006	9.1962
17/05/2006	9.2682
18/05/2006	9.2845
19/05/2006	9.1588
22/05/2006	9.3025
23/05/2006	9.3338
24/05/2006	9.3508
25/05/2006	9.1524
26/05/2006	9.0238
30/05/2006	9.1954
31/05/2006	9.1259
01/06/2006	9.0194
02/06/2006	8.8429
05/06/2006	8.9227
06/06/2006	8.7664
07/06/2006	8.6333
08/06/2006	8.4911
09/06/2006	8.4515
12/06/2006	8.4988
13/06/2006	8.4812
14/06/2006	8.4585
15/06/2006	8.4469
16/06/2006	8.2559
19/06/2006	8.0671
20/06/2006	8.0727
21/06/2006	8.1557
22/06/2006	8.1688
23/06/2006	8.17
26/06/2006	8.2376
27/06/2006	8.1769
28/06/2006	8.1372
29/06/2006	8.2128
30/06/2006	8.1819
03/07/2006	8.2453
05/07/2006	8.283
06/07/2006	8.2722
07/07/2006	8.1968
10/07/2006	8.1806
11/07/2006	8.0997
12/07/2006	8.0321
13/07/2006	7.9946
14/07/2006	7.9134
17/07/2006	7.9192
18/07/2006	7.9311
19/07/2006	7.9456
20/07/2006	7.8701
21/07/2006	7.837
24/07/2006	7.8183
25/07/2006	7.7153
26/07/2006	7.7257
27/07/2006	7.8779
28/07/2006	7.878
31/07/2006	8.0486
01/08/2006	8.076
02/08/2006	8.09
03/08/2006	8.1022
04/08/2006	8.0211
07/08/2006	8.0438
08/08/2006	7.9683
09/08/2006	7.9488
10/08/2006	7.9227
11/08/2006	7.8187
14/08/2006	7.7686
15/08/2006	7.7824
16/08/2006	7.8529
17/08/2006	7.8762
18/08/2006	7.7856
21/08/2006	7.9077
22/08/2006	7.8517
23/08/2006	7.8354
24/08/2006	7.855
25/08/2006	7.7614
29/08/2006	7.8807
30/08/2006	7.8797
31/08/2006	7.925
01/09/2006	7.9192
05/09/2006	7.923
06/09/2006	7.902
07/09/2006	7.8616
08/09/2006	7.8608
11/09/2006	7.8538
12/09/2006	7.7802
13/09/2006	7.784
14/09/2006	7.7354
15/09/2006	7.6725
18/09/2006	7.5612
19/09/2006	7.4949
20/09/2006	7.46
21/09/2006	7.4485
22/09/2006	7.4875
25/09/2006	7.3884
26/09/2006	7.2724
27/09/2006	6.9983
28/09/2006	6.8305
29/09/2006	6.7208
02/10/2006	6.7468
03/10/2006	6.6382
04/10/2006	6.7131
05/10/2006	6.7892
06/10/2006	6.8198
10/10/2006	7.0567
11/10/2006	7.1326
12/10/2006	7.1034
13/10/2006	6.9277
16/10/2006	6.9927
17/10/2006	6.9748
18/10/2006	6.9264
19/10/2006	6.72
20/10/2006	6.5826
23/10/2006	6.5967
24/10/2006	6.5381
25/10/2006	6.4109
26/10/2006	6.3493
27/10/2006	6.0995
30/10/2006	6.176
31/10/2006	6.2447
01/11/2006	6.4814
02/11/2006	6.5442
03/11/2006	6.4306
06/11/2006	6.1416
07/11/2006	6.2563
08/11/2006	6.3443
09/11/2006	6.4267
10/11/2006	6.5983
13/11/2006	6.6163
14/11/2006	6.5856
15/11/2006	6.5098
16/11/2006	6.2651
17/11/2006	6.067
20/11/2006	6.0753
21/11/2006	6.0232
22/11/2006	6.1343
24/11/2006	7.0452
27/11/2006	7.2563
28/11/2006	7.1629
29/11/2006	7.0595
30/11/2006	7.1766
01/12/2006	7.3551
04/12/2006	7.5189
05/12/2006	7.4328
06/12/2006	7.4818
07/12/2006	7.4583
08/12/2006	7.4093
11/12/2006	7.352
12/12/2006	7.1422
13/12/2006	7.0367
14/12/2006	6.8912
15/12/2006	6.7904
18/12/2006	6.6593
19/12/2006	6.638
20/12/2006	6.5738
21/12/2006	6.5705
22/12/2006	6.5642
27/12/2006	6.5823
28/12/2006	6.5985
29/12/2006	6.6516
02/01/2007	6.7572
03/01/2007	6.7551
04/01/2007	6.7225
05/01/2007	6.694
08/01/2007	6.583
09/01/2007	6.335
10/01/2007	6.2724
11/01/2007	6.3359
12/01/2007	6.3392
16/01/2007	6.4463
17/01/2007	6.3802
18/01/2007	6.2694
19/01/2007	6.2047
22/01/2007	6.206
23/01/2007	6.2331
24/01/2007	6.2875
25/01/2007	6.5486
26/01/2007	6.4484
29/01/2007	6.4554
30/01/2007	6.4323
31/01/2007	6.5076
01/02/2007	6.6403
02/02/2007	6.5176
05/02/2007	6.4762
06/02/2007	6.4892
07/02/2007	6.4306
08/02/2007	6.3898
09/02/2007	6.3891
12/02/2007	6.3611
13/02/2007	6.2735
14/02/2007	6.3619
15/02/2007	6.4079
16/02/2007	6.3697
20/02/2007	6.2895
21/02/2007	6.0629
22/02/2007	5.9529
23/02/2007	5.9847
26/02/2007	6.1134
27/02/2007	6.4603
28/02/2007	6.5237
01/03/2007	6.5879
02/03/2007	6.4914
05/03/2007	6.9436
06/03/2007	6.7266
07/03/2007	6.649
08/03/2007	6.6932
09/03/2007	6.4167
12/03/2007	6.4792
13/03/2007	6.7781
14/03/2007	6.9278
15/03/2007	6.8908
16/03/2007	7.0221
19/03/2007	7.1094
20/03/2007	6.8746
21/03/2007	6.8324
22/03/2007	6.8629
23/03/2007	6.6646
26/03/2007	6.5434
27/03/2007	6.5311
28/03/2007	6.695
29/03/2007	6.7335
30/03/2007	6.6434
02/04/2007	6.7613
03/04/2007	6.6706
04/04/2007	6.5692
05/04/2007	6.5563
10/04/2007	6.5524
11/04/2007	6.4966
12/04/2007	6.4777
13/04/2007	6.5266
16/04/2007	6.4572
17/04/2007	6.5355
18/04/2007	6.6343
19/04/2007	6.6986
20/04/2007	6.5092
23/04/2007	6.4003
24/04/2007	6.3001
25/04/2007	6.3459
26/04/2007	6.2509
27/04/2007	6.2035
30/04/2007	6.2455
01/05/2007	6.2642
02/05/2007	6.2081
03/05/2007	6.1807
04/05/2007	6.1543
08/05/2007	6.0376
09/05/2007	6.0124
10/05/2007	5.9458
11/05/2007	6.0103
14/05/2007	5.9697
15/05/2007	5.9306
16/05/2007	5.8943
17/05/2007	5.8728
18/05/2007	5.9237
21/05/2007	5.9008
22/05/2007	5.9357
23/05/2007	5.9093
24/05/2007	5.8262
25/05/2007	5.8421
29/05/2007	5.7836
30/05/2007	5.8259
31/05/2007	5.772
01/06/2007	5.64
04/06/2007	5.5562
05/06/2007	5.5396
06/06/2007	5.5986
07/06/2007	5.6417
08/06/2007	5.8301
11/06/2007	5.7802
12/06/2007	5.7204
13/06/2007	5.8768
14/06/2007	5.7902
15/06/2007	5.6675
18/06/2007	5.6771
19/06/2007	5.6411
20/06/2007	5.6168
21/06/2007	5.5832
22/06/2007	5.6243
25/06/2007	5.671
26/06/2007	5.8197
27/06/2007	6.0007
28/06/2007	5.951
29/06/2007	5.7669
02/07/2007	5.9318
03/07/2007	6.0323
05/07/2007	6.0155
06/07/2007	5.8626
09/07/2007	5.8576
10/07/2007	5.9422
11/07/2007	6.3431
12/07/2007	6.2651
13/07/2007	6.1874
16/07/2007	6.2553
17/07/2007	6.1701
18/07/2007	6.2246
19/07/2007	6.148
20/07/2007	5.9997
23/07/2007	6.1517
24/07/2007	6.2268
25/07/2007	6.3085
26/07/2007	6.4886
27/07/2007	6.8642
30/07/2007	7.0099
31/07/2007	6.7721
01/08/2007	7.053
02/08/2007	7.0268
03/08/2007	6.9487
06/08/2007	7.3428
07/08/2007	7.2593
08/08/2007	7.1289
09/08/2007	7.4022
10/08/2007	7.7908
13/08/2007	7.8052
14/08/2007	8.021
15/08/2007	8.602
16/08/2007	10.4626
17/08/2007	9.151
20/08/2007	8.6121
21/08/2007	9.158
22/08/2007	8.1768
23/08/2007	7.7829
24/08/2007	7.7994
28/08/2007	8.0197
29/08/2007	8.4289
30/08/2007	8.3642
31/08/2007	8.3077
04/09/2007	8.3174
05/09/2007	8.2972
06/09/2007	8.2668
07/09/2007	8.3076
10/09/2007	8.695
11/09/2007	8.3025
12/09/2007	8.3056
13/09/2007	8.1324
14/09/2007	8.1304
17/09/2007	8.1474
18/09/2007	8.1635
19/09/2007	7.8878
20/09/2007	8.0201
21/09/2007	7.9433
24/09/2007	7.7475
25/09/2007	7.7894
26/09/2007	7.6728
27/09/2007	7.5425
28/09/2007	7.6643
01/10/2007	7.6484
02/10/2007	7.6343
03/10/2007	7.6056
04/10/2007	7.6081
05/10/2007	7.4452
09/10/2007	7.2244
10/10/2007	7.1871
11/10/2007	7.1524
12/10/2007	7.0218
15/10/2007	7.046
16/10/2007	7.3306
17/10/2007	7.4114
18/10/2007	7.7476
19/10/2007	7.647
22/10/2007	8.039
23/10/2007	7.8801
24/10/2007	7.9186
25/10/2007	8.0242
26/10/2007	7.954
29/10/2007	8.0731
30/10/2007	7.9635
31/10/2007	7.9864
01/11/2007	7.9863
02/11/2007	7.9446
05/11/2007	8.1518
06/11/2007	8.1466
07/11/2007	9.13
08/11/2007	9.51
09/11/2007	9.5949
13/11/2007	9.6779
14/11/2007	9.2216
15/11/2007	9.5469
16/11/2007	9.8532
19/11/2007	9.6194
20/11/2007	9.9597
21/11/2007	10.2766
23/11/2007	10.3177
26/11/2007	10.2303
27/11/2007	10.1698
28/11/2007	10.053
29/11/2007	9.9842
30/11/2007	9.5872
03/12/2007	9.4579
04/12/2007	9.5467
05/12/2007	9.624
06/12/2007	9.7068
07/12/2007	9.3566
10/12/2007	9.1631
11/12/2007	9.167
12/12/2007	9.1073
13/12/2007	9.049
14/12/2007	9.2082
17/12/2007	9.5964
18/12/2007	9.4834
19/12/2007	9.489
20/12/2007	9.5384
21/12/2007	9.5096
24/12/2007	9.3895
27/12/2007	9.4382
28/12/2007	9.4726
31/12/2007	9.7081
02/01/2008	9.9853
03/01/2008	10.1271
04/01/2008	10.0388
07/01/2008	10.0735
08/01/2008	9.7361
09/01/2008	9.7659
10/01/2008	9.6925
11/01/2008	9.7074
14/01/2008	9.9699
15/01/2008	10.0594
16/01/2008	10.2255
17/01/2008	10.3218
18/01/2008	10.4342
22/01/2008	10.7152
23/01/2008	10.5596
24/01/2008	10.3739
25/01/2008	9.9006
28/01/2008	10.1406
29/01/2008	9.8772
30/01/2008	9.8369
31/01/2008	9.9177
01/02/2008	9.8125
04/02/2008	9.7224
05/02/2008	9.8515
06/02/2008	10.079
07/02/2008	10.2196
08/02/2008	10.0632
11/02/2008	10.2648
12/02/2008	10.0555
13/02/2008	9.7911
14/02/2008	9.5452
15/02/2008	9.5671
19/02/2008	9.6142
20/02/2008	9.6848
21/02/2008	9.5428
22/02/2008	9.537
25/02/2008	9.4059
26/02/2008	9.3324
27/02/2008	9.7271
28/02/2008	9.9677
29/02/2008	10.3765
03/03/2008	10.7228
04/03/2008	10.5713
05/03/2008	10.4363
06/03/2008	10.6352
07/03/2008	11.0386
10/03/2008	10.9539
11/03/2008	10.8089
12/03/2008	10.8407
13/03/2008	11.337
14/03/2008	11.6627
17/03/2008	12.5109
18/03/2008	12.2324
19/03/2008	12.338
20/03/2008	12.3889
25/03/2008	11.781
26/03/2008	11.9803
27/03/2008	11.8679
28/03/2008	11.7945
31/03/2008	11.9222
01/04/2008	11.7657
02/04/2008	11.2438
03/04/2008	11.1844
04/04/2008	10.9247
07/04/2008	10.6261
08/04/2008	10.6283
09/04/2008	10.7388
10/04/2008	11.0547
11/04/2008	11.1707
14/04/2008	11.1172
15/04/2008	11.0727
16/04/2008	11.0704
17/04/2008	10.955
18/04/2008	10.8241
21/04/2008	10.8104
22/04/2008	10.8622
23/04/2008	10.6994
24/04/2008	10.6698
25/04/2008	10.5978
28/04/2008	10.3553
29/04/2008	10.3765
30/04/2008	10.4715
01/05/2008	10.5149
02/05/2008	10.1065
06/05/2008	10.032
07/05/2008	10.1557
08/05/2008	10.3581
09/05/2008	10.4996
12/05/2008	10.4716
13/05/2008	10.3303
14/05/2008	10.1279
15/05/2008	9.9512
16/05/2008	9.7528
19/05/2008	9.7731
20/05/2008	9.9487
21/05/2008	10.2495
22/05/2008	10.0696
23/05/2008	9.9752
27/05/2008	9.9551
28/05/2008	9.8257
29/05/2008	9.7696
30/05/2008	9.6033
02/06/2008	9.7195
03/06/2008	9.8571
04/06/2008	9.8938
05/06/2008	9.9176
06/06/2008	9.9719
09/06/2008	10.3638
10/06/2008	10.5526
11/06/2008	10.3921
12/06/2008	10.4806
13/06/2008	10.5173
16/06/2008	10.2704
17/06/2008	10.0351
18/06/2008	9.8409
19/06/2008	9.7383
20/06/2008	9.7017
23/06/2008	9.7634
24/06/2008	9.6843
25/06/2008	9.6275
26/06/2008	9.7532
27/06/2008	9.9409
30/06/2008	10.0903
01/07/2008	10.126
02/07/2008	10.235
03/07/2008	9.9435
07/07/2008	9.6195
08/07/2008	9.7335
09/07/2008	9.7151
10/07/2008	9.732
11/07/2008	9.7992
14/07/2008	9.9684
15/07/2008	10.5752
16/07/2008	10.5121
17/07/2008	10.1504
18/07/2008	9.8107
21/07/2008	9.7434
22/07/2008	9.7959
23/07/2008	9.571
24/07/2008	9.4674
25/07/2008	9.4087
28/07/2008	9.3103
29/07/2008	9.2067
30/07/2008	9.2041
31/07/2008	9.1319
01/08/2008	9.0338
04/08/2008	9.0677
05/08/2008	9.2436
06/08/2008	9.1797
07/08/2008	9.2772
08/08/2008	10.126
11/08/2008	10.2297
12/08/2008	10.1819
13/08/2008	10.5322
14/08/2008	10.3098
15/08/2008	10.3236
18/08/2008	10.1205
19/08/2008	10.1299
20/08/2008	10.0285
21/08/2008	10.1961
22/08/2008	9.9717
26/08/2008	10.3057
27/08/2008	10.283
28/08/2008	10.3077
29/08/2008	10.2983
02/09/2008	10.6601
03/09/2008	10.7774
04/09/2008	10.9207
05/09/2008	11.503
08/09/2008	11.4877
09/09/2008	11.5961
10/09/2008	11.4711
11/09/2008	11.8115
12/09/2008	11.4555
15/09/2008	12.7431
16/09/2008	12.9752
17/09/2008	12.8566
18/09/2008	13.4678
19/09/2008	12.8361
22/09/2008	12.9282
23/09/2008	12.9794
24/09/2008	12.535
25/09/2008	12.7158
26/09/2008	12.972
29/09/2008	13.6751
30/09/2008	14.3352
01/10/2008	14.2985
02/10/2008	14.8169
03/10/2008	14.4466
06/10/2008	16.6284
07/10/2008	16.5875
08/10/2008	17.8034
09/10/2008	16.9107
10/10/2008	19.8602
14/10/2008	15.9534
15/10/2008	16.6527
16/10/2008	17.9429
17/10/2008	16.6636
20/10/2008	15.7183
21/10/2008	16.686
22/10/2008	19.2528
23/10/2008	19.4752
24/10/2008	22.2607
27/10/2008	24.4709
28/10/2008	22.3242
29/10/2008	21.9694
30/10/2008	23.3882
31/10/2008	23.445
03/11/2008	22.2385
04/11/2008	20.6778
05/11/2008	20.4123
06/11/2008	21.502
07/11/2008	21.0498
10/11/2008	20.0758
12/11/2008	22.4826
13/11/2008	22.9429
14/11/2008	22.4896
17/11/2008	22.1179
18/11/2008	21.237
19/11/2008	20.4069
20/11/2008	21.4531
21/11/2008	21.4728
24/11/2008	21.2564
25/11/2008	21.4954
26/11/2008	21.4071
28/11/2008	20.6294
01/12/2008	21.6915
02/12/2008	22.1343
03/12/2008	21.9843
04/12/2008	21.2921
05/12/2008	20.3664
08/12/2008	19.9491
09/12/2008	19.5914
10/12/2008	18.6749
11/12/2008	19.1009
12/12/2008	20.1538
15/12/2008	21.3406
16/12/2008	21.5243
17/12/2008	22.9575
18/12/2008	23.0486
19/12/2008	22.8389
22/12/2008	22.2075
23/12/2008	21.2543
24/12/2008	21.0331
29/12/2008	21.4481
30/12/2008	21.6979
31/12/2008	21.6244
02/01/2009	21.6494
05/01/2009	21.8187
06/01/2009	21.449
07/01/2009	20.9293
08/01/2009	20.7567
09/01/2009	20.1389
12/01/2009	19.9778
13/01/2009	20.2585
14/01/2009	20.5149
15/01/2009	20.3148
16/01/2009	19.6144
20/01/2009	20.9753
21/01/2009	21.4145
22/01/2009	20.9477
23/01/2009	21.0742
26/01/2009	21.1527
27/01/2009	20.8379
28/01/2009	20.2809
29/01/2009	20.022
30/01/2009	20.1893
02/02/2009	20.5087
03/02/2009	20.3477
04/02/2009	19.9374
05/02/2009	19.2224
06/02/2009	18.6001
09/02/2009	18.6863
10/02/2009	19.3071
11/02/2009	19.3402
12/02/2009	19.4537
13/02/2009	18.9528
17/02/2009	19.5141
18/02/2009	19.1542
19/02/2009	18.5082
20/02/2009	18.5839
23/02/2009	18.9112
24/02/2009	18.7846
25/02/2009	18.3785
26/02/2009	17.9227
27/02/2009	18.0967
02/03/2009	18.1544
03/03/2009	17.9726
04/03/2009	17.3741
05/03/2009	17.3365
06/03/2009	17.1262
09/03/2009	17.0472
10/03/2009	17.0288
11/03/2009	17.1161
12/03/2009	17.335
13/03/2009	17.2785
16/03/2009	17.2839
17/03/2009	16.9788
18/03/2009	17.4207
19/03/2009	18.1495
20/03/2009	17.8678
23/03/2009	17.819
24/03/2009	17.3877
25/03/2009	17.4821
26/03/2009	17.5604
27/03/2009	17.5474
30/03/2009	17.8001
31/03/2009	17.6113
01/04/2009	17.4683
02/04/2009	17.3271
03/04/2009	16.5931
06/04/2009	16.015
07/04/2009	15.7611
08/04/2009	15.7122
09/04/2009	15.4606
14/04/2009	15.5738
15/04/2009	15.2461
16/04/2009	14.8071
17/04/2009	14.5999
20/04/2009	14.8716
21/04/2009	14.7687
22/04/2009	14.5423
23/04/2009	14.1222
24/04/2009	14.4363
27/04/2009	14.387
28/04/2009	14.3622
29/04/2009	14.3988
30/04/2009	14.2391
01/05/2009	14.0945
05/05/2009	14.1813
06/05/2009	14.2028
07/05/2009	14.0934
08/05/2009	13.7193
11/05/2009	14.0358
12/05/2009	14.4206
13/05/2009	14.5852
14/05/2009	14.4771
15/05/2009	14.1342
18/05/2009	13.9165
19/05/2009	13.8601
20/05/2009	14.059
21/05/2009	14.4748
22/05/2009	15.2548
26/05/2009	15.1771
27/05/2009	15.076
28/05/2009	14.9812
29/05/2009	15.2679
01/06/2009	15.6111
02/06/2009	15.8763
03/06/2009	16.2497
04/06/2009	16.0078
05/06/2009	15.6874
08/06/2009	15.7211
09/06/2009	15.5848
10/06/2009	15.462
11/06/2009	15.2364
12/06/2009	14.7401
15/06/2009	14.7055
16/06/2009	14.8992
17/06/2009	15.0733
18/06/2009	15.082
19/06/2009	14.6014
22/06/2009	14.8577
23/06/2009	15.3387
24/06/2009	15.1096
25/06/2009	14.6303
26/06/2009	14.4418
29/06/2009	14.2771
30/06/2009	13.9368
01/07/2009	13.8078
02/07/2009	13.5817
03/07/2009	13.436
06/07/2009	13.6947
07/07/2009	13.6074
08/07/2009	14.2458
09/07/2009	14.018
10/07/2009	14.0243
13/07/2009	14.1433
14/07/2009	13.8114
15/07/2009	13.652
16/07/2009	13.646
17/07/2009	13.5166
20/07/2009	13.5417
21/07/2009	13.7088
22/07/2009	13.6706
23/07/2009	13.4595
24/07/2009	13.2022
27/07/2009	13.0421
28/07/2009	13.0062
29/07/2009	13.0569
30/07/2009	12.8686
31/07/2009	12.7221
03/08/2009	13.1434
04/08/2009	13.2048
05/08/2009	13.3238
06/08/2009	13.3623
07/08/2009	13.2354
10/08/2009	13.2143
11/08/2009	13.3673
12/08/2009	13.5452
13/08/2009	13.2323
14/08/2009	13.0092
17/08/2009	13.378
18/08/2009	13.151
19/08/2009	13.1948
20/08/2009	12.9048
21/08/2009	12.8298
24/08/2009	12.6775
25/08/2009	12.7134
26/08/2009	12.6493
27/08/2009	12.6906
28/08/2009	12.6417
01/09/2009	12.7778
02/09/2009	12.9698
03/09/2009	12.9052
04/09/2009	12.6388
08/09/2009	12.703
09/09/2009	12.8583
10/09/2009	12.7356
11/09/2009	12.8027
14/09/2009	12.8498
15/09/2009	12.6126
16/09/2009	12.6654
17/09/2009	12.4973
18/09/2009	12.4423
21/09/2009	12.2761
22/09/2009	12.2877
23/09/2009	11.9916
24/09/2009	11.9774
25/09/2009	12.1676
28/09/2009	12.4527
29/09/2009	12.4064
30/09/2009	12.3188
01/10/2009	12.1957
02/10/2009	12.2575
05/10/2009	12.1295
06/10/2009	12.1737
07/10/2009	12.1825
08/10/2009	12.1424
09/10/2009	12.116
13/10/2009	12.4628
14/10/2009	12.9453
15/10/2009	12.8009
16/10/2009	12.7911
19/10/2009	12.8898
20/10/2009	12.8759
21/10/2009	12.6176
22/10/2009	12.6009
23/10/2009	12.3989
26/10/2009	12.4988
27/10/2009	12.7188
28/10/2009	13.0913
29/10/2009	13.1667
30/10/2009	13.1808
02/11/2009	13.5561
03/11/2009	14.2794
04/11/2009	13.7853
05/11/2009	13.3678
06/11/2009	13.0127
09/11/2009	12.9718
10/11/2009	12.892
12/11/2009	13.0187
13/11/2009	12.7415
16/11/2009	12.589
17/11/2009	12.6782
18/11/2009	12.6639
19/11/2009	12.9552
20/11/2009	13.0597
23/11/2009	12.8094
24/11/2009	12.8044
25/11/2009	12.8819
27/11/2009	13.9259
30/11/2009	13.8218
01/12/2009	13.2332
02/12/2009	12.9287
03/12/2009	12.8583
04/12/2009	12.8223
07/12/2009	12.959
08/12/2009	13.1151
09/12/2009	13.2718
10/12/2009	12.843
11/12/2009	12.7275
14/12/2009	12.8023
15/12/2009	12.9063
16/12/2009	12.7635
17/12/2009	13.0897
18/12/2009	13.003
21/12/2009	13.0382
22/12/2009	13.2427
23/12/2009	13.3119
24/12/2009	13.295
29/12/2009	13.3184
30/12/2009	13.2111
31/12/2009	13.2118
04/01/2010	12.9856
05/01/2010	12.4843
06/01/2010	12.2647
07/01/2010	12.2057
08/01/2010	12.0535
11/01/2010	11.7415
12/01/2010	11.6246
13/01/2010	11.4825
14/01/2010	11.1919
15/01/2010	11.479
19/01/2010	11.4192
20/01/2010	11.75
21/01/2010	11.8101
22/01/2010	11.8457
25/01/2010	11.8055
26/01/2010	12.0169
27/01/2010	11.9805
28/01/2010	11.841
29/01/2010	12.0383
01/02/2010	11.9852
02/02/2010	11.7114
03/02/2010	11.6164
04/02/2010	12.3833
05/02/2010	12.9539
08/02/2010	12.7471
09/02/2010	12.4763
10/02/2010	12.3115
11/02/2010	12.1888
12/02/2010	12.1986
16/02/2010	11.8946
17/02/2010	11.8042
18/02/2010	11.9371
19/02/2010	11.9392
22/02/2010	11.7949
23/02/2010	11.9731
24/02/2010	11.9108
25/02/2010	12.1479
26/02/2010	11.8276
01/03/2010	12.1469
02/03/2010	12.052
03/03/2010	11.8374
04/03/2010	11.9313
05/03/2010	11.7357
08/03/2010	11.6608
09/03/2010	11.709
10/03/2010	11.5224
11/03/2010	11.1993
12/03/2010	11.0267
15/03/2010	11.0225
16/03/2010	10.9091
17/03/2010	10.6599
18/03/2010	10.7572
19/03/2010	10.8638
22/03/2010	11.2408
23/03/2010	11.1866
24/03/2010	11.7109
25/03/2010	11.7455
26/03/2010	11.5998
29/03/2010	11.4266
30/03/2010	11.4299
31/03/2010	11.4335
01/04/2010	11.2788
06/04/2010	11.1978
07/04/2010	11.1458
08/04/2010	11.1927
09/04/2010	11.0701
12/04/2010	10.8455
13/04/2010	10.6729
14/04/2010	10.5826
15/04/2010	10.6198
16/04/2010	10.937
19/04/2010	11.0279
20/04/2010	10.799
21/04/2010	10.8177
22/04/2010	11.268
23/04/2010	11.3208
26/04/2010	11.2177
27/04/2010	11.808
28/04/2010	11.9406
29/04/2010	11.5398
30/04/2010	11.3798
04/05/2010	12.0989
05/05/2010	12.8004
06/05/2010	15.0668
07/05/2010	14.9655
10/05/2010	13.8671
11/05/2010	14.0647
12/05/2010	13.2498
13/05/2010	12.8891
14/05/2010	13.6737
17/05/2010	14.0878
18/05/2010	14.1269
19/05/2010	14.9941
20/05/2010	16.4834
21/05/2010	15.7684
24/05/2010	14.9714
25/05/2010	15.6409
26/05/2010	15.3187
27/05/2010	14.8002
28/05/2010	14.5201
01/06/2010	14.7658
02/06/2010	14.7022
03/06/2010	14.5387
04/06/2010	14.9742
07/06/2010	15.3781
08/06/2010	15.3247
09/06/2010	14.7022
10/06/2010	14.2234
11/06/2010	13.613
14/06/2010	13.203
15/06/2010	13.2431
16/06/2010	13.2132
17/06/2010	13.2475
18/06/2010	12.9421
21/06/2010	12.8023
22/06/2010	12.9343
23/06/2010	13.0505
24/06/2010	13.2987
25/06/2010	13.4209
28/06/2010	13.2288
29/06/2010	13.9564
30/06/2010	13.874
01/07/2010	14.0882
02/07/2010	13.6109
06/07/2010	13.0508
07/07/2010	12.9823
08/07/2010	12.6773
09/07/2010	12.3704
12/07/2010	12.3395
13/07/2010	12.2325
14/07/2010	12.0556
15/07/2010	12.0963
16/07/2010	12.3581
19/07/2010	12.7027
20/07/2010	12.6589
21/07/2010	12.6983
22/07/2010	12.7358
23/07/2010	12.3025
26/07/2010	11.9656
27/07/2010	11.7657
28/07/2010	11.3443
29/07/2010	11.3333
30/07/2010	11.3975
02/08/2010	11.2044
03/08/2010	11.2468
04/08/2010	11.4899
05/08/2010	11.6871
06/08/2010	11.4586
09/08/2010	11.5507
10/08/2010	11.6177
11/08/2010	12.3245
12/08/2010	12.4763
13/08/2010	12.1896
16/08/2010	12.3013
17/08/2010	12.0579
18/08/2010	11.9113
19/08/2010	11.9828
20/08/2010	12.1637
23/08/2010	12.1984
24/08/2010	12.6391
25/08/2010	12.6722
26/08/2010	12.4413
27/08/2010	12.4393
31/08/2010	12.6395
01/09/2010	12.4762
02/09/2010	12.4355
03/09/2010	11.9814
07/09/2010	12.2183
08/09/2010	12.2294
09/09/2010	11.9667
10/09/2010	11.8434
13/09/2010	11.7571
14/09/2010	11.9015
15/09/2010	11.8037
16/09/2010	11.6114
17/09/2010	11.6359
20/09/2010	11.5721
21/09/2010	11.6282
22/09/2010	11.7937
23/09/2010	12.0781
24/09/2010	12.0886
27/09/2010	11.9827
28/09/2010	12.2079
29/09/2010	12.3025
30/09/2010	12.213
01/10/2010	12.0601
04/10/2010	12.0812
05/10/2010	12.3671
06/10/2010	12.7803
07/10/2010	13.1324
08/10/2010	12.9294
12/10/2010	12.6856
13/10/2010	12.5341
14/10/2010	12.8043
15/10/2010	12.5781
18/10/2010	12.7476
19/10/2010	12.9476
20/10/2010	12.8535
21/10/2010	12.8585
22/10/2010	12.7328
25/10/2010	12.7096
26/10/2010	12.7231
27/10/2010	12.9613
28/10/2010	12.9159
29/10/2010	12.9972
01/11/2010	13.1625
02/11/2010	12.9935
03/11/2010	12.4644
04/11/2010	12.2517
